query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
bird 3,game bird,01503061-n,02153203-n,False,-1,False,False,False,0.0224,0.0006
bird 2,game bird,01503061-n,02153203-n,False,3,False,True,True,0.0218,0.0005
bird in it,game bird,01503061-n,02153203-n,False,-1,False,False,False,0.0255,0.0005
small birds perched,bird feeder,01503061-n,02843553-n,False,-1,False,False,False,0.02,0.0143
band like a bird,band,01503061-n,02785191-n,False,-1,False,False,False,0.0207,0.0533
grey bird,African grey,01503061-n,01817953-n,False,-1,False,False,False,0.0213,0.0625
bird is unusual,rare bird,01503061-n,10507692-n,False,4,False,False,True,0.0214,0.0004
large bird,elephant bird,01503061-n,01522450-n,False,-1,False,False,False,0.021,0.0005
front of bird,front,01503061-n,03398467-n,False,-1,False,False,False,0.0204,0.0468
three birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0195,0.01
head of bird,secretary bird,01503061-n,01618503-n,False,-1,False,False,False,0.0226,0.0221
small bird flying,hummingbird,01503061-n,01833805-n,False,-1,False,False,False,0.0229,0.0425
bird is white,white-throated sparrow,01503061-n,01535469-n,False,-1,False,False,False,0.0214,0.0141
birds face,birdcage mask,01503061-n,02843365-n,False,-1,False,False,False,0.0212,0.033
green birds,bird of paradise,01503061-n,01571126-n,False,-1,False,False,False,0.0387,0.0129
variety of birds,rare bird,01503061-n,10507692-n,False,2,False,True,True,0.023,0.0006
red angry bird,redstart,01503061-n,01561452-n,False,-1,False,False,False,0.0253,0.059
flying bird.,bird,01503061-n,01503061-n,True,1,True,True,True,0.0206,0.0109
big flying bird,elephant bird,01503061-n,01522450-n,False,-1,False,False,False,0.023,0.0259
birds flying.,fly,01503061-n,02190166-n,False,-1,False,False,False,0.0212,0.0007
bird roosting,roost,01503061-n,04107984-n,False,-1,False,False,False,0.0229,0.0536
pair of birds,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0197,0.0107
bird is flying above,bird,01503061-n,01503061-n,True,1,True,True,True,0.0211,0.0005
two young birds,young bird,01503061-n,01613615-n,False,-1,False,False,False,0.0219,0.0219
several birds,bird of paradise,01503061-n,01571126-n,False,-1,False,False,False,0.0216,0.0005
multiple birds,bird's nest,01503061-n,09221571-n,False,-1,False,False,False,0.0216,0.0006
little birds,dickeybird,01503061-n,01503976-n,False,-1,False,False,False,0.0239,0.0351
flying bird,flight,01503061-n,02484771-v,False,-1,False,False,False,0.0214,0.0007
bird is on,game bird,01503061-n,02153203-n,False,2,False,True,True,0.0271,0.0004
part of bird,bird of passage,01503061-n,01515303-n,False,3,False,True,True,0.0211,0.0223
bird sitting,bird,01503061-n,01503061-n,True,1,True,True,True,0.0236,0.0112
animated bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0221,0.0004
no birds,nonpasserine bird,01503061-n,01524761-n,False,-1,False,False,False,0.0191,0.0133
rear bird,rear,01503061-n,08629508-n,False,-1,False,False,False,0.0212,0.0551
birds riding,bird of passage,01503061-n,01515303-n,False,3,False,True,True,0.0204,0.0005
there is a bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0216,0.0007
bird is hanging,gallows bird,01503061-n,10118208-n,False,2,False,True,True,0.0207,0.0007
black birds.,blackbird,01503061-n,01558594-n,False,-1,False,False,False,0.0577,0.0118
red bird,redstart,01503061-n,01561452-n,False,-1,False,False,False,0.0433,0.0434
bird is flying,bird,01503061-n,01503061-n,True,1,True,True,True,0.0409,0.0005
3 birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0217,0.0006
bird has,game bird,01503061-n,02153203-n,False,3,False,True,True,0.0196,0.0004
birds head,head,01503061-n,01318381-n,False,3,False,True,True,0.0205,0.0004
bird is yellow,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.0198,0.0845
tiny bird,hummingbird,01503061-n,01833805-n,False,-1,False,False,False,0.0425,0.0005
two birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0383,0.0121
yellow bird,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.0185,0.0137
bird is looking,bird watcher,01503061-n,09856500-n,False,-1,False,False,False,0.0201,0.0125
hungry bird,bird feed,01503061-n,07805594-n,False,5,False,False,True,0.02,0.0004
yellow bananas,banana,12352287-n,07753592-n,False,3,False,True,True,0.0196,0.0792
stem of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0353,0.0123
mark on the banana,top banana,12352287-n,10715447-n,False,3,False,True,True,0.0195,0.0348
bananas bright yello,banana,12352287-n,12352287-n,True,1,True,True,True,0.0198,0.0005
bad banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0201,0.0124
red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0118
between bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.015
banana is crescent,banana,12352287-n,07753592-n,False,2,False,True,True,0.0206,0.0105
near bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0005
bananas stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0134
holding bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0207,0.0004
bowl of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0008
banana being eaten,banana,12352287-n,12352287-n,True,1,True,True,True,0.0201,0.0004
unripe bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0379,0.0013
stuffed bananas,banana boat,12352287-n,02784124-n,False,3,False,True,True,0.0524,0.0005
bag of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0318,0.0006
tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0368,0.0005
yellow banana peels,banana peel,12352287-n,07738570-n,False,3,False,True,True,0.021,0.0128
of the bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0207,0.0005
shadow of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0423
half banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0426,0.0006
closest two bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0194,0.0005
other bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0005
bunch of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0191,0.0007
bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0006
peeled banana,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0205,0.0005
some bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0194,0.0006
brown banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0207,0.0005
unripe green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0007
ripe red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0207,0.0005
black tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0196,0.0005
apples and banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0208,0.0264
banana is ripe,banana,12352287-n,12352287-n,True,1,True,True,True,0.0235,0.0005
banana stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0237,0.0013
banana is standing,banana,12352287-n,12352287-n,True,1,True,True,True,0.0191,0.0005
bananas are green,banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0181
banana is yellow,banana,12352287-n,07753592-n,False,2,False,True,True,0.0217,0.0006
bananas on top,top banana,12352287-n,10715447-n,False,2,False,True,True,0.022,0.0005
banana is unpeeled,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0005
banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0241,0.0012
bunches of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0197,0.001
tip of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0242,0.0006
unripened banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0224,0.0015
green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0491,0.0005
banana trees,banana,12352287-n,12352287-n,True,1,True,True,True,0.0228,0.0005
few bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0009
behind bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0221
inside of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0209,0.0006
edge of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0006
in front of a banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0008
banana leaves,banana,12352287-n,12352287-n,True,1,True,True,True,0.0224,0.0007
three bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0229,0.0006
banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0004
"""bananas",banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0008
bunch of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0219,0.0006
end of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0191,0.0009
banana peels,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0206,0.0125
group of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0005
green unripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0281,0.0005
hang bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0196,0.0005
paper under bananas,banana bread,12352287-n,07684938-n,False,-1,False,False,False,0.0202,0.0356
bananas hanging,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0004
bananas not ripe yet,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0006
man eating a banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0209,0.0007
ripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0207,0.0006
yellow banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0212,0.0009
green banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0235,0.0006
banana displayed,banana,12352287-n,12352287-n,True,1,True,True,True,0.0243,0.0005
man has vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0203,0.0684
black vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0302,0.0152
black vest.,vest,04531873-n,04531873-n,True,1,True,True,True,0.0296,0.0011
button up vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0363,0.0265
vest is maroon,vest,04531873-n,04531873-n,True,1,True,True,True,0.0214,0.0224
his vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.0007
vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0201,0.0006
wearing a green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0195,0.0005
man in hat w/ vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0235,0.0176
man in a vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0228,0.0005
man in vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0257,0.0007
man with vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0208,0.0008
pink vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0195,0.0209
safty vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0195,0.024
yellow vest,vest,04531873-n,02222179-v,False,-1,False,False,False,0.0235,0.0104
men wear vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0252,0.0004
stripped vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0203,0.0006
white vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0005
with yellow vests,vest,04531873-n,00052043-v,False,-1,False,False,False,0.0186,0.0005
blue and black vest,bluecoat,04531873-n,09861287-n,False,-1,False,False,False,0.0202,0.0224
man is wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0209,0.0006
red vest,redcoat,04531873-n,10029985-n,False,-1,False,False,False,0.0212,0.015
green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.02,0.0004
orange vest,navel orange,04531873-n,07749192-n,False,2,False,True,True,0.0197,0.0612
vest is red,vest,04531873-n,04531873-n,True,1,True,True,True,0.0506,0.0004
vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0202,0.0005
an orange vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0206,0.0007
sleeveless vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0204,0.0231
man wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0006
yellow vests,vestiture,04531873-n,04532022-n,False,-1,False,False,False,0.0222,0.0007
brown vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0114
reflections of vests,vesture,04531873-n,09471349-n,False,-1,False,False,False,0.0213,0.0005
seat in front.,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0195,0.0535
seat back,back,08647616-n,02767433-n,False,-1,False,False,False,0.0205,0.0454
four seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0207,0.0459
edge of seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.02,0.0005
in the red seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0216,0.0006
green seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0194,0.0152
seats been removed,seat,08647616-n,08647616-n,True,1,True,True,True,0.0204,0.0143
red seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0198,0.0004
person in seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0205,0.0127
driver's seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0209,0.0211
seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0208,0.0005
pilot's seat,plane seat,08647616-n,03955489-n,False,3,False,True,True,0.0199,0.0504
can seat,cantle,08647616-n,02953455-n,False,-1,False,False,False,0.02,0.0124
cushion in the seat,seat cushion,08647616-n,04162895-n,False,-1,False,False,False,0.0222,0.0514
mounted in the seat,seat,08647616-n,01544285-v,False,-1,False,False,False,0.0218,0.0114
kayak seat,kayak,08647616-n,03609235-n,False,-1,False,False,False,0.022,0.065
front seat,front bench,08647616-n,03399047-n,False,-1,False,False,False,0.0197,0.0142
toilet with seat,potty seat,08647616-n,03993053-n,False,-1,False,False,False,0.0231,0.0496
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,-1,False,False,False,0.0199,0.0489
black seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0208,0.0005
grey seat,grey,08647616-n,03456186-n,False,-1,False,False,False,0.0211,0.0235
first seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0214,0.0005
seats at top,seat,08647616-n,08490039-n,False,-1,False,False,False,0.021,0.0006
seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0196,0.0006
three seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0206,0.0004
carriage has seats,carriage,08647616-n,02968473-n,False,-1,False,False,False,0.0203,0.0603
part of the seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0205,0.0005
tall seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0204,0.0006
table and seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0202,0.0132
wooden seat,seat,08647616-n,04161981-n,False,-1,False,False,False,0.0207,0.0125
seat down,sit down,08647616-n,01984902-v,False,-1,False,False,False,0.0206,0.0343
seat is empty.,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0204,0.0474
on the seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0195,0.0106
flakes on seats,flake,08647616-n,01336440-v,False,-1,False,False,False,0.0221,0.0627
cat on a seat,cathedra,08647616-n,02983904-n,False,-1,False,False,False,0.0202,0.0731
chair is seat,chair,08647616-n,03002096-n,False,-1,False,False,False,0.0207,0.0368
orange seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0195,0.0004
seen seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0197,0.0006
seat is down.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0206,0.0005
beige seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.02,0.0221
seat armrest,armrest,08647616-n,02741475-n,False,-1,False,False,False,0.0194,0.0456
back seat,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0191,0.0257
bike has seat,bicycle seat,08647616-n,02835915-n,False,-1,False,False,False,0.021,0.0141
umpire seat,umpire,08647616-n,10735984-n,False,-1,False,False,False,0.0236,0.0531
second seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0206,0.0005
some empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0217,0.0012
seats are white,white,08647616-n,04579986-n,False,-1,False,False,False,0.0236,0.0383
passenger's seat,passenger,08647616-n,10403876-n,False,-1,False,False,False,0.0198,0.0367
brown seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0214,0.0006
white seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0214,0.0005
seat is black,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0205,0.0095
worn seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0206,0.0006
empty seat,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0201,0.0116
extra seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0217,0.0005
last seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0197,0.0006
small blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0214,0.0127
rear seats,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0207,0.0113
three empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0209,0.0005
brown seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0213,0.0008
some seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0217,0.0004
top seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0242,0.0006
mounted on the seat,seat,08647616-n,01616901-v,False,-1,False,False,False,0.0208,0.0006
blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0211,0.0007
seat is colorful,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0222,0.0006
toliet seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0194,0.0005
empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0208,0.0099
in the seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0213,0.0005
there is a seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0203,0.0005
blue seats,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0205,0.0117
greet seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0227,0.0349
pillows on seats,pillow,08647616-n,03938244-n,False,-1,False,False,False,0.0217,0.0241
back of  seat,back,08647616-n,02767433-n,False,-1,False,False,False,0.0222,0.0007
padded seat,seat cushion,08647616-n,04162895-n,False,2,False,True,True,0.0197,0.0005
red seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0205,0.0005
seat is blue.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0248,0.0006
juniper bush,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.021,0.0655
juniper,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.02,0.0004
red blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0212,0.0635
venetian blinds,Venetian blind,07944408-n,04525584-n,False,-1,False,False,False,0.0204,0.048
mini blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0207,0.0243
blinds string,string,07944408-n,04337974-n,False,-1,False,False,False,0.0212,0.0411
blinds closed,closed,07944408-n,01655162-a,False,-1,False,False,False,0.0378,0.047
brown blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0487,0.0345
horizontal blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0199,0.0151
black blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0234,0.0164
gray blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.024,0.023
open blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0199,0.0123
raised blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0235,0.0234
drawn blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0204,0.0004
roll up blinds,roller blind,07944408-n,04102285-n,False,-1,False,False,False,0.0232,0.028
blinds are white,blindside,07944408-n,02596730-v,False,-1,False,False,False,0.0217,0.0291
through the blinds,blind alley,07944408-n,02851540-n,False,-1,False,False,False,0.0214,0.0247
blinds are closed,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0229,0.0013
white blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0208,0.0131
window with blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0205,0.0147
no blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0197,0.0094
shadow of blinds,shadow,07944408-n,05155349-n,False,-1,False,False,False,0.0206,0.0119
blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0203,0.0006
room has blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0206,0.0246
wooden blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0209,0.0114
woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0229,0.0618
flooring is wood,flooring,15098161-n,14871370-n,False,-1,False,False,False,0.0225,0.0531
wood ash,ash,15098161-n,12303921-n,False,-1,False,False,False,0.0193,0.0733
red wood,Philippine mahogany,15098161-n,12700560-n,False,-1,False,False,False,0.0212,0.0706
wood handle,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0193,0.065
hard wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0196,0.0619
livingroom has wood,lumber room,15098161-n,03697109-n,False,-1,False,False,False,0.0198,0.065
through the woods,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0199,0.0325
table is medium wood,table,15098161-n,04379243-n,False,-1,False,False,False,0.021,0.0529
iron and wood,Wood's metal,15098161-n,15103911-n,False,3,False,True,True,0.0206,0.0543
two woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0245,0.013
floors are wood,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0219,0.0327
wood handles,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0209,0.0345
sheet of ply wood,ply,15098161-n,03970884-n,False,-1,False,False,False,0.0195,0.0686
into thick wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0201,0.0454
bench made of wood,bench,15098161-n,02828884-n,False,-1,False,False,False,0.0203,0.0597
panels are wood,paneling,15098161-n,03882611-n,False,-1,False,False,False,0.0211,0.065
woods are,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0206,0.0009
ramp is wood,ramp,15098161-n,04615728-n,False,-1,False,False,False,0.0331,0.0561
desk is wood,desk,15098161-n,03179701-n,False,-1,False,False,False,0.0198,0.0669
picnic table of wood,table,15098161-n,04379964-n,False,-1,False,False,False,0.0193,0.0386
floor is wood.,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0227,0.0119
table is wood.,table,15098161-n,04379243-n,False,-1,False,False,False,0.0213,0.0119
boat is wood.,boat,15098161-n,02858304-n,False,-1,False,False,False,0.0201,0.0125
shelf is wood,shelf,15098161-n,04190052-n,False,-1,False,False,False,0.0216,0.0521
exposed wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0202,0.022
wood back,backboard,15098161-n,02768114-n,False,-1,False,False,False,0.0213,0.0391
wood sticking up,wood,15098161-n,15098161-n,True,1,True,True,True,0.0198,0.0117
logs and wood,saw log,15098161-n,15020203-n,False,3,False,True,True,0.0199,0.0473
this is a wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0195,0.0117
wood sticks,stick,15098161-n,13165646-n,False,-1,False,False,False,0.0201,0.0503
door is wood.,door,15098161-n,03222318-n,False,-1,False,False,False,0.0216,0.0677
