query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
banana is crescent,banana,12352287-n,07753592-n,False,2,False,True,True,0.0243,0.0225
near bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0003
bananas stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0201,0.0095
holding bananas,banana boat,12352287-n,02784124-n,False,3,False,True,True,0.0203,0.0004
bowl of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0004
banana being eaten,edible banana,12352287-n,12353203-n,False,3,False,True,True,0.0198,0.0004
unripe bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0004
stuffed bananas,banana boat,12352287-n,02784124-n,False,4,False,False,True,0.02,0.0003
bag of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0198,0.0004
tip of banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0196,0.0004
yellow banana peels,banana peel,12352287-n,07738570-n,False,4,False,False,True,0.0191,0.0088
of the bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0004
shadow of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0264
half banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0195,0.0004
closest two bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0209,0.0004
other bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0188,0.0003
bunch of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0194,0.0003
bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0188,0.0003
peeled banana,banana peel,12352287-n,07738570-n,False,3,False,True,True,0.0195,0.0004
some bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0004
brown banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0003
unripe green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0003
ripe red banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0196,0.0004
black tip of banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0204,0.0004
apples and banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0093
banana is ripe,banana,12352287-n,07753592-n,False,2,False,True,True,0.0213,0.0004
banana stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0198,0.0004
banana is standing,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0003
bananas are green,banana,12352287-n,12352287-n,True,1,True,True,True,0.0195,0.0101
banana is yellow,banana,12352287-n,07753592-n,False,3,False,True,True,0.0199,0.0004
bananas on top,top banana,12352287-n,10715447-n,False,3,False,True,True,0.0214,0.0006
banana is unpeeled,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0004
banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0186,0.0003
bunches of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.019,0.0003
tip of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0192,0.0003
unripened banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0199,0.0004
green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0004
banana trees,banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0004
few bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0003
behind bananas,top banana,12352287-n,10715447-n,False,2,False,True,True,0.0197,0.0179
inside of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0005
edge of banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0206,0.0004
in front of a banana,top banana,12352287-n,10715447-n,False,2,False,True,True,0.0192,0.0004
banana leaves,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0003
three bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0003
banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0004
"""bananas",banana,12352287-n,12352287-n,True,1,True,True,True,0.0193,0.0004
bunch of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.019,0.0004
end of banana,banana quit,12352287-n,01539272-n,False,2,False,True,True,0.0215,0.0003
banana peels,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0193,0.0101
group of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0195,0.0004
green unripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0004
hang bananas,edible banana,12352287-n,12353203-n,False,2,False,True,True,0.0202,0.0004
paper under bananas,banana bread,12352287-n,07684938-n,False,-1,False,False,False,0.0196,0.0304
bananas hanging,edible banana,12352287-n,12353203-n,False,2,False,True,True,0.0207,0.0004
bananas not ripe yet,banana,12352287-n,07753592-n,False,3,False,True,True,0.0213,0.0004
man eating a banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0206,0.0005
ripe banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0208,0.0004
yellow banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0196,0.0003
green banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0191,0.0003
banana displayed,banana,12352287-n,12352287-n,True,1,True,True,True,0.0192,0.0003
man has vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0202,0.0501
black vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0217,0.0111
black vest.,vest,04531873-n,04531873-n,True,1,True,True,True,0.0247,0.0004
button up vest,vestiture,04531873-n,04532022-n,False,2,False,True,True,0.0204,0.0231
vest is maroon,vest,04531873-n,04531873-n,True,1,True,True,True,0.0205,0.0193
his vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.021,0.0003
vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0204,0.0005
wearing a green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.0004
man in hat w/ vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0101
man in a vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.0003
man in vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0201,0.0003
man with vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.019,0.0003
pink vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0194,0.0179
safty vest,vestiture,04531873-n,04532022-n,False,2,False,True,True,0.0205,0.0185
yellow vest,vest,04531873-n,02222179-v,False,-1,False,False,False,0.02,0.0078
men wear vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0203,0.0004
stripped vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.019,0.0003
white vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0203,0.0003
with yellow vests,vest,04531873-n,00052043-v,False,-1,False,False,False,0.0197,0.0003
blue and black vest,blue,04531873-n,02855925-n,False,-1,False,False,False,0.0194,0.0179
man is wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0205,0.0003
red vest,redcoat,04531873-n,10029985-n,False,-1,False,False,False,0.0206,0.0111
green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0202,0.0004
orange vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0215,0.0283
vest is red,vest,04531873-n,04531873-n,True,1,True,True,True,0.0207,0.0004
vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0003
an orange vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.021,0.0004
sleeveless vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.018
man wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.02,0.0003
yellow vests,vestiture,04531873-n,04532022-n,False,-1,False,False,False,0.0191,0.0003
brown vest,vestiture,04531873-n,04532022-n,False,2,False,True,True,0.0201,0.0096
reflections of vests,vesture,04531873-n,09471349-n,False,-1,False,False,False,0.0208,0.0005
seat in front.,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0536,0.0495
seat back,back,08647616-n,02767433-n,False,-1,False,False,False,0.0201,0.0368
four seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0192,0.0373
edge of seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0203,0.0004
in the red seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0204,0.0004
green seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0192,0.0102
seats been removed,seat,08647616-n,08647616-n,True,1,True,True,True,0.0201,0.0091
red seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0207,0.0004
person in seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0206,0.0087
driver's seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0211,0.0097
seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0198,0.0003
pilot's seat,plane seat,08647616-n,03955489-n,False,2,False,True,True,0.0202,0.0383
can seat,cantle,08647616-n,02953455-n,False,-1,False,False,False,0.0196,0.0087
cushion in the seat,seat cushion,08647616-n,04162895-n,False,-1,False,False,False,0.0208,0.0381
mounted in the seat,seat,08647616-n,01544285-v,False,-1,False,False,False,0.0199,0.0099
kayak seat,kayak,08647616-n,03609235-n,False,-1,False,False,False,0.02,0.0388
front seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0206,0.0101
toilet with seat,toilet seat,08647616-n,04447861-n,False,-1,False,False,False,0.0219,0.0385
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,-1,False,False,False,0.0204,0.0361
black seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0197,0.0004
grey seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.02,0.0184
first seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0202,0.0003
seats at top,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0195,0.0003
seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0198,0.0004
three seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0217,0.0004
carriage has seats,carriage,08647616-n,02968473-n,False,-1,False,False,False,0.0199,0.0389
part of the seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0214,0.0004
tall seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0199,0.0004
table and seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0204,0.01
wooden seat,seat,08647616-n,04161981-n,False,-1,False,False,False,0.0203,0.0083
seat down,sit down,08647616-n,01984902-v,False,-1,False,False,False,0.0203,0.0282
seat is empty.,empty,08647616-n,03284308-n,False,-1,False,False,False,0.02,0.0349
on the seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.02,0.0088
flakes on seats,flake,08647616-n,01336440-v,False,-1,False,False,False,0.0196,0.0477
cat on a seat,cathedra,08647616-n,02983904-n,False,-1,False,False,False,0.0211,0.046
chair is seat,chair,08647616-n,03001627-n,False,-1,False,False,False,0.021,0.0293
orange seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0208,0.0004
seen seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0201,0.0004
seat is down.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0203,0.0003
beige seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0197,0.0177
seat armrest,armrest,08647616-n,02741475-n,False,-1,False,False,False,0.0206,0.0381
back seat,back,08647616-n,02767433-n,False,-1,False,False,False,0.0192,0.0197
bike has seat,bicycle seat,08647616-n,02835915-n,False,-1,False,False,False,0.0219,0.0097
umpire seat,umpire,08647616-n,10735984-n,False,-1,False,False,False,0.0207,0.0387
second seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0199,0.0003
some empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0197,0.0003
seats are white,white,08647616-n,04579986-n,False,-1,False,False,False,0.0194,0.0291
passenger's seat,passenger car,08647616-n,03895866-n,False,-1,False,False,False,0.0198,0.0302
brown seats,seat,08647616-n,04162433-n,False,2,False,True,True,0.02,0.0003
white seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0213,0.0004
seat is black,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0207,0.0085
worn seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0208,0.0004
empty seat,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0205,0.0089
extra seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0208,0.0004
last seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0204,0.0004
small blue seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0203,0.01
rear seats,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.021,0.0088
three empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0198,0.0004
brown seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.02,0.0004
some seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0198,0.0003
top seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0192,0.0003
mounted on the seat,seat,08647616-n,01616901-v,False,-1,False,False,False,0.0454,0.0004
blue seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0216,0.0003
seat is colorful,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0415,0.0004
toliet seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0198,0.0003
empty seats,empty,08647616-n,03284308-n,False,2,False,True,True,0.0195,0.0084
in the seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0196,0.0003
there is a seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0276,0.0005
blue seats,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0238,0.0113
greet seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0218,0.0323
pillows on seats,pillow,08647616-n,03938244-n,False,-1,False,False,False,0.0192,0.0198
back of  seat,back,08647616-n,02767433-n,False,-1,False,False,False,0.0214,0.0003
padded seat,seat cushion,08647616-n,04162895-n,False,3,False,True,True,0.0191,0.0004
red seats,seat,08647616-n,04162433-n,False,2,False,True,True,0.0198,0.0003
seat is blue.,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0208,0.0004
juniper bush,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0213,0.0487
juniper,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0201,0.0004
red blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0194,0.0498
venetian blinds,Venetian blind,07944408-n,04525584-n,False,-1,False,False,False,0.0196,0.0403
mini blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0198,0.0189
blinds string,string,07944408-n,04337974-n,False,-1,False,False,False,0.019,0.027
blinds closed,closed,07944408-n,01655162-a,False,-1,False,False,False,0.0197,0.0272
brown blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0221,0.0301
horizontal blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0202,0.0101
black blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0216,0.0114
gray blinds,greyback,07944408-n,02033208-n,False,-1,False,False,False,0.021,0.0198
open blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0212,0.0093
raised blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0212,0.0192
drawn blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0201,0.0003
roll up blinds,roller blind,07944408-n,04102285-n,False,-1,False,False,False,0.0217,0.0212
blinds are white,blindside,07944408-n,02596730-v,False,-1,False,False,False,0.0199,0.0203
through the blinds,blind alley,07944408-n,02851540-n,False,-1,False,False,False,0.0201,0.0187
blinds are closed,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0198,0.0004
white blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0205,0.0103
window with blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0201,0.0097
no blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0211,0.0098
shadow of blinds,shadow,07944408-n,05155349-n,False,-1,False,False,False,0.0206,0.0097
blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0199,0.0003
room has blinds,room,07944408-n,04105893-n,False,-1,False,False,False,0.0211,0.0191
wooden blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0202,0.0085
woods,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0201,0.0487
flooring is wood,flooring,15098161-n,14871370-n,False,-1,False,False,False,0.0203,0.0444
wood ash,ash,15098161-n,12303921-n,False,-1,False,False,False,0.0201,0.0503
red wood,red beech,15098161-n,12199790-n,False,-1,False,False,False,0.0199,0.0489
wood handle,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0196,0.0464
hard wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0196,0.0464
livingroom has wood,lumber room,15098161-n,03697109-n,False,-1,False,False,False,0.0204,0.0528
through the woods,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0198,0.028
table is medium wood,table,15098161-n,04379243-n,False,-1,False,False,False,0.0198,0.0393
iron and wood,Wood's metal,15098161-n,15103911-n,False,4,False,False,True,0.0203,0.0344
two woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.022,0.0109
floors are wood,flooring,15098161-n,14871370-n,False,-1,False,False,False,0.0235,0.0259
wood handles,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0222,0.0324
sheet of ply wood,ply,15098161-n,03970884-n,False,-1,False,False,False,0.021,0.0539
into thick wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0216,0.0373
bench made of wood,bench,15098161-n,02828884-n,False,-1,False,False,False,0.0201,0.0475
panels are wood,paneling,15098161-n,03882611-n,False,-1,False,False,False,0.0198,0.0486
woods are,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0218,0.0005
ramp is wood,ramp,15098161-n,04051549-n,False,-1,False,False,False,0.0249,0.1028
desk is wood,desk,15098161-n,03179701-n,False,-1,False,False,False,0.0204,0.0491
picnic table of wood,picnic,15098161-n,07576438-n,False,-1,False,False,False,0.0202,0.0288
floor is wood.,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0208,0.0106
table is wood.,table,15098161-n,04379964-n,False,-1,False,False,False,0.0213,0.0106
boat is wood.,boat,15098161-n,02858304-n,False,-1,False,False,False,0.0207,0.0101
shelf is wood,shelf,15098161-n,04190052-n,False,-1,False,False,False,0.0218,0.0385
exposed wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0204,0.021
wood back,backboard,15098161-n,02768114-n,False,-1,False,False,False,0.0212,0.0302
wood sticking up,wood,15098161-n,15098161-n,True,1,True,True,True,0.0211,0.0094
logs and wood,saw log,15098161-n,15020203-n,False,3,False,True,True,0.0209,0.0392
this is a wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0209,0.01
wood sticks,stick,15098161-n,04317420-n,False,-1,False,False,False,0.031,0.0398
door is wood.,door,15098161-n,03222176-n,False,-1,False,False,False,0.0208,0.0501
