query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
two birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0208,0.0125
yellow bird,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.024,0.0141
bird is looking,bird's eye view,01503061-n,06209101-n,False,-1,False,False,False,0.0204,0.0144
hungry bird,bird feed,01503061-n,07805594-n,False,5,False,False,True,0.022,0.0006
yellow bananas,banana,12352287-n,07753592-n,False,3,False,True,True,0.0204,0.0769
stem of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0121
mark on the banana,top banana,12352287-n,10715447-n,False,3,False,True,True,0.0239,0.0382
bananas bright yello,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0006
bad banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0119
red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0109
between bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0221,0.0148
banana is crescent,banana,12352287-n,07753592-n,False,2,False,True,True,0.0223,0.0096
near bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0217,0.0006
bananas stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0208,0.0149
holding bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0209,0.0008
bowl of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0006
banana being eaten,banana,12352287-n,12352287-n,True,1,True,True,True,0.0219,0.0005
unripe bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0247,0.0007
stuffed bananas,banana boat,12352287-n,02784124-n,False,3,False,True,True,0.022,0.0007
bag of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0244,0.0006
tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0005
yellow banana peels,banana peel,12352287-n,07738570-n,False,3,False,True,True,0.0214,0.0129
of the bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0006
shadow of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0208,0.0333
half banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0214,0.0006
closest two bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0006
other bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0006
bunch of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0005
bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0221,0.0005
peeled banana,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0202,0.0006
some bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0006
brown banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0006
unripe green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0236,0.0005
ripe red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0222,0.0006
black tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0006
apples and banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0165
banana is ripe,banana,12352287-n,12352287-n,True,1,True,True,True,0.0223,0.0006
banana stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0217,0.0006
banana is standing,banana,12352287-n,12352287-n,True,1,True,True,True,0.0228,0.0006
bananas are green,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0105
banana is yellow,banana,12352287-n,07753592-n,False,2,False,True,True,0.0208,0.0006
bananas on top,top banana,12352287-n,10715447-n,False,2,False,True,True,0.0224,0.0007
banana is unpeeled,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0006
banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0006
bunches of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0004
tip of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0231,0.0006
unripened banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0006
green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0217,0.0006
banana trees,banana,12352287-n,12352287-n,True,1,True,True,True,0.0195,0.0008
few bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0005
behind bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0223,0.0208
inside of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0223,0.0005
edge of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0227,0.0007
in front of a banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0007
banana leaves,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0005
three bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0007
banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0201,0.0004
"""bananas",banana,12352287-n,12352287-n,True,1,True,True,True,0.0214,0.0006
bunch of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0008
end of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0007
banana peels,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0214,0.0134
group of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0006
green unripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0208,0.0006
hang bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0221,0.0006
paper under bananas,banana bread,12352287-n,07684938-n,False,-1,False,False,False,0.0197,0.0379
bananas hanging,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0005
bananas not ripe yet,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0006
man eating a banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0207,0.0007
ripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0006
yellow banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0212,0.0006
green banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0006
banana displayed,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0006
man has vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.0603
black vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0221,0.0117
black vest.,vest,04531873-n,04531873-n,True,1,True,True,True,0.0203,0.0007
button up vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.021,0.0251
vest is maroon,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.0231
his vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0211,0.0005
vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0244,0.0007
wearing a green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0006
man in hat w/ vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0208,0.0152
man in a vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0218,0.0005
man in vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0225,0.0006
man with vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.021,0.001
pink vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0236,0.021
safty vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0253,0.0246
yellow vest,vest,04531873-n,02222179-v,False,-1,False,False,False,0.0219,0.0102
men wear vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0329,0.0013
stripped vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0006
white vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0204,0.0004
with yellow vests,vest,04531873-n,00052043-v,False,-1,False,False,False,0.0202,0.0005
blue and black vest,bluecoat,04531873-n,09861287-n,False,-1,False,False,False,0.0196,0.0239
man is wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0201,0.0006
red vest,redcoat,04531873-n,10029985-n,False,-1,False,False,False,0.0207,0.014
green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0006
orange vest,navel orange,04531873-n,07749192-n,False,2,False,True,True,0.021,0.0377
vest is red,vest,04531873-n,04531873-n,True,1,True,True,True,0.0202,0.0004
vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.0006
an orange vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0194,0.0007
sleeveless vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.024
man wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.0007
yellow vests,vestiture,04531873-n,04532022-n,False,-1,False,False,False,0.021,0.0006
brown vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.02,0.0111
reflections of vests,vesture,04531873-n,09471349-n,False,-1,False,False,False,0.0296,0.0013
seat in front.,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0214,0.0483
seat back,back,08647616-n,02767433-n,False,-1,False,False,False,0.0201,0.0478
four seats,seating,08647616-n,04162998-n,False,-1,False,False,False,0.0207,0.0524
edge of seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0221,0.0006
in the red seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0208,0.0007
green seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0229,0.0148
seats been removed,seating,08647616-n,01210699-n,False,2,False,True,True,0.0264,0.019
red seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0396,0.0008
person in seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0454,0.0135
driver's seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0234,0.0185
seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0412,0.0005
pilot's seat,plane seat,08647616-n,03955489-n,False,3,False,True,True,0.0344,0.0686
can seat,cantle,08647616-n,02953455-n,False,-1,False,False,False,0.0422,0.0125
cushion in the seat,seat cushion,08647616-n,04162895-n,False,-1,False,False,False,0.0211,0.0509
mounted in the seat,seat,08647616-n,01544285-v,False,-1,False,False,False,0.0195,0.0126
kayak seat,kayak,08647616-n,03609235-n,False,-1,False,False,False,0.0221,0.0587
front seat,front bench,08647616-n,03399047-n,False,-1,False,False,False,0.0218,0.0163
toilet with seat,potty seat,08647616-n,03993053-n,False,-1,False,False,False,0.0198,0.0476
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,-1,False,False,False,0.0209,0.0465
black seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0202,0.0005
grey seat,grey,08647616-n,03456186-n,False,-1,False,False,False,0.0221,0.0213
first seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0203,0.0005
seats at top,seating,08647616-n,01210699-n,False,-1,False,False,False,0.0203,0.0006
seats,seating,08647616-n,01210699-n,False,3,False,True,True,0.0252,0.0006
three seats,seating,08647616-n,01210699-n,False,-1,False,False,False,0.0218,0.0008
carriage has seats,carriage,08647616-n,02968473-n,False,-1,False,False,False,0.0257,0.0542
part of the seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0269,0.0007
tall seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0226,0.0006
table and seats,seating,08647616-n,01210699-n,False,-1,False,False,False,0.0241,0.0127
wooden seat,seat,08647616-n,04161981-n,False,-1,False,False,False,0.025,0.013
seat down,sit down,08647616-n,01984902-v,False,-1,False,False,False,0.0207,0.0369
seat is empty.,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0198,0.047
on the seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0196,0.0114
flakes on seats,flakiness,08647616-n,04939872-n,False,-1,False,False,False,0.0202,0.0557
cat on a seat,cathedra,08647616-n,02983904-n,False,-1,False,False,False,0.0214,0.0663
chair is seat,chair,08647616-n,03002096-n,False,-1,False,False,False,0.0202,0.0374
orange seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0209,0.0006
seen seats,seating,08647616-n,01210699-n,False,-1,False,False,False,0.021,0.0005
seat is down.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0208,0.0005
beige seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0232,0.0239
seat armrest,armrest,08647616-n,02741475-n,False,-1,False,False,False,0.0212,0.0536
back seat,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0226,0.0252
bike has seat,bicycle seat,08647616-n,02835915-n,False,-1,False,False,False,0.0211,0.0135
umpire seat,umpire,08647616-n,10735984-n,False,-1,False,False,False,0.0218,0.0493
second seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0224,0.0005
some empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0204,0.0005
seats are white,white,08647616-n,04579986-n,False,-1,False,False,False,0.0208,0.0383
passenger's seat,passenger,08647616-n,10403876-n,False,-1,False,False,False,0.02,0.0366
brown seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.021,0.0006
white seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0213,0.0006
seat is black,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0207,0.0103
worn seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0214,0.0005
empty seat,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0198,0.0125
extra seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0201,0.0005
last seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0216,0.0006
small blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.021,0.0132
rear seats,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0209,0.0117
three empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0214,0.0006
brown seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0207,0.0005
some seats,seating,08647616-n,04162998-n,False,-1,False,False,False,0.0241,0.0006
top seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.021,0.0006
mounted on the seat,seat,08647616-n,01616901-v,False,-1,False,False,False,0.0222,0.0005
blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0236,0.0008
seat is colorful,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0203,0.0005
toliet seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0209,0.0005
empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.023,0.0094
in the seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0241,0.0006
there is a seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0221,0.0008
blue seats,blue,08647616-n,08480847-n,False,-1,False,False,False,0.0218,0.0132
greet seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0222,0.0321
pillows on seats,pillow,08647616-n,03938244-n,False,-1,False,False,False,0.0242,0.0243
back of  seat,back,08647616-n,02767433-n,False,-1,False,False,False,0.0208,0.0006
padded seat,seat cushion,08647616-n,04162895-n,False,2,False,True,True,0.0204,0.0005
red seats,seating,08647616-n,01210699-n,False,2,False,True,True,0.0203,0.0008
seat is blue.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0212,0.0007
juniper bush,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0214,0.0653
juniper,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0208,0.0005
red blinds,redeye,07944408-n,00302185-n,False,-1,False,False,False,0.0197,0.0644
venetian blinds,Venetian blind,07944408-n,04525584-n,False,-1,False,False,False,0.0205,0.0513
mini blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0267,0.0291
blinds string,string,07944408-n,04337974-n,False,-1,False,False,False,0.0215,0.0358
blinds closed,closed,07944408-n,01655162-a,False,-1,False,False,False,0.0203,0.0354
brown blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0223,0.0325
horizontal blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0204,0.0129
black blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0208,0.0137
gray blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0203,0.0221
open blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0209,0.0101
raised blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0201,0.0227
drawn blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0206,0.0005
roll up blinds,roller blind,07944408-n,04102285-n,False,-1,False,False,False,0.0196,0.0284
blinds are white,white,07944408-n,04960729-n,False,-1,False,False,False,0.0222,0.0307
through the blinds,blind alley,07944408-n,02851540-n,False,-1,False,False,False,0.0215,0.0277
blinds are closed,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0215,0.0005
white blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0248,0.0142
window with blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0226,0.0156
no blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0198,0.0107
shadow of blinds,shadow,07944408-n,05155349-n,False,-1,False,False,False,0.0221,0.1083
blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0198,0.0005
room has blinds,room,07944408-n,07985948-n,False,-1,False,False,False,0.0213,0.025
wooden blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0207,0.0119
woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0203,0.0606
flooring is wood,flooring,15098161-n,14871370-n,False,-1,False,False,False,0.0203,0.0554
wood ash,ash,15098161-n,12303921-n,False,-1,False,False,False,0.0201,0.0684
red wood,Philippine mahogany,15098161-n,12700560-n,False,-1,False,False,False,0.0205,0.0661
wood handle,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0205,0.0645
hard wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0206,0.0599
livingroom has wood,lumber room,15098161-n,03697109-n,False,-1,False,False,False,0.0206,0.0683
through the woods,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.023,0.034
table is medium wood,table,15098161-n,04379243-n,False,-1,False,False,False,0.0218,0.0536
iron and wood,Wood's metal,15098161-n,15103911-n,False,3,False,True,True,0.0208,0.0468
two woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0209,0.0137
floors are wood,floor,15098161-n,09282208-n,False,-1,False,False,False,0.021,0.0288
wood handles,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0197,0.0362
sheet of ply wood,ply,15098161-n,03970884-n,False,-1,False,False,False,0.0222,0.0646
into thick wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0218,0.0415
bench made of wood,bench,15098161-n,02828884-n,False,-1,False,False,False,0.0194,0.0588
panels are wood,paneling,15098161-n,03882611-n,False,-1,False,False,False,0.0207,0.059
woods are,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0206,0.0006
ramp is wood,ramp,15098161-n,04615728-n,False,-1,False,False,False,0.0203,0.0585
desk is wood,desk,15098161-n,03179701-n,False,-1,False,False,False,0.0206,0.0596
picnic table of wood,table,15098161-n,08480135-n,False,-1,False,False,False,0.0205,0.0366
floor is wood.,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0202,0.0127
table is wood.,table,15098161-n,04379243-n,False,-1,False,False,False,0.0211,0.012
boat is wood.,boat,15098161-n,02858304-n,False,-1,False,False,False,0.0217,0.0127
shelf is wood,shelf,15098161-n,04190052-n,False,-1,False,False,False,0.0205,0.0476
exposed wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0197,0.0233
wood back,backboard,15098161-n,02768114-n,False,-1,False,False,False,0.0196,0.0377
wood sticking up,wood,15098161-n,15098161-n,True,1,True,True,True,0.0199,0.0111
logs and wood,logging,15098161-n,00581772-n,False,4,False,False,True,0.0215,0.0483
this is a wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0206,0.0115
wood sticks,stick,15098161-n,13165646-n,False,-1,False,False,False,0.0207,0.0526
door is wood.,door,15098161-n,05180881-n,False,-1,False,False,False,0.0211,0.0636
