query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
terrapin,terrapin,01667778-n,01667778-n,True,1,True,True,True,0.0205,0.0002
box turtle,box turtle,01669191-n,01669191-n,True,1,True,True,True,0.0212,0.0001
box tortoise,tortoise,01669191-n,01670092-n,False,3,False,True,True,0.0194,0.0001
banded gecko,banded gecko,01675722-n,01675722-n,True,1,True,True,True,0.0212,0.0001
common iguana,common iguana,01677366-n,01677366-n,True,1,True,True,True,0.0201,0.0001
iguana,common iguana,01677366-n,01677366-n,True,1,True,True,True,0.0211,0.0001
Iguana iguana,common iguana,01677366-n,01677366-n,True,1,True,True,True,0.0199,0.0001
American chameleon,American chameleon,01682714-n,01682714-n,True,1,True,True,True,0.0226,0.0001
anole,atole,01682714-n,07703515-n,False,-1,False,False,False,0.0206,0.0001
Anolis carolinensis,Anolis,01682714-n,01682588-n,False,-1,False,False,False,0.0219,0.0001
whiptail,whiptail,01685808-n,01685808-n,True,1,True,True,True,0.0213,0.0002
whiptail lizard,whiptail,01685808-n,01685808-n,True,1,True,True,True,0.0209,0.0002
agama,agama,01687978-n,01687978-n,True,1,True,True,True,0.0206,0.0001
frilled lizard,frilled lizard,01688243-n,01688243-n,True,1,True,True,True,0.0202,0.0001
Chlamydosaurus kingi,chlamydospore,01688243-n,11548870-n,False,-1,False,False,False,0.0224,0.0001
alligator lizard,alligator lizard,01689811-n,01689811-n,True,1,True,True,True,0.0209,0.0001
Gila monster,Gila monster,01692333-n,01692333-n,True,1,True,True,True,0.0213,0.0002
Heloderma suspectum,Heloderma,01692333-n,01692143-n,False,-1,False,False,False,0.0205,0.0001
green lizard,green lizard,01693334-n,01693334-n,True,1,True,True,True,0.0237,0.0001
Lacerta viridis,Lacerta,01693334-n,01693020-n,False,-1,False,False,False,0.0217,0.0002
African chameleon,African chameleon,01694178-n,01694178-n,True,1,True,True,True,0.021,0.0002
Chamaeleo chamaeleon,chaja,01694178-n,01861330-n,False,-1,False,False,False,0.0217,0.0002
Komodo dragon,Komodo dragon,01695060-n,01695060-n,True,1,True,True,True,0.021,0.0002
Komodo lizard,Komodo dragon,01695060-n,01695060-n,True,1,True,True,True,0.0207,0.0002
dragon lizard,dragon,01695060-n,01688589-n,False,3,False,True,True,0.0219,0.0002
giant lizard,giant,01695060-n,01323781-n,False,2,False,True,True,0.0207,0.0002
Varanus komodoensis,Cynocephalus variegatus,01695060-n,02502807-n,False,-1,False,False,False,0.0229,0.0002
African crocodile,African crocodile,01697457-n,01697457-n,True,1,True,True,True,0.0206,0.0001
Nile crocodile,African crocodile,01697457-n,01697457-n,True,1,True,True,True,0.023,0.0002
Crocodylus niloticus,Crocodylus,01697457-n,01697002-n,False,-1,False,False,False,0.0219,0.0002
American alligator,American alligator,01698640-n,01698640-n,True,1,True,True,True,0.0203,0.0002
Alligator mississipiensis,American alligator,01698640-n,01698640-n,True,1,True,True,True,0.0219,0.0001
triceratops,triceratops,01704323-n,01704323-n,True,1,True,True,True,0.0211,0.0002
thunder snake,thunder snake,01728572-n,01728572-n,True,1,True,True,True,0.0198,0.0002
worm snake,worm,01728572-n,10792028-n,False,-1,False,False,False,0.0212,0.0001
Carphophis amoenus,Carphophis,01728572-n,01728445-n,False,-1,False,False,False,0.0213,0.0002
ringneck snake,ringneck snake,01728920-n,01728920-n,True,1,True,True,True,0.021,0.0002
ring-necked snake,ringneck snake,01728920-n,01728920-n,True,1,True,True,True,0.0205,0.0002
ring snake,ringneck snake,01728920-n,01728920-n,True,1,True,True,True,0.0227,0.0001
hognose snake,hognose snake,01729322-n,01729322-n,True,1,True,True,True,0.0232,0.0002
puff adder,puff adder,01729322-n,01753032-n,False,-1,False,False,False,0.022,0.0002
sand viper,viperine grass snake,01729322-n,01738065-n,False,-1,False,False,False,0.0248,0.0001
green snake,green snake,01729977-n,01730563-n,False,2,False,True,True,0.0204,0.0001
grass snake,viperine grass snake,01729977-n,01738065-n,False,-1,False,False,False,0.0201,0.0001
king snake,king snake,01734418-n,01734418-n,True,1,True,True,True,0.0229,0.0001
kingsnake,common kingsnake,01734418-n,01734637-n,False,-1,False,False,False,0.0209,0.0001
garter snake,garter snake,01735189-n,01735189-n,True,1,True,True,True,0.0203,0.0001
grass snake,viperine grass snake,01735189-n,01738065-n,False,-1,False,False,False,0.0113,0.0001
water snake,water snake,01737021-n,01737021-n,True,1,True,True,True,0.0218,0.0002
vine snake,vine snake,01739381-n,01739381-n,True,1,True,True,True,0.0215,0.0002
night snake,night snake,01740131-n,01740131-n,True,1,True,True,True,0.0208,0.0002
Hypsiglena torquata,hypha,01740131-n,13022538-n,False,-1,False,False,False,0.0226,0.0002
boa constrictor,boa constrictor,01742172-n,01742172-n,True,1,True,True,True,0.0204,0.0001
Constrictor constrictor,constrictor,01742172-n,01741562-n,False,-1,False,False,False,0.0223,0.0001
rock python,rock python,01744401-n,01744401-n,True,1,True,True,True,0.0215,0.0001
rock snake,rock python,01744401-n,01744401-n,True,1,True,True,True,0.0197,0.0001
Python sebae,python,01744401-n,01743605-n,False,-1,False,False,False,0.0211,0.0001
Indian cobra,Indian cobra,01748264-n,01748264-n,True,1,True,True,True,0.0209,0.0001
Naja naja,Navaho,01748264-n,09662661-n,False,-1,False,False,False,0.022,0.0001
green mamba,green mamba,01749939-n,01749939-n,True,1,True,True,True,0.0209,0.0001
sea snake,sea snake,01751748-n,01751748-n,True,1,True,True,True,0.0226,0.0001
horned viper,horned viper,01753488-n,01753488-n,True,1,True,True,True,0.0228,0.0001
cerastes,ceras,01753488-n,01954004-n,False,-1,False,False,False,0.0206,0.0002
sand viper,viperine grass snake,01753488-n,01738065-n,False,-1,False,False,False,0.0113,0.0001
horned asp,horned chameleon,01753488-n,01694311-n,False,-1,False,False,False,0.0199,0.0001
Cerastes cornutus,Cepheus,01753488-n,09497641-n,False,-1,False,False,False,0.0256,0.0001
diamondback,diamondback,01755581-n,01755581-n,True,1,True,True,True,0.0222,0.0001
diamondback rattlesnake,diamondback,01755581-n,01755581-n,True,1,True,True,True,0.0207,0.0001
Crotalus adamanteus,Croesus,01755581-n,09979913-n,False,-1,False,False,False,0.0219,0.0001
sidewinder,sidewinder,01756291-n,04215910-n,False,2,False,True,True,0.0227,0.0002
horned rattlesnake,rattlesnake,01756291-n,01754876-n,False,-1,False,False,False,0.0207,0.0001
Crotalus cerastes,crotalaria,01756291-n,12519563-n,False,-1,False,False,False,0.0221,0.0001
trilobite,trilobite,01768244-n,01768244-n,True,1,True,True,True,0.0212,0.0002
harvestman,harvestman,01770081-n,01770081-n,True,1,True,True,True,0.0209,0.0001
daddy longlegs,longwool,01770081-n,02414209-n,False,-1,False,False,False,0.0218,0.0001
Phalangium opilio,Phalangium,01770081-n,01769930-n,False,-1,False,False,False,0.0204,0.0001
scorpion,scorpion,01770393-n,01770393-n,True,1,True,True,True,0.0214,0.0001
black and gold garden spider,black and gold garden spider,01773157-n,01773157-n,True,1,True,True,True,0.0206,0.0001
Argiope aurantia,aura,01773157-n,04951716-n,False,-1,False,False,False,0.0232,0.0001
barn spider,barn spider,01773549-n,01773549-n,True,1,True,True,True,0.0211,0.0002
Araneus cavaticus,arariba,01773549-n,11749603-n,False,-1,False,False,False,0.0206,0.0002
garden spider,garden spider,01773797-n,01773797-n,True,1,True,True,True,0.0214,0.0002
Aranea diademata,arariba,01773797-n,11749603-n,False,-1,False,False,False,0.0206,0.0002
black widow,black widow,01774384-n,01774384-n,True,1,True,True,True,0.0205,0.0002
Latrodectus mactans,Latrodectus,01774384-n,01774252-n,False,-1,False,False,False,0.0204,0.0002
tarantula,tarantula,01774750-n,01774750-n,True,1,True,True,True,0.0215,0.0001
wolf spider,wolf spider,01775062-n,01775062-n,True,1,True,True,True,0.0204,0.0001
hunting spider,spider,01775062-n,01772222-n,False,2,False,True,True,0.0202,0.0002
tick,tick,01776313-n,04432308-n,False,-1,False,False,False,0.0211,0.0002
centipede,centipede,01784675-n,01784675-n,True,1,True,True,True,0.0197,0.0002
black grouse,black grouse,01795545-n,01795545-n,True,1,True,True,True,0.0215,0.0001
ptarmigan,ptarmigan,01796340-n,01796340-n,True,1,True,True,True,0.0203,0.0002
ruffed grouse,ruffed grouse,01797886-n,01797886-n,True,1,True,True,True,0.0209,0.0001
partridge,Hungarian partridge,01797886-n,01807828-n,False,-1,False,False,False,0.0225,0.0001
Bonasa umbellus,umbellifer,01797886-n,12930778-n,False,-1,False,False,False,0.0203,0.0002
prairie chicken,greater prairie chicken,01798484-n,01798706-n,False,2,False,True,True,0.0222,0.0001
prairie grouse,prairie chicken,01798484-n,01798484-n,True,1,True,True,True,0.0212,0.0002
prairie fowl,game fowl,01798484-n,01790711-n,False,3,False,True,True,0.0221,0.0001
peacock,peacock,01806143-n,01806143-n,True,1,True,True,True,0.0208,0.0002
quail,quail,01806567-n,01806567-n,True,1,True,True,True,0.0199,0.0001
partridge,Hungarian partridge,01807496-n,01807828-n,False,2,False,True,True,0.0111,0.0001
African grey,African grey,01817953-n,01817953-n,True,1,True,True,True,0.0228,0.0001
African gray,African grey,01817953-n,01817953-n,True,1,True,True,True,0.0201,0.0001
Psittacus erithacus,Psittacus,01817953-n,01817772-n,False,-1,False,False,False,0.0209,0.0001
macaw,macaw,01818515-n,01818515-n,True,1,True,True,True,0.0205,0.0002
sulphur-crested cockatoo,sulphur-crested cockatoo,01819313-n,01819313-n,True,1,True,True,True,0.0207,0.0001
Kakatoe galerita,Kakatoe,01819313-n,01818959-n,False,-1,False,False,False,0.0222,0.0001
Cacatua galerita,Cacajao,01819313-n,02493109-n,False,-1,False,False,False,0.021,0.0002
lorikeet,lorikeet,01820546-n,01820546-n,True,1,True,True,True,0.0225,0.0001
coucal,coucal,01824575-n,01824575-n,True,1,True,True,True,0.0205,0.0001
bee eater,bee eater,01828970-n,01828970-n,True,1,True,True,True,0.0217,0.0002
hornbill,hornbill,01829413-n,01829413-n,True,1,True,True,True,0.0215,0.0002
hummingbird,hummingbird,01833805-n,01833805-n,True,1,True,True,True,0.0218,0.0002
jacamar,jacamar,01843065-n,01843065-n,True,1,True,True,True,0.0219,0.0001
toucan,toucanet,01843383-n,01843719-n,False,2,False,True,True,0.0233,0.0001
drake,drake,01847000-n,01847000-n,True,1,True,True,True,0.0191,0.0001
red-breasted merganser,red-breasted merganser,01855032-n,01855032-n,True,1,True,True,True,0.0214,0.0001
Mergus serrator,serratus posterior superior,01855032-n,05551142-n,False,-1,False,False,False,0.0206,0.0002
goose,goose,01855672-n,07646821-n,False,2,False,True,True,0.0201,0.0001
black swan,black swan,01860187-n,01860187-n,True,1,True,True,True,0.0194,0.0001
Cygnus atratus,Cygnus,01860187-n,01858989-n,False,-1,False,False,False,0.0215,0.0001
tusker,tusker,01871265-n,01871265-n,True,1,True,True,True,0.0206,0.0001
echidna,echidna,01872401-n,01872772-n,False,2,False,True,True,0.0228,0.0001
spiny anteater,anteater,01872401-n,02460009-n,False,-1,False,False,False,0.0202,0.0001
anteater,anteater,01872401-n,02460009-n,False,-1,False,False,False,0.0218,0.0001
platypus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.021,0.0001
duckbill,duck,01873310-n,03253071-n,False,-1,False,False,False,0.0229,0.0003
duckbilled platypus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.0971,0.0001
duck-billed platypus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.0212,0.0001
Ornithorhynchus anatinus,ornithopod,01873310-n,01705591-n,False,-1,False,False,False,0.0229,0.0002
wallaby,wallaby,01877812-n,01877812-n,True,1,True,True,True,0.0217,0.0001
brush kangaroo,jerboa kangaroo,01877812-n,01880813-n,False,-1,False,False,False,0.0222,0.0001
koala,koala,01882714-n,01882714-n,True,1,True,True,True,0.0219,0.0002
koala bear,koala,01882714-n,01882714-n,True,1,True,True,True,0.0218,0.0001
kangaroo bear,kangaroo,01882714-n,01877134-n,False,-1,False,False,False,0.0237,0.0001
native bear,bear,01882714-n,02131653-n,False,-1,False,False,False,0.0207,0.0001
Phascolarctos cinereus,Phascolarctos,01882714-n,01882607-n,False,-1,False,False,False,0.0202,0.0001
wombat,wombat,01883070-n,01883070-n,True,1,True,True,True,0.0219,0.0002
jellyfish,jellyfish,01910747-n,01910747-n,True,1,True,True,True,0.0203,0.0001
sea anemone,anemone fish,01914609-n,02607072-n,False,2,False,True,True,0.0203,0.0002
anemone,anemone,01914609-n,11725015-n,False,-1,False,False,False,0.0209,0.0001
brain coral,brain coral,01917289-n,01917289-n,True,1,True,True,True,0.0198,0.0001
flatworm,flatworm,01924916-n,01924916-n,True,1,True,True,True,0.0191,0.0001
platyhelminth,platy,01924916-n,01449712-n,False,-1,False,False,False,0.0212,0.0001
nematode,nematode,01930112-n,01930112-n,True,1,True,True,True,0.0207,0.0001
nematode worm,nematode,01930112-n,01930112-n,True,1,True,True,True,0.0206,0.0001
roundworm,common roundworm,01930112-n,01930852-n,False,-1,False,False,False,0.0215,0.0001
conch,conch,01943899-n,01943899-n,True,1,True,True,True,0.02,0.0002
snail,snail,01944390-n,01944390-n,True,1,True,True,True,0.1234,0.0001
slug,slug,01945685-n,01945685-n,True,1,True,True,True,0.0221,0.0002
sea slug,sea slug,01950731-n,01950731-n,True,1,True,True,True,0.0234,0.0002
nudibranch,Nudibranchia,01950731-n,01950457-n,False,-1,False,False,False,0.0464,0.0001
chiton,chiton,01955084-n,03021121-n,False,2,False,True,True,0.0207,0.0002
coat-of-mail shell,mail,01955084-n,03709644-n,False,-1,False,False,False,0.0332,0.0001
sea cradle,cradle,01955084-n,03125729-n,False,-1,False,False,False,0.0252,0.0003
polyplacophore,Polyplacophora,01955084-n,01954729-n,False,-1,False,False,False,0.0329,0.0002
chambered nautilus,chambered nautilus,01968897-n,01968897-n,True,1,True,True,True,0.0238,0.0002
pearly nautilus,nautilus,01968897-n,03811295-n,False,2,False,True,True,0.0435,0.0001
nautilus,nautilus,01968897-n,03811295-n,False,3,False,True,True,0.0241,0.0002
Dungeness crab,Dungeness crab,01978287-n,01978287-n,True,1,True,True,True,0.0278,0.0001
Cancer magister,Dungeness crab,01978287-n,07788609-n,False,-1,False,False,False,0.0325,0.0002
rock crab,rock crab,01978455-n,01978455-n,True,1,True,True,True,0.0276,0.0002
Cancer irroratus,Cancer,01978455-n,01977832-n,False,-1,False,False,False,0.0482,0.0001
fiddler crab,fiddler crab,01980166-n,01980166-n,True,1,True,True,True,0.0476,0.0001
king crab,king crab,01981276-n,01981276-n,True,1,True,True,True,0.0217,0.0001
Alaska crab,Alaska king crab,01981276-n,07788435-n,False,3,False,True,True,0.0233,0.0001
Alaskan king crab,king crab,01981276-n,01981276-n,True,1,True,True,True,0.0385,0.0002
Alaska king crab,Alaska king crab,01981276-n,07788435-n,False,2,False,True,True,0.0325,0.0002
Paralithodes camtschatica,parasol,01981276-n,03889871-n,False,-1,False,False,False,0.0399,0.0002
American lobster,American lobster,01983481-n,01983481-n,True,1,True,True,True,0.0452,0.0001
Northern lobster,Norwegian lobster,01983481-n,07793521-n,False,3,False,True,True,0.0438,0.0001
Maine lobster,European lobster,01983481-n,01983674-n,False,2,False,True,True,0.0397,0.0002
Homarus americanus,Housman,01983481-n,11061734-n,False,-1,False,False,False,0.0239,0.0002
spiny lobster,spiny lobster,01984695-n,01984695-n,True,1,True,True,True,0.026,0.0003
langouste,languisher,01984695-n,10246395-n,False,-1,False,False,False,0.0443,0.0001
rock lobster,lobster,01984695-n,07792725-n,False,-1,False,False,False,0.0319,0.0002
crawfish,craw,01984695-n,01974055-n,False,-1,False,False,False,0.0393,0.0001
crayfish,crayfish,01984695-n,01985128-n,False,-1,False,False,False,0.0256,0.0002
sea crawfish,crayfish,01984695-n,01985128-n,False,-1,False,False,False,0.0445,0.0001
crayfish,crayfish,01985128-n,01985128-n,True,1,True,True,True,0.0115,0.0001
crawfish,craw,01985128-n,01974055-n,False,2,False,True,True,0.0117,0.0001
crawdad,craw,01985128-n,01974055-n,False,-1,False,False,False,0.0397,0.0001
crawdaddy,craw,01985128-n,01974055-n,False,-1,False,False,False,0.0438,0.0001
hermit crab,hermit crab,01986214-n,01986214-n,True,1,True,True,True,0.0291,0.0002
isopod,isopod,01990800-n,01990800-n,True,1,True,True,True,0.0438,0.0001
white stork,white stork,02002556-n,02002556-n,True,1,True,True,True,0.0545,0.0001
Ciconia ciconia,cicada,02002556-n,02256656-n,False,-1,False,False,False,0.0482,0.0001
black stork,black stork,02002724-n,02002724-n,True,1,True,True,True,0.0429,0.0001
Ciconia nigra,citrine,02002724-n,14813067-n,False,-1,False,False,False,0.0248,0.0002
spoonbill,spoonbill,02006656-n,02006656-n,True,1,True,True,True,0.0341,0.0002
flamingo,flamingo,02007558-n,02007558-n,True,1,True,True,True,0.0438,0.0001
little blue heron,little blue heron,02009229-n,02009229-n,True,1,True,True,True,0.0412,0.0001
Egretta caerulea,cagoule,02009229-n,02937010-n,False,-1,False,False,False,0.0406,0.0001
American egret,American egret,02009912-n,02009912-n,True,1,True,True,True,0.0438,0.0001
great white heron,great white heron,02009912-n,02009750-n,False,-1,False,False,False,0.0432,0.0001
Egretta albus,American egret,02009912-n,02009912-n,True,1,True,True,True,0.0444,0.0001
bittern,bittern,02011460-n,02011460-n,True,1,True,True,True,0.0377,0.0001
crane,crane,02012849-n,02012849-n,True,1,True,True,True,0.0211,0.0001
limpkin,limpkin,02013706-n,02013706-n,True,1,True,True,True,0.0206,0.0001
Aramus pictus,Aramus,02013706-n,02013362-n,False,-1,False,False,False,0.0203,0.0001
European gallinule,European gallinule,02017213-n,02017213-n,True,1,True,True,True,0.021,0.0002
Porphyrio porphyrio,porphyry,02017213-n,14996395-n,False,-1,False,False,False,0.0207,0.0001
American coot,American coot,02018207-n,02018207-n,True,1,True,True,True,0.0225,0.0001
marsh hen,marsh mallow,02018207-n,12174521-n,False,-1,False,False,False,0.0217,0.0002
mud hen,mud,02018207-n,14956325-n,False,-1,False,False,False,0.0202,0.0001
water hen,hen,02018207-n,01792640-n,False,-1,False,False,False,0.0234,0.0002
Fulica americana,Formica fusca,02018207-n,02221715-n,False,-1,False,False,False,0.0214,0.0001
bustard,bustard,02018795-n,02018795-n,True,1,True,True,True,0.02,0.0001
ruddy turnstone,ruddy turnstone,02025239-n,02025239-n,True,1,True,True,True,0.0231,0.0001
Arenaria interpres,arena,02025239-n,08497107-n,False,-1,False,False,False,0.0216,0.0002
red-backed sandpiper,red-backed sandpiper,02027492-n,02027492-n,True,1,True,True,True,0.0222,0.0001
dunlin,dunker,02027492-n,10039946-n,False,-1,False,False,False,0.0214,0.0001
Erolia alpina,eriogonum,02027492-n,12602262-n,False,-1,False,False,False,0.0206,0.0002
redshank,redshank,02028035-n,02028035-n,True,1,True,True,True,0.0223,0.0002
Tringa totanus,Tringa,02028035-n,02027730-n,False,-1,False,False,False,0.0208,0.0002
dowitcher,dowitcher,02033041-n,02033041-n,True,1,True,True,True,0.0211,0.0001
oystercatcher,oystercatcher,02037110-n,02037110-n,True,1,True,True,True,0.0204,0.0003
oyster catcher,oystercatcher,02037110-n,02037110-n,True,1,True,True,True,0.021,0.0001
pelican,pelican,02051845-n,02051845-n,True,1,True,True,True,0.019,0.0001
king penguin,king penguin,02056570-n,02056570-n,True,1,True,True,True,0.0212,0.0002
Aptenodytes patagonica,Aptenodytes,02056570-n,02056421-n,False,-1,False,False,False,0.0213,0.0001
albatross,albatross,02058221-n,02058221-n,True,1,True,True,True,0.021,0.0001
mollymawk,mollycoddle,02058221-n,10327583-n,False,-1,False,False,False,0.0225,0.0002
grey whale,grey whale,02066245-n,02066245-n,True,1,True,True,True,0.0195,0.0001
gray whale,grey whale,02066245-n,02066245-n,True,1,True,True,True,0.0222,0.0002
devilfish,scorpionfish,02066245-n,02643112-n,False,-1,False,False,False,0.0198,0.0002
Eschrichtius gibbosus,Eschrichtius,02066245-n,02066086-n,False,-1,False,False,False,0.0215,0.0001
Eschrichtius robustus,Eschrichtius,02066245-n,02066086-n,False,-1,False,False,False,0.0215,0.0001
killer whale,killer whale,02071294-n,02071294-n,True,1,True,True,True,0.0203,0.0001
killer,killer,02071294-n,10231087-n,False,-1,False,False,False,0.022,0.0001
orca,theca,02071294-n,13092722-n,False,-1,False,False,False,0.0198,0.0001
grampus,grampus,02071294-n,02071028-n,False,-1,False,False,False,0.0219,0.0001
sea wolf,wolf,02071294-n,02114100-n,False,-1,False,False,False,0.0215,0.0001
Orcinus orca,Orcinus,02071294-n,02071173-n,False,-1,False,False,False,0.0225,0.0001
dugong,dugong,02074367-n,02074367-n,True,1,True,True,True,0.0231,0.0001
Dugong dugon,dugong,02074367-n,02074367-n,True,1,True,True,True,0.0251,0.0002
