query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
spotted salamander,spotted salamander,01632458-n,01632458-n,True,2.4668,0.0244
Ambystoma maculatum,macula,01632458-n,05455690-n,False,2.4164,0.0594
axolotl,axolotl,01632777-n,01632777-n,True,2.3933,0.0623
mud puppy,mud puppy,01632777-n,01634522-n,False,2.4089,0.0525
Ambystoma mexicanum,amboyna,01632777-n,12565590-n,False,2.3952,0.0438
bullfrog,bullfrog,01641577-n,01641577-n,True,2.3986,0.074
Rana catesbeiana,true toad,01641577-n,01645776-n,False,2.4758,0.0542
tree frog,tree frog,01644373-n,01644373-n,True,2.4,0.0571
tree-frog,tree frog,01644373-n,01644373-n,True,2.4449,0.0101
tailed frog,tailed frog,01644900-n,01644900-n,True,2.4108,0.0506
bell toad,fire-bellied toad,01644900-n,01648620-n,False,2.3922,0.0372
ribbed toad,Surinam toad,01644900-n,01654083-n,False,2.3849,0.0435
tailed toad,true toad,01644900-n,01645776-n,False,2.3755,0.0098
Ascaphus trui,tragus,01644900-n,05324134-n,False,2.3835,0.055
loggerhead,loggerhead,01664065-n,01664065-n,True,2.3943,0.0535
loggerhead turtle,loggerhead,01664065-n,01664065-n,True,2.3787,0.0199
Caretta caretta,Caretta,01664065-n,01663939-n,False,2.3966,0.0418
leatherback turtle,leatherback turtle,01665541-n,01665541-n,True,2.3945,0.0452
leatherback,leather,01665541-n,14759722-n,False,2.4359,0.0454
leathery turtle,leatherback turtle,01665541-n,01665541-n,True,2.4019,0.0267
Dermochelys coriacea,Cortinarius atkinsonianus,01665541-n,13074814-n,False,2.5608,0.0585
mud turtle,mud turtle,01667114-n,01667114-n,True,2.3975,0.0233
terrapin,terrapin,01667778-n,01667778-n,True,2.3816,0.0498
box turtle,box turtle,01669191-n,01669191-n,True,2.3976,0.032
box tortoise,desert tortoise,01669191-n,01671479-n,False,2.4073,0.0286
banded gecko,banded gecko,01675722-n,01675722-n,True,2.4007,0.0582
common iguana,common iguana,01677366-n,01677366-n,True,2.4106,0.0628
iguana,iguanid,01677366-n,01676755-n,False,2.4026,0.0004
Iguana iguana,iguanid,01677366-n,01676755-n,False,2.4104,0.0003
American chameleon,American chameleon,01682714-n,01682714-n,True,2.4201,0.0595
anole,atole,01682714-n,07703515-n,False,2.3936,0.0532
Anolis carolinensis,Anolis,01682714-n,01682588-n,False,2.3958,0.0438
whiptail,whiptail,01685808-n,01685808-n,True,2.4003,0.0534
whiptail lizard,whiptail,01685808-n,01685808-n,True,2.4159,0.0498
agama,agama,01687978-n,01687978-n,True,2.4576,0.058
frilled lizard,frilled lizard,01688243-n,01688243-n,True,2.4013,0.0521
Chlamydosaurus kingi,chlamydospore,01688243-n,11548870-n,False,2.4053,0.0449
alligator lizard,alligator lizard,01689811-n,01689811-n,True,2.3943,0.0479
Gila monster,Gila monster,01692333-n,01692333-n,True,2.421,0.0556
Heloderma suspectum,Heloderma,01692333-n,01692143-n,False,2.43,0.0591
green lizard,green lizard,01693334-n,01693334-n,True,2.3959,0.0004
Lacerta viridis,Lacerta,01693334-n,01693020-n,False,2.3812,0.0493
African chameleon,African chameleon,01694178-n,01694178-n,True,2.3989,0.0004
Chamaeleo chamaeleon,chaja,01694178-n,01861330-n,False,2.3999,0.054
Komodo dragon,Komodo dragon,01695060-n,01695060-n,True,2.4014,0.0624
Komodo lizard,Komodo dragon,01695060-n,01695060-n,True,2.418,0.0299
dragon lizard,dragon,01695060-n,01688589-n,False,2.4077,0.0005
giant lizard,Komodo dragon,01695060-n,01695060-n,True,2.4091,0.05
Varanus komodoensis,Cynocephalus variegatus,01695060-n,02502807-n,False,2.4011,0.0569
African crocodile,African crocodile,01697457-n,01697457-n,True,2.4173,0.0497
Nile crocodile,African crocodile,01697457-n,01697457-n,True,2.5811,0.0122
Crocodylus niloticus,Crocodylus,01697457-n,01697002-n,False,2.4336,0.0428
American alligator,American alligator,01698640-n,01698640-n,True,2.3872,0.031
Alligator mississipiensis,alligator,01698640-n,14760447-n,False,2.3952,0.01
triceratops,triceratops,01704323-n,01704323-n,True,2.3964,0.0579
thunder snake,thunder snake,01728572-n,01728572-n,True,2.3968,0.0402
worm snake,worm,01728572-n,10792028-n,False,2.4084,0.0513
Carphophis amoenus,Carphophis,01728572-n,01728445-n,False,2.3971,0.0216
ringneck snake,ringneck snake,01728920-n,01728920-n,True,2.4126,0.0342
ring-necked snake,ringneck snake,01728920-n,01728920-n,True,2.4118,0.0214
ring snake,ringneck snake,01728920-n,01728920-n,True,2.3976,0.0004
hognose snake,hognose snake,01729322-n,01729322-n,True,2.3948,0.0457
puff adder,puff adder,01729322-n,01753032-n,False,2.3817,0.0586
sand viper,viper,01729322-n,01752165-n,False,2.3858,0.0521
green snake,green snake,01729977-n,01729977-n,True,2.4075,0.0542
grass snake,grass snake,01729977-n,01737875-n,False,2.4027,0.024
king snake,king snake,01734418-n,01734418-n,True,2.4014,0.0234
kingsnake,king,01734418-n,10235024-n,False,2.3892,0.0588
garter snake,garter snake,01735189-n,01735189-n,True,2.3889,0.0584
grass snake,grass snake,01735189-n,01737875-n,False,2.3747,0.0005
water snake,water snake,01737021-n,01737021-n,True,2.4054,0.0655
vine snake,vine snake,01739381-n,01739381-n,True,2.3832,0.0346
night snake,night snake,01740131-n,01740131-n,True,2.402,0.0313
Hypsiglena torquata,hypha,01740131-n,13022538-n,False,2.4048,0.0446
boa constrictor,boa constrictor,01742172-n,01742172-n,True,2.3884,0.0632
Constrictor constrictor,constrictor,01742172-n,01741562-n,False,2.3995,0.0421
rock python,rock python,01744401-n,01744401-n,True,2.4243,0.0559
rock snake,rock python,01744401-n,01744401-n,True,2.4461,0.0003
Python sebae,sebacic acid,01744401-n,14739861-n,False,2.5576,0.0537
Indian cobra,Indian cobra,01748264-n,01748264-n,True,2.3977,0.0569
Naja naja,Navaho,01748264-n,09662661-n,False,2.3996,0.0457
green mamba,green mamba,01749939-n,01749939-n,True,2.4012,0.0459
sea snake,sea snake,01751748-n,01751748-n,True,2.3923,0.0192
horned viper,horned viper,01753488-n,01753488-n,True,2.4085,0.0373
cerastes,ceras,01753488-n,01954004-n,False,2.4195,0.0455
sand viper,viper,01753488-n,01752165-n,False,2.5335,0.0008
horned asp,horned chameleon,01753488-n,01694311-n,False,2.5881,0.0335
Cerastes cornutus,Cepheus,01753488-n,09497641-n,False,2.4101,0.0419
diamondback,diamondback,01755581-n,01755581-n,True,2.4221,0.0456
diamondback rattlesnake,diamondback,01755581-n,01755581-n,True,2.389,0.0396
Crotalus adamanteus,Croesus,01755581-n,09979913-n,False,2.3893,0.0559
sidewinder,sidewinder,01756291-n,04215910-n,False,2.405,0.0561
horned rattlesnake,rattlesnake,01756291-n,01754876-n,False,2.4153,0.0253
Crotalus cerastes,crotalaria,01756291-n,12519563-n,False,2.4004,0.0291
trilobite,trilobite,01768244-n,01768244-n,True,2.4033,0.0543
harvestman,harvester,01770081-n,10161363-n,False,2.3881,0.0531
daddy longlegs,longwool,01770081-n,02414209-n,False,2.4044,0.0527
Phalangium opilio,Phalangium,01770081-n,01769930-n,False,2.3958,0.0567
scorpion,scorpion,01770393-n,01770393-n,True,2.4383,0.0651
black and gold garden spider,black and gold garden spider,01773157-n,01773157-n,True,2.4217,0.0688
Argiope aurantia,aura,01773157-n,04951716-n,False,2.416,0.0585
barn spider,barn spider,01773549-n,01773549-n,True,2.4125,0.0561
Araneus cavaticus,arariba,01773549-n,11749603-n,False,2.42,0.0413
garden spider,garden spider,01773797-n,01773797-n,True,2.4066,0.0122
Aranea diademata,arariba,01773797-n,11749603-n,False,2.3945,0.0106
black widow,black widow,01774384-n,01774384-n,True,2.4113,0.0413
Latrodectus mactans,Latrodectus,01774384-n,01774252-n,False,2.4027,0.0653
tarantula,tarantula,01774750-n,01774750-n,True,2.4064,0.0663
wolf spider,wolf spider,01775062-n,01775062-n,True,2.4078,0.0344
hunting spider,wolf spider,01775062-n,01775062-n,True,2.414,0.0285
tick,tick,01776313-n,04432308-n,False,2.3978,0.0489
centipede,centipede,01784675-n,01784675-n,True,2.4008,0.0723
black grouse,black grouse,01795545-n,01795545-n,True,2.3918,0.0576
ptarmigan,ptarmigan,01796340-n,01796340-n,True,2.4045,0.0568
ruffed grouse,ruffed grouse,01797886-n,01797886-n,True,2.4062,0.0334
partridge,partridge,01797886-n,07647496-n,False,2.4191,0.0516
Bonasa umbellus,umbellifer,01797886-n,12930778-n,False,2.4093,0.0518
prairie chicken,prairie chicken,01798484-n,01798484-n,True,2.3809,0.052
prairie grouse,prairie chicken,01798484-n,01798484-n,True,2.3915,0.0239
prairie fowl,game fowl,01798484-n,01790711-n,False,2.393,0.047
peacock,peacock,01806143-n,01806143-n,True,2.3914,0.0569
quail,quail,01806567-n,07647321-n,False,2.415,0.0554
partridge,partridge,01807496-n,07647496-n,False,2.3842,0.0004
African grey,African grey,01817953-n,01817953-n,True,2.3836,0.0534
African gray,African grey,01817953-n,01817953-n,True,2.4038,0.0087
Psittacus erithacus,Psittacus,01817953-n,01817772-n,False,2.3904,0.0561
macaw,macaw,01818515-n,01818515-n,True,2.4032,0.0585
sulphur-crested cockatoo,sulphur-crested cockatoo,01819313-n,01819313-n,True,2.3968,0.0626
Kakatoe galerita,Kakatoe,01819313-n,01818959-n,False,2.4055,0.0451
Cacatua galerita,Cacajao,01819313-n,02493109-n,False,2.4023,0.0565
lorikeet,lorikeet,01820546-n,01820546-n,True,2.4028,0.0565
coucal,coucal,01824575-n,01824575-n,True,2.4037,0.0614
bee eater,bee eater,01828970-n,01828970-n,True,2.4234,0.0592
hornbill,hornbill,01829413-n,01829413-n,True,2.3943,0.0619
hummingbird,hummingbird,01833805-n,01833805-n,True,2.4018,0.0483
jacamar,jacamar,01843065-n,01843065-n,True,2.4118,0.0547
toucan,toucan,01843383-n,01843383-n,True,2.4061,0.0578
drake,drake,01847000-n,01847000-n,True,2.4156,0.055
red-breasted merganser,red-breasted merganser,01855032-n,01855032-n,True,2.3968,0.0591
Mergus serrator,serratus posterior superior,01855032-n,05551142-n,False,2.4022,0.0372
goose,goose,01855672-n,07646821-n,False,2.3858,0.0519
black swan,black swan,01860187-n,01860187-n,True,2.3874,0.0549
Cygnus atratus,Cygnus,01860187-n,01858989-n,False,2.402,0.0565
tusker,tusker,01871265-n,01871265-n,True,2.3811,0.0567
echidna,echidna,01872401-n,01872772-n,False,2.3885,0.0596
spiny anteater,anteater,01872401-n,02460009-n,False,2.3986,0.0582
anteater,anteater,01872401-n,02460009-n,False,2.3986,0.0219
platypus,platypus,01873310-n,01873310-n,True,2.4162,0.0608
duckbill,duck,01873310-n,03253071-n,False,2.4085,0.0568
duckbilled platypus,platypus,01873310-n,01873310-n,True,2.4107,0.0004
duck-billed platypus,platypus,01873310-n,01873310-n,True,2.4076,0.0004
Ornithorhynchus anatinus,ornithopod,01873310-n,01705591-n,False,2.397,0.0478
wallaby,wallaby,01877812-n,01877812-n,True,2.393,0.062
brush kangaroo,kangaroo,01877812-n,01877134-n,False,2.3871,0.0597
koala,koala,01882714-n,01882714-n,True,2.3979,0.0359
koala bear,koala,01882714-n,01882714-n,True,2.391,0.0328
kangaroo bear,kangaroo,01882714-n,01877134-n,False,2.3924,0.0228
native bear,bear,01882714-n,02131653-n,False,2.396,0.0293
Phascolarctos cinereus,Phascolarctos,01882714-n,01882607-n,False,2.4128,0.0293
wombat,wombat,01883070-n,01883070-n,True,2.4129,0.0453
jellyfish,jellyfish,01910747-n,01910747-n,True,2.3927,0.0594
sea anemone,anemone fish,01914609-n,02607072-n,False,2.416,0.0501
anemone,anemone,01914609-n,11725015-n,False,2.3977,0.0271
brain coral,brain coral,01917289-n,01917289-n,True,2.44,0.0537
flatworm,flatworm,01924916-n,01924916-n,True,2.4229,0.0573
platyhelminth,platy,01924916-n,01449712-n,False,2.4021,0.0004
nematode,nematode,01930112-n,01930112-n,True,2.396,0.0644
nematode worm,nematode,01930112-n,01930112-n,True,2.5286,0.0107
roundworm,common roundworm,01930112-n,01930852-n,False,2.4149,0.0425
conch,conch,01943899-n,01943899-n,True,2.3864,0.058
snail,snail,01944390-n,01944390-n,True,2.4029,0.0528
slug,slug,01945685-n,07922607-n,False,2.41,0.0588
sea slug,sea slug,01950731-n,01950731-n,True,2.4158,0.0331
nudibranch,Nudibranchia,01950731-n,01950457-n,False,2.3921,0.0549
chiton,chiton,01955084-n,03021121-n,False,2.4093,0.0544
coat-of-mail shell,coat,01955084-n,03057021-n,False,2.4079,0.0522
sea cradle,cradle,01955084-n,03125729-n,False,2.4048,0.0491
polyplacophore,Polyplacophora,01955084-n,01954729-n,False,2.3917,0.0581
chambered nautilus,chambered nautilus,01968897-n,01968897-n,True,2.3988,0.054
pearly nautilus,nautilus,01968897-n,03811295-n,False,2.3963,0.0196
nautilus,nautilus,01968897-n,03811295-n,False,2.4527,0.0214
Dungeness crab,Dungeness crab,01978287-n,01978287-n,True,2.5945,0.0553
Cancer magister,Dungeness crab,01978287-n,07788609-n,False,2.4234,0.0461
rock crab,rock crab,01978455-n,01978455-n,True,2.4631,0.0369
Cancer irroratus,Cancer,01978455-n,01977832-n,False,2.407,0.0434
fiddler crab,fiddler crab,01980166-n,01980166-n,True,2.4017,0.0329
king crab,king crab,01981276-n,01981276-n,True,2.4107,0.0361
Alaska crab,king crab,01981276-n,01981276-n,True,2.4138,0.0128
Alaskan king crab,king crab,01981276-n,01981276-n,True,2.4019,0.0101
Alaska king crab,king crab,01981276-n,01981276-n,True,2.3934,0.0004
Paralithodes camtschatica,parasol,01981276-n,03889871-n,False,2.4032,0.0566
American lobster,American lobster,01983481-n,01983481-n,True,2.3947,0.0553
Northern lobster,lobster,01983481-n,01982650-n,False,2.4929,0.0147
Maine lobster,American lobster,01983481-n,01983481-n,True,2.5792,0.0106
Homarus americanus,Housman,01983481-n,11061734-n,False,2.4034,0.0577
spiny lobster,spiny lobster,01984695-n,01984695-n,True,2.4069,0.0587
langouste,languisher,01984695-n,10246395-n,False,2.4055,0.0509
rock lobster,lobster,01984695-n,01982650-n,False,2.4036,0.0232
crawfish,crayfish,01984695-n,07788885-n,False,2.4096,0.035
crayfish,crayfish,01984695-n,01985128-n,False,2.3963,0.0347
sea crawfish,crayfish,01984695-n,01985128-n,False,2.3968,0.0004
crayfish,crayfish,01985128-n,01985128-n,True,2.3888,0.0004
crawfish,crayfish,01985128-n,07788885-n,False,2.3883,0.0004
crawdad,craw,01985128-n,01974055-n,False,2.3951,0.0211
crawdaddy,craw,01985128-n,01974055-n,False,2.387,0.0097
hermit crab,hermit crab,01986214-n,01986214-n,True,2.4137,0.0325
isopod,isopod,01990800-n,01990800-n,True,2.4412,0.0571
white stork,white stork,02002556-n,02002556-n,True,2.4133,0.0598
Ciconia ciconia,cicada,02002556-n,02256656-n,False,2.3969,0.0669
black stork,black stork,02002724-n,02002724-n,True,2.4013,0.028
Ciconia nigra,citrange,02002724-n,07750299-n,False,2.4082,0.0558
spoonbill,spoonbill,02006656-n,02006656-n,True,2.4218,0.0568
flamingo,flamingo,02007558-n,02007558-n,True,2.4099,0.0591
little blue heron,little blue heron,02009229-n,02009229-n,True,2.3919,0.0581
Egretta caerulea,cagoule,02009229-n,02937010-n,False,2.3897,0.0442
American egret,American egret,02009912-n,02009912-n,True,2.3926,0.0613
great white heron,great blue heron,02009912-n,02008497-n,False,2.3852,0.0118
Egretta albus,American egret,02009912-n,02009912-n,True,2.3891,0.0387
bittern,bittern,02011460-n,02011460-n,True,2.3944,0.0548
crane,crane,02012849-n,03126707-n,False,2.4013,0.0542
limpkin,limpkin,02013706-n,02013706-n,True,2.4155,0.0498
Aramus pictus,Aramus,02013706-n,02013362-n,False,2.5901,0.052
European gallinule,European gallinule,02017213-n,02017213-n,True,2.4894,0.0568
Porphyrio porphyrio,porphyry,02017213-n,14996395-n,False,2.3997,0.0546
American coot,American coot,02018207-n,02018207-n,True,2.3994,0.0577
marsh hen,marsh pea,02018207-n,12540966-n,False,2.3976,0.0566
mud hen,mud,02018207-n,14956325-n,False,2.3875,0.0209
water hen,hen,02018207-n,01321123-n,False,2.4064,0.0121
Fulica americana,fucoid,02018207-n,01404495-n,False,2.406,0.0555
bustard,bustard,02018795-n,02018795-n,True,2.3946,0.0554
ruddy turnstone,ruddy turnstone,02025239-n,02025239-n,True,2.3847,0.058
Arenaria interpres,arena,02025239-n,08497107-n,False,2.4107,0.0559
red-backed sandpiper,red-backed sandpiper,02027492-n,02027492-n,True,2.4017,0.0654
dunlin,dunker,02027492-n,10039946-n,False,2.4143,0.0501
Erolia alpina,eriogonum,02027492-n,12602262-n,False,2.3894,0.0566
redshank,redshank,02028035-n,02028035-n,True,2.388,0.0767
Tringa totanus,Tringa,02028035-n,02027730-n,False,2.4166,0.0443
dowitcher,dowitcher,02033041-n,02033041-n,True,2.412,0.0518
oystercatcher,oystercatcher,02037110-n,02037110-n,True,2.4166,0.0588
oyster catcher,oyster,02037110-n,01960459-n,False,2.4135,0.0228
pelican,pelican,02051845-n,02051845-n,True,2.4061,0.0505
king penguin,king penguin,02056570-n,02056570-n,True,2.3972,0.0637
Aptenodytes patagonica,Aptenodytes,02056570-n,02056421-n,False,2.3943,0.057
albatross,albatross,02058221-n,02058221-n,True,2.4033,0.0614
mollymawk,mollycoddle,02058221-n,10327583-n,False,2.4302,0.0765
grey whale,grey whale,02066245-n,02066245-n,True,2.4672,0.057
gray whale,grey whale,02066245-n,02066245-n,True,2.3831,0.0004
devilfish,scorpionfish,02066245-n,02643112-n,False,2.3781,0.0587
Eschrichtius gibbosus,Eschrichtius,02066245-n,02066086-n,False,2.3746,0.0545
Eschrichtius robustus,Eschrichtius,02066245-n,02066086-n,False,2.3802,0.043
killer whale,killer whale,02071294-n,02071294-n,True,2.4059,0.0462
killer,killer,02071294-n,10231087-n,False,2.4245,0.0626
orca,theca,02071294-n,13092722-n,False,2.4328,0.0469
grampus,grampus,02071294-n,02071028-n,False,2.5191,0.058
sea wolf,wolf,02071294-n,02114100-n,False,2.4253,0.0566
Orcinus orca,Orcinus,02071294-n,02071173-n,False,2.4081,0.0211
dugong,dugong,02074367-n,02074367-n,True,2.3954,0.0635
Dugong dugon,dugong,02074367-n,02074367-n,True,2.3997,0.0193
sea lion,sea lion,02077923-n,02077923-n,True,2.4051,0.0575
Chihuahua,Chihuahua,02085620-n,02085620-n,True,2.3916,0.0433
Japanese spaniel,Japanese spaniel,02085782-n,02085782-n,True,2.4073,0.0618
Maltese dog,Maltese dog,02085936-n,02085936-n,True,2.3955,0.058
Maltese terrier,Maltese dog,02085936-n,02085936-n,True,2.3982,0.0396
Maltese,Maltese,02085936-n,02124157-n,False,2.3891,0.0003
Pekinese,Pekinese,02086079-n,02086079-n,True,2.4044,0.0598
Pekingese,chinchilla,02086079-n,02367492-n,False,2.3956,0.0564
Peke,pederasty,02086079-n,00857872-n,False,2.3953,0.022
Shih-Tzu,Shih-Tzu,02086240-n,02086240-n,True,2.3922,0.0416
Blenheim spaniel,Blenheim spaniel,02086646-n,02086646-n,True,2.3983,0.0448
papillon,papillon,02086910-n,02086910-n,True,2.4122,0.0607
toy terrier,toy terrier,02087046-n,02087046-n,True,2.4236,0.043
Rhodesian ridgeback,Rhodesian ridgeback,02087394-n,02087394-n,True,2.4139,0.0562
Afghan hound,Afghan hound,02088094-n,02088094-n,True,2.3837,0.0539
Afghan,Afghan,02088094-n,09689435-n,False,2.394,0.0352
basset,basset,02088238-n,02088238-n,True,2.3872,0.0565
basset hound,basset,02088238-n,02088238-n,True,2.3698,0.0124
beagle,beagle,02088364-n,02088364-n,True,2.5028,0.0514
bloodhound,bloodhound,02088466-n,02088466-n,True,2.3853,0.0518
sleuthhound,sleuth,02088466-n,10611613-n,False,2.4195,0.0526
bluetick,bluetick,02088632-n,02088632-n,True,2.4187,0.0773
black-and-tan coonhound,black-and-tan coonhound,02089078-n,02089078-n,True,2.4054,0.0453
Walker hound,Walker hound,02089867-n,02089867-n,True,2.3764,0.0459
Walker foxhound,Walker hound,02089867-n,02089867-n,True,2.4111,0.0125
English foxhound,English foxhound,02089973-n,02089973-n,True,2.4562,0.0472
redbone,redbone,02090379-n,02090379-n,True,2.3876,0.0412
borzoi,borzoi,02090622-n,02090622-n,True,2.3941,0.055
Russian wolfhound,wolfhound,02090622-n,02090475-n,False,2.6194,0.0349
Irish wolfhound,Irish wolfhound,02090721-n,02090721-n,True,2.4184,0.0004
Italian greyhound,Italian greyhound,02091032-n,02091032-n,True,2.3963,0.0694
whippet,whippet,02091134-n,02091134-n,True,2.4069,0.0314
Ibizan hound,Ibizan hound,02091244-n,02091244-n,True,2.4115,0.0469
Ibizan Podenco,Ibizan hound,02091244-n,02091244-n,True,2.4113,0.0409
Norwegian elkhound,Norwegian elkhound,02091467-n,02091467-n,True,2.393,0.0546
elkhound,Norwegian elkhound,02091467-n,02091467-n,True,2.3798,0.0414
otterhound,otter,02091635-n,02444819-n,False,2.4113,0.0599
otter hound,otterhound,02091635-n,02091635-n,True,2.4265,0.0109
Saluki,Saluki,02091831-n,02091831-n,True,2.3885,0.0772
gazelle hound,gazelle,02091831-n,02423022-n,False,2.5495,0.0586
Scottish deerhound,Scottish deerhound,02092002-n,02092002-n,True,2.6064,0.0758
deerhound,deerstalker,02092002-n,03170872-n,False,2.4144,0.0101
Weimaraner,Weimaraner,02092339-n,02092339-n,True,2.3938,0.0643
Staffordshire bullterrier,Staffordshire bullterrier,02093256-n,02093256-n,True,2.4367,0.0864
Staffordshire bull terrier,Staffordshire bullterrier,02093256-n,02093256-n,True,2.4269,0.0131
American Staffordshire terrier,American Staffordshire terrier,02093428-n,02093428-n,True,2.4071,0.0115
Staffordshire terrier,American Staffordshire terrier,02093428-n,02093428-n,True,2.4004,0.0004
American pit bull terrier,bullterrier,02093428-n,02093056-n,False,2.4236,0.0256
pit bull terrier,terrier,02093428-n,02092468-n,False,2.4028,0.0203
Bedlington terrier,Bedlington terrier,02093647-n,02093647-n,True,2.4,0.0378
Border terrier,Border terrier,02093754-n,02093754-n,True,2.4058,0.0265
Kerry blue terrier,Kerry blue terrier,02093859-n,02093859-n,True,2.3912,0.0476
Irish terrier,Irish terrier,02093991-n,02093991-n,True,2.4035,0.0261
Norfolk terrier,Norfolk terrier,02094114-n,02094114-n,True,2.404,0.0122
Norwich terrier,Norwich terrier,02094258-n,02094258-n,True,2.401,0.0137
Yorkshire terrier,Yorkshire terrier,02094433-n,02094433-n,True,2.3894,0.0118
wire-haired fox terrier,wire-haired fox terrier,02095314-n,02095314-n,True,2.5227,0.0584
Lakeland terrier,Lakeland terrier,02095570-n,02095570-n,True,2.4904,0.0122
Sealyham terrier,Sealyham terrier,02095889-n,02095889-n,True,2.3985,0.0242
Sealyham,Sealyham terrier,02095889-n,02095889-n,True,2.4216,0.0319
Airedale,Airedale,02096051-n,02096051-n,True,2.3878,0.0427
Airedale terrier,Airedale,02096051-n,02096051-n,True,2.3894,0.0004
cairn,cairn,02096177-n,02096177-n,True,2.3964,0.0562
cairn terrier,cairn,02096177-n,02096177-n,True,2.41,0.0241
Australian terrier,Australian terrier,02096294-n,02096294-n,True,2.4103,0.0004
Dandie Dinmont,Dandie Dinmont,02096437-n,02096437-n,True,2.3913,0.0558
Dandie Dinmont terrier,Dandie Dinmont,02096437-n,02096437-n,True,2.3855,0.0215
Boston bull,Boston bull,02096585-n,02096585-n,True,2.3898,0.011
Boston terrier,Boston bull,02096585-n,02096585-n,True,2.3816,0.0004
miniature schnauzer,miniature schnauzer,02097047-n,02097047-n,True,2.3846,0.0557
giant schnauzer,giant schnauzer,02097130-n,02097130-n,True,2.3972,0.0004
standard schnauzer,standard schnauzer,02097209-n,02097209-n,True,2.382,0.0121
