query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
American eagle,bald eagle,01614925-n,01614925-n,True,1,True,True,True,0.0001,0.0
Haliaeetus leucocephalus,bald eagle,01614925-n,01614925-n,True,1,True,True,True,0.0001,0.0
vulture,vulture,01616318-n,01616318-n,True,1,True,True,True,0.0002,0.0001
great grey owl,great grey owl,01622779-n,01622779-n,True,1,True,True,True,0.0001,0.0001
great gray owl,great grey owl,01622779-n,01622779-n,True,1,True,True,True,0.0001,0.0
Strix nebulosa,great grey owl,01622779-n,01622779-n,True,1,True,True,True,0.0001,0.0
European fire salamander,european fire salamander,01629819-n,01629819-n,True,1,True,True,True,0.0001,0.0001
Salamandra salamandra,european fire salamander,01629819-n,01629819-n,True,1,True,True,True,0.0001,0.0
common newt,common newt,01630670-n,01630670-n,True,1,True,True,True,0.0001,0.0001
Triturus vulgaris,common newt,01630670-n,01630670-n,True,1,True,True,True,0.0001,0.0
eft,eft,01631663-n,01631663-n,True,1,True,True,True,0.0001,0.0
spotted salamander,spotted salamander,01632458-n,01632458-n,True,1,True,True,True,0.0002,0.0001
Ambystoma maculatum,spotted salamander,01632458-n,01632458-n,True,1,True,True,True,0.0001,0.0
axolotl,axolotl,01632777-n,01632777-n,True,1,True,True,True,0.0001,0.0001
mud puppy,mud puppy,01632777-n,01634522-n,False,-1,False,False,False,0.0002,0.0
Ambystoma mexicanum,mud puppy,01632777-n,01634522-n,False,2,False,True,True,0.0001,0.0
bullfrog,bullfrog,01641577-n,01641577-n,True,1,True,True,True,0.0001,0.0001
Rana catesbeiana,bullfrog,01641577-n,01641577-n,True,1,True,True,True,0.0001,0.0
tree frog,tree frog,01644373-n,01644373-n,True,1,True,True,True,0.0002,0.0001
tree-frog,tree frog,01644373-n,01644373-n,True,1,True,True,True,0.0001,0.0001
tailed frog,tailed frog,01644900-n,01644900-n,True,1,True,True,True,0.0002,0.0001
bell toad,tailed frog,01644900-n,01644900-n,True,1,True,True,True,0.0001,0.0
ribbed toad,tailed frog,01644900-n,01644900-n,True,1,True,True,True,0.0001,0.0
tailed toad,tailed frog,01644900-n,01644900-n,True,1,True,True,True,0.0001,0.0
Ascaphus trui,tailed frog,01644900-n,01644900-n,True,1,True,True,True,0.0001,0.0
loggerhead,loggerhead,01664065-n,01664065-n,True,1,True,True,True,0.0003,0.0001
loggerhead turtle,loggerhead,01664065-n,01664065-n,True,1,True,True,True,0.0001,0.0
Caretta caretta,loggerhead,01664065-n,01664065-n,True,1,True,True,True,0.0001,0.0
leatherback turtle,leatherback turtle,01665541-n,01665541-n,True,1,True,True,True,0.0002,0.0001
leatherback,leatherback turtle,01665541-n,01665541-n,True,1,True,True,True,0.0001,0.0
leathery turtle,leatherback turtle,01665541-n,01665541-n,True,1,True,True,True,0.0001,0.0
Dermochelys coriacea,leatherback turtle,01665541-n,01665541-n,True,1,True,True,True,0.0001,0.0
mud turtle,mud turtle,01667114-n,01667114-n,True,1,True,True,True,0.0001,0.0001
terrapin,terrapin,01667778-n,01667778-n,True,1,True,True,True,0.0001,0.0
box turtle,box turtle,01669191-n,01669191-n,True,1,True,True,True,0.0001,0.0001
box tortoise,box turtle,01669191-n,01669191-n,True,1,True,True,True,0.0001,0.0
banded gecko,banded gecko,01675722-n,01675722-n,True,1,True,True,True,0.0001,0.0001
common iguana,common iguana,01677366-n,01677366-n,True,1,True,True,True,0.0002,0.0001
iguana,common iguana,01677366-n,01677366-n,True,1,True,True,True,0.0001,0.0
Iguana iguana,common iguana,01677366-n,01677366-n,True,1,True,True,True,0.0001,0.0
American chameleon,american chameleon,01682714-n,01682714-n,True,1,True,True,True,0.0002,0.0001
anole,american chameleon,01682714-n,01682714-n,True,1,True,True,True,0.0001,0.0
Anolis carolinensis,american chameleon,01682714-n,01682714-n,True,1,True,True,True,0.0001,0.0
whiptail,whiptail,01685808-n,01685808-n,True,1,True,True,True,0.0002,0.0001
whiptail lizard,whiptail,01685808-n,01685808-n,True,1,True,True,True,0.0001,0.0
agama,agama,01687978-n,01687978-n,True,1,True,True,True,0.0001,0.0001
frilled lizard,frilled lizard,01688243-n,01688243-n,True,1,True,True,True,0.0002,0.0001
Chlamydosaurus kingi,frilled lizard,01688243-n,01688243-n,True,1,True,True,True,0.0001,0.0
alligator lizard,alligator lizard,01689811-n,01689811-n,True,1,True,True,True,0.0001,0.0001
Gila monster,gila monster,01692333-n,01692333-n,True,1,True,True,True,0.0001,0.0001
Heloderma suspectum,gila monster,01692333-n,01692333-n,True,1,True,True,True,0.0001,0.0
green lizard,green lizard,01693334-n,01693334-n,True,1,True,True,True,0.0001,0.0001
Lacerta viridis,green lizard,01693334-n,01693334-n,True,1,True,True,True,0.0001,0.0
African chameleon,african chameleon,01694178-n,01694178-n,True,1,True,True,True,0.0002,0.0001
Chamaeleo chamaeleon,african chameleon,01694178-n,01694178-n,True,1,True,True,True,0.0001,0.0
Komodo dragon,komodo dragon,01695060-n,01695060-n,True,1,True,True,True,0.0002,0.0
Komodo lizard,komodo dragon,01695060-n,01695060-n,True,1,True,True,True,0.0001,0.0
dragon lizard,komodo dragon,01695060-n,01695060-n,True,1,True,True,True,0.0001,0.0
giant lizard,N/A,01695060-n,N/A,False,-1,False,False,False,0.0001,0.0
Varanus komodoensis,komodo dragon,01695060-n,01695060-n,True,1,True,True,True,0.0001,0.0
African crocodile,african crocodile,01697457-n,01697457-n,True,1,True,True,True,0.0002,0.0001
Nile crocodile,african crocodile,01697457-n,01697457-n,True,1,True,True,True,0.0001,0.0
Crocodylus niloticus,african crocodile,01697457-n,01697457-n,True,1,True,True,True,0.0001,0.0
American alligator,american alligator,01698640-n,01698640-n,True,1,True,True,True,0.0001,0.0001
Alligator mississipiensis,american alligator,01698640-n,01698640-n,True,1,True,True,True,0.0001,0.0
triceratops,triceratops,01704323-n,01704323-n,True,1,True,True,True,0.0001,0.0001
thunder snake,thunder snake,01728572-n,01728572-n,True,1,True,True,True,0.0002,0.0001
worm snake,thunder snake,01728572-n,01728572-n,True,1,True,True,True,0.0001,0.0
Carphophis amoenus,thunder snake,01728572-n,01728572-n,True,1,True,True,True,0.0001,0.0
ringneck snake,ringneck snake,01728920-n,01728920-n,True,1,True,True,True,0.0002,0.0001
ring-necked snake,ringneck snake,01728920-n,01728920-n,True,1,True,True,True,0.0001,0.0
ring snake,N/A,01728920-n,N/A,False,-1,False,False,False,0.0001,0.0
hognose snake,hognose snake,01729322-n,01729322-n,True,1,True,True,True,0.0002,0.0001
puff adder,puff adder,01729322-n,01753032-n,False,-1,False,False,False,0.0001,0.0
sand viper,horned viper,01729322-n,01753488-n,False,-1,False,False,False,0.0002,0.0
green snake,green snake,01729977-n,01730563-n,False,-1,False,False,False,0.0001,0.0001
grass snake,grass snake,01729977-n,01737875-n,False,-1,False,False,False,0.0002,0.0
king snake,king snake,01734418-n,01734418-n,True,1,True,True,True,0.0001,0.0001
kingsnake,king snake,01734418-n,01734418-n,True,1,True,True,True,0.0001,0.0
garter snake,garter snake,01735189-n,01735189-n,True,1,True,True,True,0.0001,0.0001
grass snake,grass snake,01735189-n,01737875-n,False,-1,False,False,False,0.0001,0.0
water snake,water snake,01737021-n,01737021-n,True,1,True,True,True,0.0001,0.0
vine snake,vine snake,01739381-n,01739381-n,True,1,True,True,True,0.0001,0.0
night snake,night snake,01740131-n,01740131-n,True,1,True,True,True,0.0001,0.0
Hypsiglena torquata,night snake,01740131-n,01740131-n,True,1,True,True,True,0.0001,0.0
boa constrictor,boa constrictor,01742172-n,01742172-n,True,1,True,True,True,0.0001,0.0
Constrictor constrictor,boa constrictor,01742172-n,01742172-n,True,1,True,True,True,0.0001,0.0
rock python,rock python,01744401-n,01744401-n,True,1,True,True,True,0.0001,0.0001
rock snake,rock python,01744401-n,01744401-n,True,1,True,True,True,0.0001,0.0
Python sebae,rock python,01744401-n,01744401-n,True,1,True,True,True,0.0001,0.0
Indian cobra,indian cobra,01748264-n,01748264-n,True,1,True,True,True,0.0001,0.0001
Naja naja,indian cobra,01748264-n,01748264-n,True,1,True,True,True,0.0001,0.0
green mamba,green mamba,01749939-n,01749939-n,True,1,True,True,True,0.0001,0.0
sea snake,sea snake,01751748-n,01751748-n,True,1,True,True,True,0.0001,0.0001
horned viper,horned viper,01753488-n,01753488-n,True,1,True,True,True,0.0001,0.0
cerastes,horned viper,01753488-n,01753488-n,True,1,True,True,True,0.0001,0.0
sand viper,horned viper,01753488-n,01753488-n,True,1,True,True,True,0.0001,0.0
horned asp,horned viper,01753488-n,01753488-n,True,1,True,True,True,0.0001,0.0
Cerastes cornutus,horned viper,01753488-n,01753488-n,True,1,True,True,True,0.0001,0.0
diamondback,diamondback,01755581-n,01755581-n,True,1,True,True,True,0.0001,0.0
diamondback rattlesnake,diamondback,01755581-n,01755581-n,True,1,True,True,True,0.0001,0.0
Crotalus adamanteus,diamondback,01755581-n,01755581-n,True,1,True,True,True,0.0001,0.0
sidewinder,sidewinder,01756291-n,04215910-n,False,-1,False,False,False,0.0002,0.0
horned rattlesnake,sidewinder,01756291-n,04215910-n,False,-1,False,False,False,0.0001,0.0
Crotalus cerastes,sidewinder,01756291-n,04215910-n,False,-1,False,False,False,0.0001,0.0
trilobite,trilobite,01768244-n,01768244-n,True,1,True,True,True,0.0001,0.0
harvestman,harvestman,01770081-n,01770081-n,True,1,True,True,True,0.0002,0.0001
daddy longlegs,N/A,01770081-n,N/A,False,-1,False,False,False,0.0001,0.0
Phalangium opilio,harvestman,01770081-n,01770081-n,True,1,True,True,True,0.0001,0.0
scorpion,scorpion,01770393-n,01770393-n,True,1,True,True,True,0.0002,0.0001
black and gold garden spider,black and gold garden spider,01773157-n,01773157-n,True,1,True,True,True,0.0001,0.0001
Argiope aurantia,black and gold garden spider,01773157-n,01773157-n,True,1,True,True,True,0.0001,0.0
barn spider,barn spider,01773549-n,01773549-n,True,1,True,True,True,0.0001,0.0001
Araneus cavaticus,barn spider,01773549-n,01773549-n,True,1,True,True,True,0.0001,0.0
garden spider,garden spider,01773797-n,01773797-n,True,1,True,True,True,0.0002,0.0001
Aranea diademata,garden spider,01773797-n,01773797-n,True,1,True,True,True,0.0001,0.0
black widow,black widow,01774384-n,01774384-n,True,1,True,True,True,0.0002,0.0001
Latrodectus mactans,black widow,01774384-n,01774384-n,True,1,True,True,True,0.0001,0.0
tarantula,tarantula,01774750-n,01774750-n,True,1,True,True,True,0.0002,0.0001
wolf spider,wolf spider,01775062-n,01775062-n,True,1,True,True,True,0.0001,0.0001
hunting spider,wolf spider,01775062-n,01775062-n,True,1,True,True,True,0.0001,0.0
tick,tick,01776313-n,04432308-n,False,-1,False,False,False,0.0005,0.0001
centipede,centipede,01784675-n,01784675-n,True,1,True,True,True,0.0001,0.0001
black grouse,black grouse,01795545-n,01795545-n,True,1,True,True,True,0.0001,0.0001
ptarmigan,ptarmigan,01796340-n,01796340-n,True,1,True,True,True,0.0001,0.0
ruffed grouse,ruffed grouse,01797886-n,01797886-n,True,1,True,True,True,0.0002,0.0001
partridge,partridge,01797886-n,01807496-n,False,-1,False,False,False,0.0003,0.0001
Bonasa umbellus,ruffed grouse,01797886-n,01797886-n,True,1,True,True,True,0.0001,0.0
prairie chicken,prairie chicken,01798484-n,01798484-n,True,1,True,True,True,0.0002,0.0001
prairie grouse,prairie chicken,01798484-n,01798484-n,True,1,True,True,True,0.0001,0.0
prairie fowl,prairie chicken,01798484-n,01798484-n,True,1,True,True,True,0.0001,0.0
peacock,peacock,01806143-n,01806143-n,True,1,True,True,True,0.0002,0.0
quail,quail,01806567-n,07647321-n,False,-1,False,False,False,0.0003,0.0001
partridge,partridge,01807496-n,01807496-n,True,1,True,True,True,0.0001,0.0
African grey,african grey,01817953-n,01817953-n,True,1,True,True,True,0.0002,0.0001
African gray,african grey,01817953-n,01817953-n,True,1,True,True,True,0.0001,0.0
Psittacus erithacus,african grey,01817953-n,01817953-n,True,1,True,True,True,0.0001,0.0
macaw,macaw,01818515-n,01818515-n,True,1,True,True,True,0.0001,0.0001
sulphur-crested cockatoo,sulphur-crested cockatoo,01819313-n,01819313-n,True,1,True,True,True,0.0002,0.0
Kakatoe galerita,sulphur-crested cockatoo,01819313-n,01819313-n,True,1,True,True,True,0.0001,0.0
Cacatua galerita,sulphur-crested cockatoo,01819313-n,01819313-n,True,1,True,True,True,0.0001,0.0
lorikeet,lorikeet,01820546-n,01820546-n,True,1,True,True,True,0.0001,0.0
coucal,coucal,01824575-n,01824575-n,True,1,True,True,True,0.0001,0.0001
bee eater,bee eater,01828970-n,01828970-n,True,1,True,True,True,0.0001,0.0001
hornbill,hornbill,01829413-n,01829413-n,True,1,True,True,True,0.0001,0.0001
hummingbird,hummingbird,01833805-n,01833805-n,True,1,True,True,True,0.0002,0.0001
jacamar,jacamar,01843065-n,01843065-n,True,1,True,True,True,0.0001,0.0001
toucan,toucan,01843383-n,01843383-n,True,1,True,True,True,0.0001,0.0
drake,drake,01847000-n,10942866-n,False,-1,False,False,False,0.0002,0.0
red-breasted merganser,red-breasted merganser,01855032-n,01855032-n,True,1,True,True,True,0.0001,0.0001
Mergus serrator,red-breasted merganser,01855032-n,01855032-n,True,1,True,True,True,0.0001,0.0
goose,goose,01855672-n,01231061-v,False,-1,False,False,False,0.0003,0.0001
black swan,black swan,01860187-n,01860187-n,True,1,True,True,True,0.0001,0.0001
Cygnus atratus,black swan,01860187-n,01860187-n,True,1,True,True,True,0.0001,0.0
tusker,tusker,01871265-n,01871265-n,True,1,True,True,True,0.0001,0.0001
echidna,echidna,01872401-n,01872401-n,True,1,True,True,True,0.0002,0.0001
spiny anteater,anteater,01872401-n,02460009-n,False,-1,False,False,False,0.0001,0.0001
anteater,anteater,01872401-n,02460009-n,False,-1,False,False,False,0.0004,0.0
platypus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.0002,0.0
duckbill,duckbill,01873310-n,00206900-s,False,-1,False,False,False,0.0002,0.0
duckbilled platypus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.0001,0.0
duck-billed platypus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.0001,0.0
Ornithorhynchus anatinus,platypus,01873310-n,01873310-n,True,1,True,True,True,0.0001,0.0
wallaby,wallaby,01877812-n,01877812-n,True,1,True,True,True,0.0001,0.0
brush kangaroo,wallaby,01877812-n,01877812-n,True,1,True,True,True,0.0001,0.0
koala,koala,01882714-n,01882714-n,True,1,True,True,True,0.0002,0.0
koala bear,koala,01882714-n,01882714-n,True,1,True,True,True,0.0001,0.0
kangaroo bear,N/A,01882714-n,N/A,False,-1,False,False,False,0.0001,0.0
native bear,N/A,01882714-n,N/A,False,-1,False,False,False,0.0001,0.0
Phascolarctos cinereus,N/A,01882714-n,N/A,False,-1,False,False,False,0.0001,0.0
wombat,wombat,01883070-n,01883070-n,True,1,True,True,True,0.0001,0.0001
jellyfish,jellyfish,01910747-n,01910747-n,True,1,True,True,True,0.0002,0.0001
sea anemone,sea anemone,01914609-n,01914609-n,True,1,True,True,True,0.0001,0.0001
anemone,anemone,01914609-n,11725015-n,False,3,False,True,True,0.0001,0.0
brain coral,brain coral,01917289-n,01917289-n,True,1,True,True,True,0.0001,0.0001
flatworm,flatworm,01924916-n,01924916-n,True,1,True,True,True,0.0001,0.0001
platyhelminth,flatworm,01924916-n,01924916-n,True,1,True,True,True,0.0001,0.0
nematode,nematode,01930112-n,01930112-n,True,1,True,True,True,0.0001,0.0
nematode worm,nematode,01930112-n,01930112-n,True,1,True,True,True,0.0001,0.0
roundworm,nematode,01930112-n,01930112-n,True,1,True,True,True,0.0002,0.0
conch,conch,01943899-n,01943899-n,True,1,True,True,True,0.0001,0.0001
snail,snail,01944390-n,01382917-v,False,-1,False,False,False,0.0002,0.0001
slug,slug,01945685-n,13390788-n,False,-1,False,False,False,0.0006,0.0001
sea slug,sea slug,01950731-n,01950731-n,True,1,True,True,True,0.0001,0.0001
nudibranch,sea slug,01950731-n,01950731-n,True,1,True,True,True,0.0001,0.0
chiton,chiton,01955084-n,01955084-n,True,1,True,True,True,0.0002,0.0001
coat-of-mail shell,chiton,01955084-n,01955084-n,True,1,True,True,True,0.0001,0.0
sea cradle,chiton,01955084-n,01955084-n,True,1,True,True,True,0.0001,0.0
polyplacophore,chiton,01955084-n,01955084-n,True,1,True,True,True,0.0001,0.0
chambered nautilus,chambered nautilus,01968897-n,01968897-n,True,1,True,True,True,0.0001,0.0001
pearly nautilus,nautilus,01968897-n,03811295-n,False,2,False,True,True,0.0001,0.0
nautilus,nautilus,01968897-n,03811295-n,False,-1,False,False,False,0.0002,0.0001
Dungeness crab,dungeness crab,01978287-n,01978287-n,True,1,True,True,True,0.0002,0.0001
Cancer magister,dungeness crab,01978287-n,01978287-n,True,1,True,True,True,0.0001,0.0
rock crab,rock crab,01978455-n,01978455-n,True,1,True,True,True,0.0001,0.0001
Cancer irroratus,rock crab,01978455-n,01978455-n,True,1,True,True,True,0.0001,0.0
fiddler crab,fiddler crab,01980166-n,01980166-n,True,1,True,True,True,0.0001,0.0001
king crab,king crab,01981276-n,01981276-n,True,1,True,True,True,0.0004,0.0001
Alaska crab,alaska king crab,01981276-n,07788435-n,False,-1,False,False,False,0.0001,0.0001
Alaskan king crab,alaska king crab,01981276-n,07788435-n,False,-1,False,False,False,0.0001,0.0
Alaska king crab,alaska king crab,01981276-n,07788435-n,False,-1,False,False,False,0.0001,0.0001
Paralithodes camtschatica,alaska king crab,01981276-n,07788435-n,False,-1,False,False,False,0.0001,0.0
American lobster,american lobster,01983481-n,01983481-n,True,1,True,True,True,0.0003,0.0001
Northern lobster,american lobster,01983481-n,01983481-n,True,1,True,True,True,0.0001,0.0
Maine lobster,american lobster,01983481-n,01983481-n,True,1,True,True,True,0.0001,0.0
Homarus americanus,american lobster,01983481-n,01983481-n,True,1,True,True,True,0.0001,0.0
spiny lobster,spiny lobster,01984695-n,01984695-n,True,1,True,True,True,0.0003,0.0001
langouste,spiny lobster,01984695-n,01984695-n,True,1,True,True,True,0.0001,0.0
rock lobster,spiny lobster,01984695-n,01984695-n,True,1,True,True,True,0.0001,0.0
crawfish,crayfish,01984695-n,01985128-n,False,-1,False,False,False,0.0003,0.0001
crayfish,crayfish,01984695-n,01985128-n,False,-1,False,False,False,0.0001,0.0
sea crawfish,crayfish,01984695-n,01985128-n,False,-1,False,False,False,0.0001,0.0
crayfish,crayfish,01985128-n,01985128-n,True,1,True,True,True,0.0001,0.0
crawfish,crayfish,01985128-n,01985128-n,True,1,True,True,True,0.0001,0.0
crawdad,N/A,01985128-n,N/A,False,-1,False,False,False,0.0001,0.0
crawdaddy,crayfish,01985128-n,01985128-n,True,1,True,True,True,0.0001,0.0
hermit crab,hermit crab,01986214-n,01986214-n,True,1,True,True,True,0.0001,0.0001
isopod,isopod,01990800-n,01990800-n,True,1,True,True,True,0.0001,0.0001
white stork,white stork,02002556-n,02002556-n,True,1,True,True,True,0.0001,0.0001
Ciconia ciconia,white stork,02002556-n,02002556-n,True,1,True,True,True,0.0001,0.0
black stork,black stork,02002724-n,02002724-n,True,1,True,True,True,0.0001,0.0001
Ciconia nigra,black stork,02002724-n,02002724-n,True,1,True,True,True,0.0001,0.0
spoonbill,spoonbill,02006656-n,02006656-n,True,1,True,True,True,0.0001,0.0001
flamingo,flamingo,02007558-n,02007558-n,True,1,True,True,True,0.0001,0.0001
little blue heron,little blue heron,02009229-n,02009229-n,True,1,True,True,True,0.0002,0.0001
Egretta caerulea,little blue heron,02009229-n,02009229-n,True,1,True,True,True,0.0001,0.0
American egret,american egret,02009912-n,02009912-n,True,1,True,True,True,0.0002,0.0001
great white heron,great white heron,02009912-n,02009750-n,False,-1,False,False,False,0.0002,0.0001
Egretta albus,great white heron,02009912-n,02009750-n,False,2,False,True,True,0.0001,0.0
bittern,bittern,02011460-n,02011460-n,True,1,True,True,True,0.0001,0.0
crane,crane,02012849-n,10914331-n,False,-1,False,False,False,0.0004,0.0
limpkin,limpkin,02013706-n,02013706-n,True,1,True,True,True,0.0001,0.0001
Aramus pictus,limpkin,02013706-n,02013706-n,True,1,True,True,True,0.0001,0.0
European gallinule,european gallinule,02017213-n,02017213-n,True,1,True,True,True,0.0002,0.0001
Porphyrio porphyrio,european gallinule,02017213-n,02017213-n,True,1,True,True,True,0.0001,0.0
American coot,american coot,02018207-n,02018207-n,True,1,True,True,True,0.0002,0.0001
marsh hen,N/A,02018207-n,N/A,False,-1,False,False,False,0.0002,0.0
mud hen,N/A,02018207-n,N/A,False,-1,False,False,False,0.0001,0.0
water hen,N/A,02018207-n,N/A,False,-1,False,False,False,0.0001,0.0
Fulica americana,american coot,02018207-n,02018207-n,True,1,True,True,True,0.0001,0.0
bustard,bustard,02018795-n,02018795-n,True,1,True,True,True,0.0002,0.0
ruddy turnstone,ruddy turnstone,02025239-n,02025239-n,True,1,True,True,True,0.0001,0.0
Arenaria interpres,ruddy turnstone,02025239-n,02025239-n,True,1,True,True,True,0.0001,0.0
red-backed sandpiper,red-backed sandpiper,02027492-n,02027492-n,True,1,True,True,True,0.0002,0.0001
dunlin,red-backed sandpiper,02027492-n,02027492-n,True,1,True,True,True,0.0001,0.0
Erolia alpina,red-backed sandpiper,02027492-n,02027492-n,True,1,True,True,True,0.0001,0.0
redshank,redshank,02028035-n,02028035-n,True,1,True,True,True,0.0001,0.0
Tringa totanus,redshank,02028035-n,02028035-n,True,1,True,True,True,0.0001,0.0
dowitcher,dowitcher,02033041-n,02033041-n,True,1,True,True,True,0.0001,0.0001
oystercatcher,oystercatcher,02037110-n,02037110-n,True,1,True,True,True,0.0001,0.0001
oyster catcher,oystercatcher,02037110-n,02037110-n,True,1,True,True,True,0.0001,0.0
pelican,pelican,02051845-n,02051845-n,True,1,True,True,True,0.0001,0.0001
king penguin,king penguin,02056570-n,02056570-n,True,1,True,True,True,0.0001,0.0001
Aptenodytes patagonica,king penguin,02056570-n,02056570-n,True,1,True,True,True,0.0001,0.0
albatross,albatross,02058221-n,05689645-n,False,-1,False,False,False,0.0002,0.0001
mollymawk,albatross,02058221-n,05689645-n,False,-1,False,False,False,0.0001,0.0
grey whale,grey whale,02066245-n,02066245-n,True,1,True,True,True,0.0002,0.0001
gray whale,grey whale,02066245-n,02066245-n,True,1,True,True,True,0.0001,0.0
devilfish,N/A,02066245-n,N/A,False,-1,False,False,False,0.0002,0.0
Eschrichtius gibbosus,grey whale,02066245-n,02066245-n,True,1,True,True,True,0.0001,0.0
Eschrichtius robustus,grey whale,02066245-n,02066245-n,True,1,True,True,True,0.0001,0.0
killer whale,killer whale,02071294-n,02071294-n,True,1,True,True,True,0.0002,0.0001
killer,killer,02071294-n,05688630-n,False,5,False,False,True,0.0002,0.0
orca,grampus,02071294-n,02071028-n,False,2,False,True,True,0.0001,0.0001
grampus,grampus,02071294-n,02071028-n,False,-1,False,False,False,0.0002,0.0
sea wolf,killer whale,02071294-n,02071294-n,True,1,True,True,True,0.0001,0.0
Orcinus orca,grampus,02071294-n,02071028-n,False,-1,False,False,False,0.0001,0.0
dugong,dugong,02074367-n,02074367-n,True,1,True,True,True,0.0001,0.0001
Dugong dugon,dugong,02074367-n,02074367-n,True,1,True,True,True,0.0001,0.0
sea lion,sea lion,02077923-n,02077923-n,True,1,True,True,True,0.0001,0.0
Chihuahua,chihuahua,02085620-n,08742578-n,False,-1,False,False,False,0.0002,0.0001
Japanese spaniel,japanese spaniel,02085782-n,02085782-n,True,1,True,True,True,0.0001,0.0001
Maltese dog,maltese dog,02085936-n,02085936-n,True,1,True,True,True,0.0002,0.0
Maltese terrier,maltese,02085936-n,03083842-a,False,2,False,True,True,0.0001,0.0
Maltese,maltese,02085936-n,03083842-a,False,-1,False,False,False,0.001,0.0
