query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
bird flying,flight,01503061-n,02484771-v,False,-1,False,False,False,0.0343,0.0117
group of birds,flock,01503061-n,07990956-n,False,-1,False,False,False,0.0324,0.0154
white bird,white-throated sparrow,01503061-n,01535469-n,False,4,False,False,True,0.0351,0.0005
bird is exotic,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0232,0.0226
this is a bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.023,0.001
angry bird,gallows bird,01503061-n,10118208-n,False,2,False,True,True,0.0225,0.0132
blue bird,bluebird,01503061-n,01562014-n,False,-1,False,False,False,0.0232,0.0504
beak of the bird,beak,01503061-n,12875594-n,False,-1,False,False,False,0.0222,0.001
family of birds,coastal diving bird,01503061-n,02040505-n,False,-1,False,False,False,0.0209,0.0525
brown bird,prairie chicken,01503061-n,01798484-n,False,-1,False,False,False,0.0201,0.0314
seven birds,seven,01503061-n,02186970-s,False,-1,False,False,False,0.0203,0.0445
flock of birds.,flock,01503061-n,07990956-n,False,-1,False,False,False,0.0527,0.042
one bird,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0442,0.0256
colorful bird,parrot,01503061-n,01816887-n,False,2,False,True,True,0.0352,0.052
bird 3,game bird,01503061-n,02153203-n,False,-1,False,False,False,0.0436,0.0006
bird 2,game bird,01503061-n,02153203-n,False,3,False,True,True,0.0348,0.0009
bird in it,game bird,01503061-n,02153203-n,False,-1,False,False,False,0.0467,0.0006
small birds perched,bird feeder,01503061-n,02843553-n,False,-1,False,False,False,0.034,0.0142
band like a bird,band,01503061-n,02785191-n,False,-1,False,False,False,0.0297,0.0518
grey bird,African grey,01503061-n,01817953-n,False,-1,False,False,False,0.0257,0.0655
bird is unusual,rare bird,01503061-n,10507692-n,False,4,False,False,True,0.0199,0.0005
large bird,elephant bird,01503061-n,01522450-n,False,-1,False,False,False,0.0206,0.0007
front of bird,front,01503061-n,03398467-n,False,-1,False,False,False,0.0205,0.0444
three birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0209,0.0105
head of bird,secretary bird,01503061-n,01618503-n,False,-1,False,False,False,0.0219,0.0211
small bird flying,hummingbird,01503061-n,01833805-n,False,-1,False,False,False,0.0218,0.0407
bird is white,white-throated sparrow,01503061-n,01535469-n,False,-1,False,False,False,0.0231,0.014
birds face,birdcage mask,01503061-n,02843365-n,False,-1,False,False,False,0.0219,0.0259
green birds,bird of paradise,01503061-n,01571126-n,False,-1,False,False,False,0.0225,0.0129
variety of birds,rare bird,01503061-n,10507692-n,False,2,False,True,True,0.0223,0.0007
red angry bird,redstart,01503061-n,01561452-n,False,-1,False,False,False,0.022,0.0607
flying bird.,bird,01503061-n,01503061-n,True,1,True,True,True,0.0226,0.0114
big flying bird,elephant bird,01503061-n,01522450-n,False,-1,False,False,False,0.0226,0.0275
birds flying.,fly,01503061-n,02190166-n,False,-1,False,False,False,0.0319,0.0012
bird roosting,roost,01503061-n,04107984-n,False,-1,False,False,False,0.0249,0.0761
pair of birds,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0448,0.0099
bird is flying above,bird,01503061-n,01503061-n,True,1,True,True,True,0.0216,0.0006
two young birds,young bird,01503061-n,01613615-n,False,-1,False,False,False,0.0219,0.025
several birds,bird of paradise,01503061-n,01571126-n,False,-1,False,False,False,0.0213,0.0006
multiple birds,bird's nest,01503061-n,09221571-n,False,-1,False,False,False,0.0208,0.0005
little birds,dickeybird,01503061-n,01503976-n,False,-1,False,False,False,0.022,0.0354
flying bird,flight,01503061-n,02484771-v,False,-1,False,False,False,0.0215,0.0007
bird is on,game bird,01503061-n,02153203-n,False,2,False,True,True,0.0207,0.0005
part of bird,bird of passage,01503061-n,01515303-n,False,3,False,True,True,0.0252,0.0141
bird sitting,bird,01503061-n,01503061-n,True,1,True,True,True,0.0207,0.0106
animated bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0213,0.0007
no birds,nonpasserine bird,01503061-n,01524761-n,False,-1,False,False,False,0.0213,0.0148
rear bird,rear,01503061-n,08629508-n,False,-1,False,False,False,0.022,0.0505
birds riding,bird of passage,01503061-n,01515303-n,False,3,False,True,True,0.0214,0.0006
there is a bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0213,0.0007
bird is hanging,gallows bird,01503061-n,10118208-n,False,2,False,True,True,0.0206,0.0007
black birds.,blackbird,01503061-n,01558594-n,False,-1,False,False,False,0.021,0.0138
red bird,redstart,01503061-n,01561452-n,False,-1,False,False,False,0.0227,0.0278
bird is flying,bird,01503061-n,01503061-n,True,1,True,True,True,0.0217,0.0006
3 birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0221,0.0007
bird has,game bird,01503061-n,02153203-n,False,3,False,True,True,0.0246,0.0007
birds head,head,01503061-n,01318381-n,False,3,False,True,True,0.0328,0.0014
bird is yellow,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.0524,0.0873
tiny bird,hummingbird,01503061-n,01833805-n,False,-1,False,False,False,0.0333,0.0006
two birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0208,0.0128
yellow bird,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.02,0.0146
bird is looking,bird watcher,01503061-n,09856500-n,False,-1,False,False,False,0.0246,0.0499
hungry bird,bird feed,01503061-n,07805594-n,False,5,False,False,True,0.0239,0.0006
yellow bananas,banana,12352287-n,07753592-n,False,3,False,True,True,0.0262,0.0839
stem of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0118
mark on the banana,top banana,12352287-n,10715447-n,False,3,False,True,True,0.0225,0.0362
bananas bright yello,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0006
bad banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0128
red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0214,0.0114
between bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0237,0.0153
banana is crescent,banana,12352287-n,07753592-n,False,2,False,True,True,0.023,0.011
near bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0233,0.0005
bananas stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0238,0.0146
holding bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0223,0.0006
bowl of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0222,0.0006
banana being eaten,banana,12352287-n,12352287-n,True,1,True,True,True,0.0241,0.0006
unripe bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0005
stuffed bananas,banana boat,12352287-n,02784124-n,False,3,False,True,True,0.0213,0.0006
bag of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0221,0.0006
tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0228,0.0007
yellow banana peels,banana peel,12352287-n,07738570-n,False,3,False,True,True,0.0236,0.0138
of the bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0232,0.0005
shadow of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.035
half banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0233,0.0006
closest two bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0227,0.0005
other bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0007
bunch of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0227,0.0007
bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0221,0.0006
peeled banana,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0796,0.0006
some bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0005
brown banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.4626,0.0005
unripe green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0386,0.0005
ripe red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.028,0.0005
black tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0007
apples and banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0148
banana is ripe,banana,12352287-n,12352287-n,True,1,True,True,True,0.0214,0.0006
banana stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0198,0.0006
banana is standing,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0005
bananas are green,banana,12352287-n,12352287-n,True,1,True,True,True,0.0223,0.0102
banana is yellow,banana,12352287-n,07753592-n,False,2,False,True,True,0.0222,0.0007
bananas on top,top banana,12352287-n,10715447-n,False,2,False,True,True,0.0208,0.0007
banana is unpeeled,banana,12352287-n,12352287-n,True,1,True,True,True,0.0196,0.0005
banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0007
bunches of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.022,0.0007
tip of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0006
unripened banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0009
green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0224,0.0007
banana trees,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0006
few bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0196,0.0006
behind bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0201
inside of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0006
edge of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0006
in front of a banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0007
banana leaves,banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0007
three bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0198,0.0005
banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0005
"""bananas",banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0007
bunch of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0006
end of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0005
banana peels,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0204,0.0129
group of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0196,0.0005
green unripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0008
hang bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0006
paper under bananas,banana bread,12352287-n,07684938-n,False,-1,False,False,False,0.02,0.0354
bananas hanging,banana,12352287-n,12352287-n,True,1,True,True,True,0.0196,0.0005
bananas not ripe yet,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0006
man eating a banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0203,0.0006
ripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0005
yellow banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0197,0.0005
green banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0229,0.0006
banana displayed,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0006
man has vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0193,0.0576
black vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0206,0.0112
black vest.,vest,04531873-n,04531873-n,True,1,True,True,True,0.0217,0.0006
button up vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0194,0.0229
vest is maroon,vest,04531873-n,04531873-n,True,1,True,True,True,0.021,0.0227
his vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0005
vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0007
wearing a green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.4104,0.0005
man in hat w/ vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0163
man in a vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.0006
man in vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0207,0.0006
man with vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0197,0.0006
pink vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0194,0.0208
safty vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0214,0.023
yellow vest,vest,04531873-n,02222179-v,False,-1,False,False,False,0.0196,0.014
men wear vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0226,0.0006
stripped vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0208,0.0006
white vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0005
with yellow vests,vest,04531873-n,00052043-v,False,-1,False,False,False,0.0198,0.0005
blue and black vest,bluecoat,04531873-n,09861287-n,False,-1,False,False,False,0.0209,0.0231
man is wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.0007
red vest,redcoat,04531873-n,10029985-n,False,-1,False,False,False,0.0204,0.0141
green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0211,0.0007
orange vest,navel orange,04531873-n,07749192-n,False,2,False,True,True,0.0207,0.0376
vest is red,vest,04531873-n,04531873-n,True,1,True,True,True,0.0195,0.0005
vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0195,0.0006
an orange vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0215,0.0006
sleeveless vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.0243
man wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0216,0.0006
yellow vests,vestiture,04531873-n,04532022-n,False,-1,False,False,False,0.0202,0.0005
brown vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0201,0.0112
reflections of vests,vesture,04531873-n,09471349-n,False,-1,False,False,False,0.0205,0.0006
seat in front.,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0213,0.0501
seat back,back,08647616-n,02767433-n,False,-1,False,False,False,0.0205,0.0436
four seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0199,0.0463
edge of seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.021,0.0007
in the red seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0225,0.0006
green seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0227,0.0159
seats been removed,seat,08647616-n,08647616-n,True,1,True,True,True,0.0213,0.0134
red seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0202,0.0006
person in seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0194,0.0132
driver's seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0198,0.0125
seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0208,0.0006
pilot's seat,plane seat,08647616-n,03955489-n,False,3,False,True,True,0.0201,0.0499
can seat,cantle,08647616-n,02953455-n,False,-1,False,False,False,0.0204,0.0118
cushion in the seat,seat cushion,08647616-n,04162895-n,False,-1,False,False,False,0.0208,0.0508
mounted in the seat,seat,08647616-n,01544285-v,False,-1,False,False,False,0.0208,0.0129
kayak seat,kayak,08647616-n,03609235-n,False,-1,False,False,False,0.0259,0.0572
front seat,front bench,08647616-n,03399047-n,False,-1,False,False,False,0.0251,0.0178
toilet with seat,potty seat,08647616-n,03993053-n,False,-1,False,False,False,0.0249,0.0467
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,-1,False,False,False,0.021,0.0484
black seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0236,0.0006
grey seat,grey,08647616-n,03456186-n,False,-1,False,False,False,0.0187,0.0209
first seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0194,0.0006
seats at top,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0214,0.0009
seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.022,0.0006
three seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0197,0.0005
carriage has seats,carriage,08647616-n,02968473-n,False,-1,False,False,False,0.0201,0.0537
part of the seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0251,0.0005
tall seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0189,0.0005
table and seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0193,0.0121
wooden seat,seat,08647616-n,04161981-n,False,-1,False,False,False,0.0241,0.0442
seat down,sit down,08647616-n,01984902-v,False,-1,False,False,False,0.0249,0.035
seat is empty.,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0204,0.0435
on the seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0214,0.0107
flakes on seats,flake,08647616-n,01336440-v,False,-1,False,False,False,0.0207,0.0544
cat on a seat,cathedra,08647616-n,02983904-n,False,-1,False,False,False,0.0201,0.069
chair is seat,chair,08647616-n,03002096-n,False,-1,False,False,False,0.0214,0.036
orange seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.02,0.0005
seen seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0198,0.0005
seat is down.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0209,0.0007
beige seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0216,0.0209
seat armrest,armrest,08647616-n,02741475-n,False,-1,False,False,False,0.0197,0.0472
back seat,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0198,0.0262
bike has seat,bicycle seat,08647616-n,02835915-n,False,-1,False,False,False,0.0193,0.0126
umpire seat,umpire,08647616-n,10735984-n,False,-1,False,False,False,0.0198,0.0509
second seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0207,0.0005
some empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0209,0.0006
seats are white,white,08647616-n,04579986-n,False,-1,False,False,False,0.0198,0.0385
passenger's seat,passenger,08647616-n,10403876-n,False,-1,False,False,False,0.0209,0.0384
brown seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0211,0.0006
white seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0204,0.0007
seat is black,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0216,0.0096
worn seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0226,0.0007
empty seat,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0202,0.0117
extra seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0223,0.0006
last seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0208,0.0007
small blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0211,0.0146
rear seats,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0208,0.0122
three empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.02,0.0007
brown seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0238,0.0017
some seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.046,0.0007
top seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0375,0.0004
mounted on the seat,seat,08647616-n,01616901-v,False,-1,False,False,False,0.0196,0.0007
blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0245,0.0006
seat is colorful,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0195,0.0006
toliet seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0193,0.0006
empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0198,0.0104
in the seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0197,0.0006
there is a seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0206,0.0007
blue seats,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0207,0.0113
greet seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0217,0.0371
pillows on seats,pillow,08647616-n,03938244-n,False,-1,False,False,False,0.0204,0.0305
back of  seat,back,08647616-n,02767433-n,False,-1,False,False,False,0.0195,0.0005
padded seat,seat cushion,08647616-n,04162895-n,False,2,False,True,True,0.0204,0.0009
red seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0208,0.0006
seat is blue.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0191,0.0007
juniper bush,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0203,0.0732
juniper,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0213,0.0006
red blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0195,0.0602
venetian blinds,Venetian blind,07944408-n,04525584-n,False,-1,False,False,False,0.0208,0.047
mini blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0216,0.025
blinds string,string,07944408-n,04337974-n,False,-1,False,False,False,0.0209,0.0319
blinds closed,closed,07944408-n,01655162-a,False,-1,False,False,False,0.0201,0.0293
brown blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0207,0.0325
horizontal blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0204,0.0138
black blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.02,0.0144
gray blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0196,0.0233
open blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0349,0.0095
raised blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0201,0.0303
drawn blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0434,0.0007
roll up blinds,roller blind,07944408-n,04102285-n,False,-1,False,False,False,0.032,0.0268
blinds are white,blindside,07944408-n,02596730-v,False,-1,False,False,False,0.0238,0.0298
through the blinds,blind alley,07944408-n,02851540-n,False,-1,False,False,False,0.0217,0.0243
blinds are closed,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0221,0.0008
white blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0214,0.0142
window with blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0214,0.0147
no blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0199,0.0111
shadow of blinds,shadow,07944408-n,05155349-n,False,-1,False,False,False,0.0201,0.012
blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0207,0.0006
room has blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0202,0.0256
wooden blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0204,0.0129
woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0206,0.0608
flooring is wood,flooring,15098161-n,14871370-n,False,-1,False,False,False,0.0209,0.0552
wood ash,ash,15098161-n,12303921-n,False,-1,False,False,False,0.0204,0.0712
red wood,Philippine mahogany,15098161-n,12700560-n,False,-1,False,False,False,0.0209,0.0637
wood handle,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0197,0.0636
hard wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0205,0.0617
livingroom has wood,lumber room,15098161-n,03697109-n,False,-1,False,False,False,0.0226,0.0664
through the woods,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0199,0.0313
table is medium wood,table,15098161-n,04379243-n,False,-1,False,False,False,0.0206,0.055
iron and wood,Wood's metal,15098161-n,15103911-n,False,3,False,True,True,0.0205,0.0484
two woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0199,0.0134
floors are wood,floor,15098161-n,09282208-n,False,-1,False,False,False,0.02,0.0296
wood handles,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0211,0.0349
sheet of ply wood,ply,15098161-n,03970884-n,False,-1,False,False,False,0.0221,0.0848
into thick wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0414,0.044
bench made of wood,bench,15098161-n,02828884-n,False,-1,False,False,False,0.0216,0.0578
panels are wood,paneling,15098161-n,03882611-n,False,-1,False,False,False,0.0217,0.059
woods are,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0225,0.0007
ramp is wood,ramp,15098161-n,04615728-n,False,-1,False,False,False,0.0206,0.0574
desk is wood,desk,15098161-n,03179701-n,False,-1,False,False,False,0.021,0.0612
picnic table of wood,table,15098161-n,04379964-n,False,-1,False,False,False,0.0195,0.0356
floor is wood.,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0216,0.013
table is wood.,table,15098161-n,04379243-n,False,-1,False,False,False,0.0223,0.0135
boat is wood.,boat,15098161-n,02858304-n,False,-1,False,False,False,0.0205,0.0124
shelf is wood,shelf,15098161-n,04190052-n,False,-1,False,False,False,0.0207,0.0494
exposed wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0201,0.0247
wood back,backboard,15098161-n,02768114-n,False,-1,False,False,False,0.0211,0.0384
wood sticking up,wood,15098161-n,15098161-n,True,1,True,True,True,0.0287,0.0159
logs and wood,saw log,15098161-n,15020203-n,False,3,False,True,True,0.0499,0.0638
this is a wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.053,0.0114
wood sticks,stick,15098161-n,13165646-n,False,-1,False,False,False,0.0339,0.0544
door is wood.,door,15098161-n,03222318-n,False,-1,False,False,False,0.0228,0.0652
