query,closest_label,target_id,result_id,correct,rank,hit@1,hit@3,hit@5,time_sec_candidate_selection,time_sec_disambiguation
"bird,",bird,01503061-n,07644382-n,False,3,False,True,True,0.0214,0.0007
bird is lone,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0207,0.0008
large predatory bird,bird of prey,01503061-n,01604330-n,False,-1,False,False,False,0.0199,0.0317
bird flying,flight,01503061-n,02484771-v,False,-1,False,False,False,0.0207,0.0139
group of birds,flock,01503061-n,07990956-n,False,-1,False,False,False,0.0227,0.0173
white bird,white-throated sparrow,01503061-n,01535469-n,False,4,False,False,True,0.0238,0.0005
bird is exotic,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0211,0.0253
this is a bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0226,0.0005
angry bird,gallows bird,01503061-n,10118208-n,False,2,False,True,True,0.0227,0.0136
blue bird,bluebird,01503061-n,01562014-n,False,-1,False,False,False,0.0246,0.0468
beak of the bird,beak,01503061-n,12875594-n,False,-1,False,False,False,0.0208,0.0006
family of birds,coastal diving bird,01503061-n,02040505-n,False,-1,False,False,False,0.0198,0.0545
brown bird,prairie chicken,01503061-n,01798484-n,False,-1,False,False,False,0.0212,0.032
seven birds,seven,01503061-n,02186970-s,False,-1,False,False,False,0.0223,0.024
flock of birds.,flock,01503061-n,07990956-n,False,-1,False,False,False,0.0217,0.0354
one bird,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0226,0.027
colorful bird,parrot,01503061-n,01816887-n,False,2,False,True,True,0.0227,0.0457
bird 3,game bird,01503061-n,02153203-n,False,-1,False,False,False,0.022,0.0004
bird 2,game bird,01503061-n,02153203-n,False,3,False,True,True,0.022,0.001
bird in it,game bird,01503061-n,02153203-n,False,-1,False,False,False,0.0213,0.0005
small birds perched,bird feeder,01503061-n,02843553-n,False,-1,False,False,False,0.0201,0.0135
band like a bird,band,01503061-n,02785191-n,False,-1,False,False,False,0.0204,0.055
grey bird,African grey,01503061-n,01817953-n,False,-1,False,False,False,0.0419,0.0621
bird is unusual,rare bird,01503061-n,10507692-n,False,4,False,False,True,0.0213,0.0007
large bird,elephant bird,01503061-n,01522450-n,False,-1,False,False,False,0.0212,0.0005
front of bird,front,01503061-n,03398467-n,False,-1,False,False,False,0.0239,0.0494
three birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0222,0.0092
head of bird,secretary bird,01503061-n,01618503-n,False,-1,False,False,False,0.023,0.0214
small bird flying,hummingbird,01503061-n,01833805-n,False,-1,False,False,False,0.0281,0.0397
bird is white,white-throated sparrow,01503061-n,01535469-n,False,-1,False,False,False,0.0258,0.0188
birds face,birdcage mask,01503061-n,02843365-n,False,-1,False,False,False,0.042,0.0274
green birds,bird of paradise,01503061-n,01571126-n,False,-1,False,False,False,0.0433,0.0104
variety of birds,rare bird,01503061-n,10507692-n,False,2,False,True,True,0.024,0.0006
red angry bird,redstart,01503061-n,01561452-n,False,-1,False,False,False,0.0209,0.0545
flying bird.,bird,01503061-n,01503061-n,True,1,True,True,True,0.024,0.0098
big flying bird,elephant bird,01503061-n,01522450-n,False,-1,False,False,False,0.0228,0.0252
birds flying.,fly,01503061-n,02190166-n,False,-1,False,False,False,0.0214,0.0006
bird roosting,roost,01503061-n,04107984-n,False,-1,False,False,False,0.0218,0.0513
pair of birds,rare bird,01503061-n,10507692-n,False,-1,False,False,False,0.0199,0.0108
bird is flying above,bird,01503061-n,01503061-n,True,1,True,True,True,0.0213,0.0005
two young birds,young bird,01503061-n,01613615-n,False,-1,False,False,False,0.0201,0.024
several birds,bird of paradise,01503061-n,01571126-n,False,-1,False,False,False,0.0204,0.0004
multiple birds,bird's nest,01503061-n,09221571-n,False,-1,False,False,False,0.0201,0.0005
little birds,dickeybird,01503061-n,01503976-n,False,-1,False,False,False,0.0215,0.036
flying bird,flight,01503061-n,02484771-v,False,-1,False,False,False,0.0211,0.0008
bird is on,game bird,01503061-n,02153203-n,False,2,False,True,True,0.0205,0.0005
part of bird,bird of passage,01503061-n,01515303-n,False,3,False,True,True,0.0229,0.0221
bird sitting,bird,01503061-n,01503061-n,True,1,True,True,True,0.0198,0.013
animated bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0244,0.0007
no birds,nonpasserine bird,01503061-n,01524761-n,False,-1,False,False,False,0.0238,0.015
rear bird,rear,01503061-n,08629508-n,False,-1,False,False,False,0.0226,0.0576
birds riding,bird of passage,01503061-n,01515303-n,False,3,False,True,True,0.0208,0.0006
there is a bird,bird,01503061-n,01503061-n,True,1,True,True,True,0.0203,0.0004
bird is hanging,gallows bird,01503061-n,10118208-n,False,2,False,True,True,0.0204,0.0004
black birds.,blackbird,01503061-n,01558594-n,False,-1,False,False,False,0.023,0.0111
red bird,redstart,01503061-n,01561452-n,False,-1,False,False,False,0.0216,0.0279
bird is flying,bird,01503061-n,01503061-n,True,1,True,True,True,0.0222,0.0008
3 birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0214,0.0004
bird has,game bird,01503061-n,02153203-n,False,3,False,True,True,0.022,0.0005
birds head,head,01503061-n,01318381-n,False,3,False,True,True,0.0228,0.0006
bird is yellow,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.0212,0.0802
tiny bird,hummingbird,01503061-n,01833805-n,False,-1,False,False,False,0.0199,0.0005
two birds,bird,01503061-n,01503061-n,True,1,True,True,True,0.0193,0.0125
yellow bird,yellowthroat,01503061-n,01570676-n,False,-1,False,False,False,0.0205,0.0141
bird is looking,bird watcher,01503061-n,09856500-n,False,-1,False,False,False,0.021,0.0135
hungry bird,bird feed,01503061-n,07805594-n,False,5,False,False,True,0.0222,0.0006
yellow bananas,banana,12352287-n,07753592-n,False,3,False,True,True,0.0208,0.092
stem of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0257,0.0123
mark on the banana,top banana,12352287-n,10715447-n,False,3,False,True,True,0.0242,0.0355
bananas bright yello,banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0006
bad banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0126
red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0104
between bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0142
banana is crescent,banana,12352287-n,07753592-n,False,2,False,True,True,0.021,0.0097
near bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0007
bananas stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0211,0.0144
holding bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0205,0.0006
bowl of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0208,0.0005
banana being eaten,banana,12352287-n,12352287-n,True,1,True,True,True,0.0227,0.0009
unripe bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0322,0.0006
stuffed bananas,banana boat,12352287-n,02784124-n,False,3,False,True,True,0.0209,0.0005
bag of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.02,0.0004
tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0007
yellow banana peels,banana peel,12352287-n,07738570-n,False,3,False,True,True,0.0226,0.0132
of the bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.022,0.0005
shadow of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0505
half banana,banana,12352287-n,07753592-n,False,3,False,True,True,0.0428,0.0007
closest two bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0006
other bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0209,0.0005
bunch of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0214,0.0006
bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0207,0.0006
peeled banana,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0208,0.0006
some bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0198,0.0005
brown banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0231,0.0007
unripe green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0208,0.0005
ripe red banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0005
black tip of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0219,0.0006
apples and banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0181
banana is ripe,banana,12352287-n,12352287-n,True,1,True,True,True,0.0222,0.0006
banana stems,banana,12352287-n,12352287-n,True,1,True,True,True,0.0218,0.0006
banana is standing,banana,12352287-n,12352287-n,True,1,True,True,True,0.0406,0.0005
bananas are green,banana,12352287-n,12352287-n,True,1,True,True,True,0.0201,0.0193
banana is yellow,banana,12352287-n,07753592-n,False,2,False,True,True,0.0211,0.0005
bananas on top,top banana,12352287-n,10715447-n,False,2,False,True,True,0.0198,0.0005
banana is unpeeled,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0005
banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0212,0.0006
bunches of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0209,0.0006
tip of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0199,0.0005
unripened banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0204,0.0005
green bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0215,0.0006
banana trees,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0006
few bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0233,0.0012
behind bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0428,0.0214
inside of the banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0005
edge of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0005
in front of a banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0213,0.0006
banana leaves,banana,12352287-n,12352287-n,True,1,True,True,True,0.0223,0.0008
three bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0214,0.0005
banana tree,banana,12352287-n,12352287-n,True,1,True,True,True,0.0203,0.0005
"""bananas",banana,12352287-n,12352287-n,True,1,True,True,True,0.0206,0.0008
bunch of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0214,0.0007
end of banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0209,0.0005
banana peels,banana peel,12352287-n,07738570-n,False,2,False,True,True,0.0199,0.0126
group of bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.0201,0.0005
green unripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0234,0.0007
hang bananas,banana,12352287-n,12352287-n,True,1,True,True,True,0.021,0.0005
paper under bananas,banana bread,12352287-n,07684938-n,False,-1,False,False,False,0.0205,0.0362
bananas hanging,banana,12352287-n,12352287-n,True,1,True,True,True,0.0216,0.0007
bananas not ripe yet,banana,12352287-n,12352287-n,True,1,True,True,True,0.0288,0.0011
man eating a banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0237,0.0005
ripe banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0224,0.0005
yellow banana,banana,12352287-n,07753592-n,False,2,False,True,True,0.0222,0.0006
green banana,banana,12352287-n,12352287-n,True,1,True,True,True,0.0202,0.0005
banana displayed,banana,12352287-n,12352287-n,True,1,True,True,True,0.0195,0.0004
man has vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0204,0.0684
black vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0204,0.0111
black vest.,vest,04531873-n,04531873-n,True,1,True,True,True,0.0206,0.0005
button up vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0229,0.0243
vest is maroon,vest,04531873-n,04531873-n,True,1,True,True,True,0.024,0.0228
his vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0219,0.0006
vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0211,0.0005
wearing a green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0212,0.0008
man in hat w/ vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0198,0.0157
man in a vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0231,0.0006
man in vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0207,0.0005
man with vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0201,0.0004
pink vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0209,0.0229
safty vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0217,0.0259
yellow vest,vest,04531873-n,02222179-v,False,-1,False,False,False,0.0201,0.0104
men wear vests,vest,04531873-n,04531873-n,True,1,True,True,True,0.0205,0.0005
stripped vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0199,0.0004
white vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0206,0.0005
with yellow vests,vest,04531873-n,00052043-v,False,-1,False,False,False,0.0214,0.0006
blue and black vest,bluecoat,04531873-n,09861287-n,False,-1,False,False,False,0.0208,0.0222
man is wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0211,0.0007
red vest,redcoat,04531873-n,10029985-n,False,-1,False,False,False,0.0213,0.0137
green vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0211,0.0005
orange vest,navel orange,04531873-n,07749192-n,False,2,False,True,True,0.0195,0.0479
vest is red,vest,04531873-n,04531873-n,True,1,True,True,True,0.02,0.0004
vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0201,0.0007
an orange vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0208,0.0008
sleeveless vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0225,0.0242
man wearing vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0214,0.0007
yellow vests,vestiture,04531873-n,04532022-n,False,-1,False,False,False,0.0204,0.0006
brown vest,vest,04531873-n,04531873-n,True,1,True,True,True,0.0196,0.0123
reflections of vests,vesture,04531873-n,09471349-n,False,-1,False,False,False,0.0216,0.0005
seat in front.,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0213,0.0572
seat back,back,08647616-n,02767433-n,False,-1,False,False,False,0.0213,0.0434
four seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0193,0.0475
edge of seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.02,0.0004
in the red seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0205,0.0005
green seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.021,0.0139
seats been removed,seat,08647616-n,08647616-n,True,1,True,True,True,0.0215,0.0128
red seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0213,0.0004
person in seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0198,0.0123
driver's seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0204,0.0201
seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0209,0.0005
pilot's seat,plane seat,08647616-n,03955489-n,False,3,False,True,True,0.021,0.0506
can seat,cantle,08647616-n,02953455-n,False,-1,False,False,False,0.0203,0.0124
cushion in the seat,seat cushion,08647616-n,04162895-n,False,-1,False,False,False,0.0201,0.0539
mounted in the seat,seat,08647616-n,01544285-v,False,-1,False,False,False,0.0226,0.0115
kayak seat,kayak,08647616-n,03609235-n,False,-1,False,False,False,0.0219,0.0624
front seat,front bench,08647616-n,03399047-n,False,-1,False,False,False,0.0223,0.0187
toilet with seat,potty seat,08647616-n,03993053-n,False,-1,False,False,False,0.0271,0.0773
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,-1,False,False,False,0.0245,0.0474
black seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0232,0.0006
grey seat,grey,08647616-n,03456186-n,False,-1,False,False,False,0.0202,0.021
first seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0224,0.0006
seats at top,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0199,0.0005
seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0198,0.0005
three seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0196,0.0005
carriage has seats,carriage,08647616-n,02968473-n,False,-1,False,False,False,0.0209,0.0594
part of the seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0196,0.0004
tall seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0223,0.0008
table and seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0213,0.0129
wooden seat,seat,08647616-n,04161981-n,False,-1,False,False,False,0.0208,0.0132
seat down,sit down,08647616-n,01984902-v,False,-1,False,False,False,0.0204,0.0369
seat is empty.,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0215,0.0457
on the seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0218,0.0106
flakes on seats,flake,08647616-n,01336440-v,False,-1,False,False,False,0.0215,0.0562
cat on a seat,cathedra,08647616-n,02983904-n,False,-1,False,False,False,0.0199,0.0742
chair is seat,chair,08647616-n,03002096-n,False,-1,False,False,False,0.0215,0.0385
orange seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0194,0.0004
seen seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0204,0.0006
seat is down.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0214,0.0005
beige seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0207,0.021
seat armrest,armrest,08647616-n,02741475-n,False,-1,False,False,False,0.0214,0.0459
back seat,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0251,0.0245
bike has seat,bicycle seat,08647616-n,02835915-n,False,-1,False,False,False,0.0211,0.0126
umpire seat,umpire,08647616-n,10735984-n,False,-1,False,False,False,0.0213,0.0497
second seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0208,0.0006
some empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0198,0.0006
seats are white,white,08647616-n,04579986-n,False,-1,False,False,False,0.021,0.0378
passenger's seat,passenger,08647616-n,10403876-n,False,-1,False,False,False,0.0207,0.0367
brown seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.02,0.0005
white seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0207,0.0006
seat is black,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0208,0.0089
worn seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.022,0.0006
empty seat,empty,08647616-n,03284308-n,False,-1,False,False,False,0.0207,0.0123
extra seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0202,0.0007
last seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0197,0.0005
small blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0208,0.0136
rear seats,backseat,08647616-n,02770830-n,False,-1,False,False,False,0.0246,0.0107
three empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.021,0.0006
brown seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.02,0.0005
some seats,seat,08647616-n,02333979-v,False,-1,False,False,False,0.0197,0.0004
top seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0192,0.0004
mounted on the seat,seat,08647616-n,01616901-v,False,-1,False,False,False,0.021,0.0007
blue seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0204,0.0005
seat is colorful,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0204,0.0005
toliet seat,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0254,0.0006
empty seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0208,0.0098
in the seats,seat,08647616-n,08490039-n,False,-1,False,False,False,0.0211,0.0006
there is a seat,seat,08647616-n,04162599-n,False,-1,False,False,False,0.02,0.0005
blue seats,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0197,0.0127
greet seat,seat,08647616-n,04162433-n,False,-1,False,False,False,0.0199,0.0346
pillows on seats,pillow,08647616-n,03938244-n,False,-1,False,False,False,0.0218,0.0254
back of  seat,back,08647616-n,02767433-n,False,-1,False,False,False,0.0201,0.0006
padded seat,seat cushion,08647616-n,04162895-n,False,2,False,True,True,0.0205,0.0006
red seats,seat,08647616-n,08647616-n,True,1,True,True,True,0.0208,0.0006
seat is blue.,seat,08647616-n,04162599-n,False,-1,False,False,False,0.0209,0.0005
juniper bush,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0208,0.0628
juniper,juniper,12567490-n,11636566-n,False,-1,False,False,False,0.0199,0.0006
red blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0204,0.0667
venetian blinds,Venetian blind,07944408-n,04525584-n,False,-1,False,False,False,0.0209,0.0486
mini blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0203,0.0247
blinds string,string,07944408-n,04337974-n,False,-1,False,False,False,0.0211,0.0368
blinds closed,closed,07944408-n,01655162-a,False,-1,False,False,False,0.02,0.0352
brown blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0226,0.0355
horizontal blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.02,0.0137
black blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0202,0.0143
gray blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0206,0.0232
open blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0213,0.0099
raised blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0221,0.0231
drawn blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0208,0.0007
roll up blinds,roller blind,07944408-n,04102285-n,False,-1,False,False,False,0.0214,0.0271
blinds are white,blindside,07944408-n,02596730-v,False,-1,False,False,False,0.0212,0.0278
through the blinds,blind alley,07944408-n,02851540-n,False,-1,False,False,False,0.0224,0.0235
blinds are closed,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0198,0.0005
white blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0211,0.0123
window with blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.021,0.0141
no blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0242,0.0095
shadow of blinds,shadow,07944408-n,05155349-n,False,-1,False,False,False,0.0246,0.0114
blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0234,0.0005
room has blinds,window blind,07944408-n,04589190-n,False,-1,False,False,False,0.0199,0.0245
wooden blinds,blind,07944408-n,02851099-n,False,-1,False,False,False,0.0203,0.0113
woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0207,0.0608
flooring is wood,flooring,15098161-n,14871370-n,False,-1,False,False,False,0.0212,0.0546
wood ash,ash,15098161-n,12303921-n,False,-1,False,False,False,0.0194,0.0765
red wood,Philippine mahogany,15098161-n,12700560-n,False,-1,False,False,False,0.0204,0.0669
wood handle,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0198,0.0676
hard wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0201,0.0596
livingroom has wood,lumber room,15098161-n,03697109-n,False,-1,False,False,False,0.0197,0.0653
through the woods,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0202,0.0317
table is medium wood,table,15098161-n,04379243-n,False,-1,False,False,False,0.0206,0.0525
iron and wood,Wood's metal,15098161-n,15103911-n,False,3,False,True,True,0.021,0.053
two woods,woodshed,15098161-n,04598318-n,False,-1,False,False,False,0.0198,0.013
floors are wood,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0204,0.0338
wood handles,rake handle,15098161-n,04050313-n,False,-1,False,False,False,0.0289,0.0463
sheet of ply wood,ply,15098161-n,03970884-n,False,-1,False,False,False,0.0212,0.0686
into thick wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.021,0.0477
bench made of wood,bench,15098161-n,02828884-n,False,-1,False,False,False,0.0203,0.0573
panels are wood,paneling,15098161-n,03882611-n,False,-1,False,False,False,0.0196,0.0596
woods are,woodsman,15098161-n,10790384-n,False,-1,False,False,False,0.0207,0.0005
ramp is wood,ramp,15098161-n,04615728-n,False,-1,False,False,False,0.0202,0.0575
desk is wood,desk,15098161-n,03179701-n,False,-1,False,False,False,0.0208,0.0688
picnic table of wood,table,15098161-n,04379964-n,False,-1,False,False,False,0.0197,0.0352
floor is wood.,floor,15098161-n,09282208-n,False,-1,False,False,False,0.0211,0.0123
table is wood.,table,15098161-n,04379243-n,False,-1,False,False,False,0.0225,0.0125
boat is wood.,boat,15098161-n,02858304-n,False,-1,False,False,False,0.0222,0.0118
shelf is wood,shelf,15098161-n,04190052-n,False,-1,False,False,False,0.0213,0.046
exposed wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.0217,0.0218
wood back,backboard,15098161-n,02768114-n,False,-1,False,False,False,0.0193,0.0392
wood sticking up,wood,15098161-n,15098161-n,True,1,True,True,True,0.0215,0.0117
logs and wood,saw log,15098161-n,15020203-n,False,3,False,True,True,0.021,0.0457
this is a wood,wood,15098161-n,15098161-n,True,1,True,True,True,0.031,0.0118
wood sticks,stick,15098161-n,13165646-n,False,-1,False,False,False,0.0206,0.0526
door is wood.,door,15098161-n,03222318-n,False,-1,False,False,False,0.0219,0.0641
