query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
grass snake,grass snake,01735189-n,N/A,False,2.39,0.14
water snake,water snake,01737021-n,N/A,False,2.56,0.16
vine snake,vine snake,01739381-n,N/A,False,2.6,0.14
night snake,night snake,01740131-n,N/A,False,2.44,0.17
Hypsiglena torquata,hypha,01740131-n,N/A,False,2.4,0.2
boa constrictor,boa constrictor,01742172-n,N/A,False,2.43,0.16
Constrictor constrictor,constrictor,01742172-n,N/A,False,2.58,0.15
rock python,rock python,01744401-n,N/A,False,2.41,0.16
rock snake,rock python,01744401-n,N/A,False,2.38,0.14
Python sebae,sebacic acid,01744401-n,N/A,False,2.39,0.16
Indian cobra,Indian cobra,01748264-n,N/A,False,2.59,0.18
Naja naja,Navaho,01748264-n,N/A,False,2.39,0.19
green mamba,green mamba,01749939-n,N/A,False,2.38,0.16
sea snake,sea snake,01751748-n,N/A,False,2.39,0.17
horned viper,horned viper,01753488-n,N/A,False,2.45,0.17
cerastes,ceras,01753488-n,N/A,False,2.39,0.16
sand viper,viper,01753488-n,N/A,False,2.38,0.16
horned asp,horned chameleon,01753488-n,N/A,False,2.4,0.16
Cerastes cornutus,Cepheus,01753488-n,N/A,False,2.41,0.15
diamondback,diamondback,01755581-n,N/A,False,2.39,0.16
diamondback rattlesnake,diamondback,01755581-n,N/A,False,2.38,0.17
Crotalus adamanteus,Croesus,01755581-n,N/A,False,2.55,0.17
sidewinder,sidewinder,01756291-n,N/A,False,2.49,0.14
horned rattlesnake,rattlesnake,01756291-n,N/A,False,2.38,0.18
Crotalus cerastes,crotalaria,01756291-n,N/A,False,2.38,0.19
trilobite,trilobite,01768244-n,N/A,False,2.4,0.13
harvestman,harvester,01770081-n,N/A,False,2.5,0.13
daddy longlegs,longwool,01770081-n,N/A,False,2.38,0.14
Phalangium opilio,Phalangium,01770081-n,N/A,False,2.38,0.18
scorpion,scorpion,01770393-n,N/A,False,2.42,0.2
black and gold garden spider,black and gold garden spider,01773157-n,N/A,False,2.4,0.17
Argiope aurantia,aura,01773157-n,N/A,False,2.45,0.16
barn spider,barn spider,01773549-n,N/A,False,2.41,0.19
Araneus cavaticus,arariba,01773549-n,N/A,False,2.41,0.16
garden spider,garden spider,01773797-n,N/A,False,2.41,0.17
Aranea diademata,arariba,01773797-n,N/A,False,2.58,0.18
black widow,black widow,01774384-n,N/A,False,2.39,0.15
Latrodectus mactans,Latrodectus,01774384-n,N/A,False,2.4,0.21
tarantula,tarantula,01774750-n,N/A,False,2.54,0.17
wolf spider,wolf spider,01775062-n,N/A,False,2.41,0.19
hunting spider,wolf spider,01775062-n,N/A,False,2.5,0.22
tick,tick,01776313-n,N/A,False,2.43,0.18
centipede,centipede,01784675-n,N/A,False,2.41,0.23
black grouse,black grouse,01795545-n,N/A,False,2.4,0.17
ptarmigan,ptarmigan,01796340-n,N/A,False,2.41,0.17
ruffed grouse,ruffed grouse,01797886-n,N/A,False,2.4,0.18
partridge,partridge,01797886-n,N/A,False,2.58,0.18
Bonasa umbellus,umbellifer,01797886-n,N/A,False,2.4,0.19
prairie chicken,prairie chicken,01798484-n,N/A,False,2.39,0.16
prairie grouse,prairie chicken,01798484-n,N/A,False,2.38,0.18
prairie fowl,game fowl,01798484-n,N/A,False,2.39,0.21
peacock,peacock,01806143-n,N/A,False,2.6,0.19
quail,quail,01806567-n,N/A,False,2.43,0.19
partridge,partridge,01807496-n,N/A,False,2.39,0.2
African grey,African grey,01817953-n,N/A,False,2.59,0.15
African gray,African grey,01817953-n,N/A,False,2.39,0.14
Psittacus erithacus,Psittacus,01817953-n,N/A,False,2.41,0.16
macaw,macaw,01818515-n,N/A,False,2.39,0.14
sulphur-crested cockatoo,sulphur-crested cockatoo,01819313-n,N/A,False,2.39,0.16
Kakatoe galerita,Kakatoe,01819313-n,N/A,False,2.44,0.14
Cacatua galerita,Cacajao,01819313-n,N/A,False,2.39,0.15
lorikeet,lorikeet,01820546-n,N/A,False,2.57,0.15
coucal,coucal,01824575-n,N/A,False,2.39,0.17
bee eater,bee eater,01828970-n,N/A,False,2.4,0.19
hornbill,hornbill,01829413-n,N/A,False,2.41,0.18
hummingbird,hummingbird,01833805-n,N/A,False,2.4,0.16
jacamar,jacamar,01843065-n,N/A,False,2.42,0.16
toucan,toucan,01843383-n,N/A,False,2.38,0.16
drake,drake,01847000-n,N/A,False,2.39,0.13
red-breasted merganser,red-breasted merganser,01855032-n,N/A,False,2.38,0.17
Mergus serrator,serratus posterior superior,01855032-n,N/A,False,2.39,0.17
goose,goose,01855672-n,N/A,False,2.61,0.17
black swan,black swan,01860187-n,N/A,False,2.4,0.17
Cygnus atratus,Cygnus,01860187-n,N/A,False,2.55,0.16
tusker,tusker,01871265-n,N/A,False,2.54,0.17
echidna,echidna,01872401-n,N/A,False,2.41,0.19
spiny anteater,anteater,01872401-n,N/A,False,2.56,0.18
anteater,anteater,01872401-n,N/A,False,2.55,0.16
platypus,platypus,01873310-n,N/A,False,2.48,0.18
duckbill,duck,01873310-n,N/A,False,2.4,0.15
duckbilled platypus,platypus,01873310-n,N/A,False,2.4,0.17
duck-billed platypus,platypus,01873310-n,N/A,False,2.5,0.19
Ornithorhynchus anatinus,ornithopod,01873310-n,N/A,False,2.4,0.18
wallaby,wallaby,01877812-n,N/A,False,2.42,0.17
brush kangaroo,kangaroo,01877812-n,N/A,False,2.39,0.21
koala,koala,01882714-n,N/A,False,2.43,0.19
koala bear,koala,01882714-n,N/A,False,2.43,0.17
kangaroo bear,kangaroo,01882714-n,N/A,False,2.44,0.18
native bear,bear,01882714-n,N/A,False,2.41,0.16
Phascolarctos cinereus,Phascolarctos,01882714-n,N/A,False,2.41,0.16
wombat,wombat,01883070-n,N/A,False,2.59,0.17
jellyfish,jellyfish,01910747-n,N/A,False,2.53,0.15
sea anemone,anemone fish,01914609-n,N/A,False,2.41,0.18
anemone,anemone,01914609-n,N/A,False,2.39,0.18
brain coral,brain coral,01917289-n,N/A,False,2.57,0.16
flatworm,flatworm,01924916-n,N/A,False,2.39,0.18
platyhelminth,platy,01924916-n,N/A,False,2.39,0.18
nematode,nematode,01930112-n,N/A,False,2.41,0.18
nematode worm,nematode,01930112-n,N/A,False,2.39,0.17
roundworm,common roundworm,01930112-n,N/A,False,2.39,0.19
conch,conch,01943899-n,N/A,False,2.37,0.16
snail,snail,01944390-n,N/A,False,2.4,0.21
slug,slug,01945685-n,N/A,False,2.62,0.15
sea slug,sea slug,01950731-n,N/A,False,2.41,0.18
nudibranch,Nudibranchia,01950731-n,N/A,False,2.38,0.21
chiton,chiton,01955084-n,N/A,False,2.43,0.15
coat-of-mail shell,coat,01955084-n,N/A,False,2.38,0.17
sea cradle,cradle,01955084-n,N/A,False,2.53,0.15
polyplacophore,Polyplacophora,01955084-n,N/A,False,2.38,0.17
chambered nautilus,chambered nautilus,01968897-n,N/A,False,2.37,0.14
pearly nautilus,nautilus,01968897-n,N/A,False,2.38,0.15
nautilus,nautilus,01968897-n,N/A,False,2.4,0.16
Dungeness crab,Dungeness crab,01978287-n,N/A,False,2.6,0.15
Cancer magister,Dungeness crab,01978287-n,N/A,False,2.46,0.14
rock crab,rock crab,01978455-n,N/A,False,2.38,0.19
Cancer irroratus,Cancer,01978455-n,N/A,False,2.37,0.15
fiddler crab,fiddler crab,01980166-n,N/A,False,2.59,0.17
king crab,king crab,01981276-n,N/A,False,2.58,0.17
Alaska crab,king crab,01981276-n,N/A,False,2.42,0.19
Alaskan king crab,king crab,01981276-n,N/A,False,2.57,0.18
Alaska king crab,king crab,01981276-n,N/A,False,2.41,0.17
Paralithodes camtschatica,parasol,01981276-n,N/A,False,2.57,0.15
American lobster,American lobster,01983481-n,N/A,False,2.39,0.19
Northern lobster,lobster,01983481-n,N/A,False,2.38,0.2
Maine lobster,American lobster,01983481-n,N/A,False,2.4,0.19
Homarus americanus,Housman,01983481-n,N/A,False,2.39,0.17
spiny lobster,spiny lobster,01984695-n,N/A,False,2.41,0.18
langouste,languisher,01984695-n,N/A,False,2.4,0.15
rock lobster,lobster,01984695-n,N/A,False,2.38,0.19
crawfish,crayfish,01984695-n,N/A,False,2.6,0.18
crayfish,crayfish,01984695-n,N/A,False,2.38,0.2
sea crawfish,crayfish,01984695-n,N/A,False,2.49,0.18
crayfish,crayfish,01985128-n,N/A,False,2.5,0.22
crawfish,crayfish,01985128-n,N/A,False,2.43,0.19
crawdad,craw,01985128-n,N/A,False,2.39,0.17
crawdaddy,craw,01985128-n,N/A,False,2.39,0.16
hermit crab,hermit crab,01986214-n,N/A,False,2.39,0.16
isopod,isopod,01990800-n,N/A,False,2.38,0.18
white stork,white stork,02002556-n,N/A,False,2.38,0.18
Ciconia ciconia,cicada,02002556-n,N/A,False,2.4,0.19
black stork,black stork,02002724-n,N/A,False,2.4,0.17
Ciconia nigra,citrange,02002724-n,N/A,False,2.39,0.19
spoonbill,spoonbill,02006656-n,N/A,False,2.58,0.18
flamingo,flamingo,02007558-n,N/A,False,2.39,0.16
little blue heron,little blue heron,02009229-n,N/A,False,2.38,0.17
Egretta caerulea,cagoule,02009229-n,N/A,False,2.39,0.15
American egret,American egret,02009912-n,N/A,False,2.38,0.16
great white heron,great blue heron,02009912-n,N/A,False,2.38,0.19
Egretta albus,American egret,02009912-n,N/A,False,2.4,0.16
bittern,bittern,02011460-n,N/A,False,2.38,0.18
crane,crane,02012849-n,N/A,False,2.56,0.15
limpkin,limpkin,02013706-n,N/A,False,2.39,0.13
Aramus pictus,Aramus,02013706-n,N/A,False,2.4,0.16
European gallinule,European gallinule,02017213-n,N/A,False,2.57,0.17
Porphyrio porphyrio,porphyry,02017213-n,N/A,False,2.4,0.17
American coot,American coot,02018207-n,N/A,False,2.38,0.17
marsh hen,marsh pea,02018207-n,N/A,False,2.41,0.16
mud hen,mud,02018207-n,N/A,False,2.38,0.16
water hen,hen,02018207-n,N/A,False,2.4,0.16
Fulica americana,fucoid,02018207-n,N/A,False,2.38,0.2
bustard,bustard,02018795-n,N/A,False,2.59,0.16
ruddy turnstone,ruddy turnstone,02025239-n,N/A,False,2.39,0.18
Arenaria interpres,arena,02025239-n,N/A,False,2.58,0.19
red-backed sandpiper,red-backed sandpiper,02027492-n,N/A,False,2.41,0.2
dunlin,dunker,02027492-n,N/A,False,2.41,0.14
Erolia alpina,eriogonum,02027492-n,N/A,False,2.38,0.21
redshank,redshank,02028035-n,N/A,False,2.42,0.16
Tringa totanus,Tringa,02028035-n,N/A,False,2.59,0.18
dowitcher,dowitcher,02033041-n,N/A,False,2.43,0.15
oystercatcher,oystercatcher,02037110-n,N/A,False,2.59,0.18
oyster catcher,oyster,02037110-n,N/A,False,2.39,0.18
pelican,pelican,02051845-n,N/A,False,2.37,0.18
king penguin,king penguin,02056570-n,N/A,False,2.4,0.17
Aptenodytes patagonica,Aptenodytes,02056570-n,N/A,False,2.5,0.17
albatross,albatross,02058221-n,N/A,False,2.55,0.17
mollymawk,mollycoddle,02058221-n,N/A,False,2.59,0.13
grey whale,grey whale,02066245-n,N/A,False,2.39,0.15
gray whale,grey whale,02066245-n,N/A,False,2.44,0.16
devilfish,scorpionfish,02066245-n,N/A,False,2.5,0.18
Eschrichtius gibbosus,Eschrichtius,02066245-n,N/A,False,2.6,0.14
Eschrichtius robustus,Eschrichtius,02066245-n,N/A,False,2.39,0.14
killer whale,killer whale,02071294-n,N/A,False,2.39,0.15
killer,killer,02071294-n,N/A,False,2.4,0.13
orca,theca,02071294-n,N/A,False,2.53,0.15
grampus,grampus,02071294-n,N/A,False,2.4,0.23
sea wolf,wolf,02071294-n,N/A,False,2.42,0.14
Orcinus orca,Orcinus,02071294-n,N/A,False,2.52,0.17
dugong,dugong,02074367-n,N/A,False,2.38,0.18
Dugong dugon,dugong,02074367-n,N/A,False,2.39,0.18
sea lion,sea lion,02077923-n,N/A,False,2.38,0.18
Chihuahua,Chihuahua,02085620-n,N/A,False,2.39,0.18
Japanese spaniel,Japanese spaniel,02085782-n,N/A,False,2.39,0.14
Maltese dog,Maltese dog,02085936-n,N/A,False,2.57,0.15
Maltese terrier,Maltese dog,02085936-n,N/A,False,2.38,0.14
Maltese,Maltese,02085936-n,N/A,False,2.57,0.15
Pekinese,Pekinese,02086079-n,N/A,False,2.44,0.15
Pekingese,chinchilla,02086079-n,N/A,False,2.58,0.18
Peke,pederasty,02086079-n,N/A,False,2.41,0.14
Shih-Tzu,Shih-Tzu,02086240-n,N/A,False,2.58,0.14
Blenheim spaniel,Blenheim spaniel,02086646-n,N/A,False,2.4,0.17
papillon,papillon,02086910-n,N/A,False,2.59,0.16
toy terrier,toy terrier,02087046-n,N/A,False,2.58,0.14
Rhodesian ridgeback,Rhodesian ridgeback,02087394-n,N/A,False,2.42,0.17
Afghan hound,Afghan hound,02088094-n,N/A,False,2.5,0.14
Afghan,Afghan,02088094-n,N/A,False,2.58,0.23
basset,basset,02088238-n,N/A,False,2.39,0.19
basset hound,basset,02088238-n,N/A,False,2.46,0.15
beagle,beagle,02088364-n,N/A,False,2.41,0.12
bloodhound,bloodhound,02088466-n,N/A,False,2.42,0.12
sleuthhound,sleuth,02088466-n,N/A,False,2.39,0.13
bluetick,bluetick,02088632-n,N/A,False,2.39,0.14
black-and-tan coonhound,black-and-tan coonhound,02089078-n,N/A,False,2.39,0.15
Walker hound,Walker hound,02089867-n,N/A,False,2.5,0.13
Walker foxhound,Walker hound,02089867-n,N/A,False,2.39,0.13
English foxhound,English foxhound,02089973-n,N/A,False,2.44,0.13
redbone,redbone,02090379-n,N/A,False,2.38,0.12
borzoi,borzoi,02090622-n,N/A,False,2.41,0.14
Russian wolfhound,wolfhound,02090622-n,N/A,False,2.38,0.14
Irish wolfhound,Irish wolfhound,02090721-n,N/A,False,2.42,0.15
Italian greyhound,Italian greyhound,02091032-n,N/A,False,2.53,0.14
whippet,whippet,02091134-n,N/A,False,2.43,0.15
Ibizan hound,Ibizan hound,02091244-n,N/A,False,2.55,0.14
Ibizan Podenco,Ibizan hound,02091244-n,N/A,False,2.4,0.16
Norwegian elkhound,Norwegian elkhound,02091467-n,N/A,False,2.39,0.16
elkhound,Norwegian elkhound,02091467-n,N/A,False,2.55,0.16
otterhound,otter,02091635-n,N/A,False,2.39,0.17
otter hound,otterhound,02091635-n,N/A,False,2.4,0.17
Saluki,Saluki,02091831-n,N/A,False,2.38,0.13
gazelle hound,gazelle,02091831-n,N/A,False,2.38,0.16
Scottish deerhound,Scottish deerhound,02092002-n,N/A,False,2.4,0.14
deerhound,deerstalker,02092002-n,N/A,False,2.47,0.14
Weimaraner,Weimaraner,02092339-n,N/A,False,2.39,0.18
Staffordshire bullterrier,Staffordshire bullterrier,02093256-n,N/A,False,2.4,0.13
Staffordshire bull terrier,Staffordshire bullterrier,02093256-n,N/A,False,2.39,0.14
American Staffordshire terrier,American Staffordshire terrier,02093428-n,N/A,False,2.54,0.14
Staffordshire terrier,American Staffordshire terrier,02093428-n,N/A,False,2.56,0.13
American pit bull terrier,bullterrier,02093428-n,N/A,False,2.58,0.15
pit bull terrier,terrier,02093428-n,N/A,False,2.4,0.15
Bedlington terrier,Bedlington terrier,02093647-n,N/A,False,2.4,0.16
Border terrier,Border terrier,02093754-n,N/A,False,2.39,0.13
Kerry blue terrier,Kerry blue terrier,02093859-n,N/A,False,2.4,0.14
Irish terrier,Irish terrier,02093991-n,N/A,False,2.4,0.16
Norfolk terrier,Norfolk terrier,02094114-n,N/A,False,2.41,0.15
Norwich terrier,Norwich terrier,02094258-n,N/A,False,2.55,0.18
Yorkshire terrier,Yorkshire terrier,02094433-n,N/A,False,2.42,0.18
wire-haired fox terrier,wire-haired fox terrier,02095314-n,N/A,False,2.59,0.15
Lakeland terrier,Lakeland terrier,02095570-n,N/A,False,2.38,0.14
Sealyham terrier,Sealyham terrier,02095889-n,N/A,False,2.4,0.14
Sealyham,Sealyham terrier,02095889-n,N/A,False,2.39,0.13
Airedale,Airedale,02096051-n,N/A,False,2.4,0.12
Airedale terrier,Airedale,02096051-n,N/A,False,2.4,0.13
cairn,cairn,02096177-n,N/A,False,2.47,0.14
cairn terrier,cairn,02096177-n,N/A,False,2.39,0.14
Australian terrier,Australian terrier,02096294-n,N/A,False,2.48,0.13
Dandie Dinmont,Dandie Dinmont,02096437-n,N/A,False,2.58,0.13
Dandie Dinmont terrier,Dandie Dinmont,02096437-n,N/A,False,2.59,0.13
Boston bull,Boston bull,02096585-n,N/A,False,2.56,0.18
Boston terrier,Boston bull,02096585-n,N/A,False,2.4,0.13
miniature schnauzer,miniature schnauzer,02097047-n,N/A,False,2.55,0.14
giant schnauzer,giant schnauzer,02097130-n,N/A,False,2.41,0.14
standard schnauzer,standard schnauzer,02097209-n,N/A,False,2.4,0.14
Scotch terrier,Scotch terrier,02097298-n,N/A,False,2.4,0.13
Scottish terrier,Skye terrier,02097298-n,N/A,False,2.41,0.14
Scottie,Scott,02097298-n,N/A,False,2.57,0.14
Tibetan terrier,Tibetan terrier,02097474-n,N/A,False,2.4,0.16
chrysanthemum dog,chrysanthemum,02097474-n,N/A,False,2.41,0.2
silky terrier,silky terrier,02097658-n,N/A,False,2.41,0.13
Sydney silky,silky terrier,02097658-n,N/A,False,2.57,0.12
soft-coated wheaten terrier,soft-coated wheaten terrier,02098105-n,N/A,False,2.41,0.14
West Highland white terrier,West Highland white terrier,02098286-n,N/A,False,2.38,0.17
Lhasa,Lhasa,02098413-n,N/A,False,2.41,0.17
Lhasa apso,Lhasa,02098413-n,N/A,False,2.4,0.17
flat-coated retriever,flat-coated retriever,02099267-n,N/A,False,2.46,0.15
curly-coated retriever,curly-coated retriever,02099429-n,N/A,False,2.4,0.13
golden retriever,golden retriever,02099601-n,N/A,False,2.51,0.15
Labrador retriever,Labrador retriever,02099712-n,N/A,False,2.39,0.17
Chesapeake Bay retriever,Chesapeake Bay retriever,02099849-n,N/A,False,2.4,0.18
German short-haired pointer,German short-haired pointer,02100236-n,N/A,False,2.4,0.13
vizsla,vizsla,02100583-n,N/A,False,2.39,0.14
Hungarian pointer,pointer,02100583-n,N/A,False,2.59,0.14
English setter,English setter,02100735-n,N/A,False,2.6,0.14
Irish setter,Irish setter,02100877-n,N/A,False,2.44,0.15
red setter,Irish setter,02100877-n,N/A,False,2.61,0.14
Gordon setter,Gordon setter,02101006-n,N/A,False,2.59,0.13
Brittany spaniel,Brittany spaniel,02101388-n,N/A,False,2.39,0.13
clumber,clumber,02101556-n,N/A,False,2.58,0.14
clumber spaniel,clumber,02101556-n,N/A,False,2.56,0.13
English springer,English springer,02102040-n,N/A,False,2.4,0.14
English springer spaniel,English springer,02102040-n,N/A,False,2.38,0.13
Welsh springer spaniel,Welsh springer spaniel,02102177-n,N/A,False,2.39,0.14
cocker spaniel,cocker spaniel,02102318-n,N/A,False,2.41,0.13
English cocker spaniel,cocker spaniel,02102318-n,N/A,False,2.41,0.13
cocker,cocksucker,02102318-n,N/A,False,2.39,0.13
Sussex spaniel,Sussex spaniel,02102480-n,N/A,False,2.4,0.13
Irish water spaniel,Irish water spaniel,02102973-n,N/A,False,2.4,0.15
kuvasz,kuvasz,02104029-n,N/A,False,2.39,0.16
schipperke,schipperke,02104365-n,N/A,False,2.4,0.19
groenendael,groenendael,02105056-n,N/A,False,2.4,0.19
malinois,Malian,02105162-n,N/A,False,2.62,0.2
briard,briard,02105251-n,N/A,False,2.43,0.18
kelpie,kelpie,02105412-n,N/A,False,2.39,0.16
komondor,komondor,02105505-n,N/A,False,2.45,0.14
Old English sheepdog,Old English sheepdog,02105641-n,N/A,False,2.42,0.18
bobtail,bobtail,02105641-n,N/A,False,2.4,0.13
