query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
man eating a banana,banana,12352287-n,07753592-n,False,3.09,2.48
ripe banana,banana,12352287-n,07753592-n,False,3.0,0.05
yellow banana,banana,12352287-n,07753592-n,False,2.45,0.05
green banana,banana,12352287-n,07753592-n,False,2.44,0.05
banana displayed,banana,12352287-n,12352287-n,True,2.45,0.04
man has vest,vest,04531873-n,04531873-n,True,2.44,0.04
black vest,vest,04531873-n,04531873-n,True,2.45,0.04
black vest.,vest,04531873-n,04531873-n,True,2.43,0.04
button up vest,vestiture,04531873-n,04532022-n,False,2.54,0.04
vest is maroon,vest,04531873-n,04531873-n,True,2.5,0.04
his vest,vest,04531873-n,04531873-n,True,2.43,0.05
vests,vest,04531873-n,04531873-n,True,2.44,0.04
wearing a green vest,vest,04531873-n,04531873-n,True,2.51,0.04
man in hat w/ vest,vest,04531873-n,04531873-n,True,2.48,0.04
man in a vest,vest,04531873-n,04531873-n,True,2.46,0.04
man in vest,vest,04531873-n,04531873-n,True,2.45,0.04
man with vest,vest,04531873-n,04531873-n,True,2.53,0.04
pink vest,vest,04531873-n,04531873-n,True,2.53,0.04
safty vest,vestiture,04531873-n,04532022-n,False,2.55,0.04
yellow vest,vest,04531873-n,02222179-v,False,2.55,0.04
men wear vests,vest,04531873-n,04531873-n,True,2.44,0.04
stripped vest,vest,04531873-n,04531873-n,True,2.44,0.04
white vest,vest,04531873-n,04531873-n,True,2.47,0.04
with yellow vests,vest,04531873-n,00052043-v,False,2.46,0.04
blue and black vest,blue,04531873-n,02855925-n,False,2.48,0.04
man is wearing vest,vest,04531873-n,04531873-n,True,2.47,0.04
red vest,redcoat,04531873-n,10029985-n,False,2.46,0.04
green vest,vest,04531873-n,04531873-n,True,2.61,0.04
orange vest,vest,04531873-n,04531873-n,True,2.5,0.04
vest is red,vest,04531873-n,04531873-n,True,2.44,0.04
vest,vest,04531873-n,04531873-n,True,2.43,0.04
an orange vest,vest,04531873-n,04531873-n,True,2.43,0.04
sleeveless vest,vest,04531873-n,04531873-n,True,2.45,0.04
man wearing vest,vest,04531873-n,04531873-n,True,2.7,0.04
yellow vests,vestiture,04531873-n,04532022-n,False,2.45,0.04
brown vest,vestiture,04531873-n,04532022-n,False,2.43,0.04
reflections of vests,vesture,04531873-n,09471349-n,False,2.44,0.04
seat in front.,seat,08647616-n,04162433-n,False,2.63,0.04
seat back,back,08647616-n,02767433-n,False,2.47,0.04
four seats,seat,08647616-n,08490039-n,False,2.45,0.04
edge of seat,seat,08647616-n,04162433-n,False,2.43,0.04
in the red seats,seat,08647616-n,08490039-n,False,2.48,0.04
green seat,seat,08647616-n,04162433-n,False,2.46,0.04
seats been removed,seat,08647616-n,08647616-n,True,2.46,0.04
red seat,seat,08647616-n,04162433-n,False,2.43,0.04
person in seat,seat,08647616-n,04162599-n,False,2.5,0.04
driver's seat,seat,08647616-n,04162599-n,False,2.65,0.04
seat,seat,08647616-n,04162433-n,False,2.65,0.04
pilot's seat,plane seat,08647616-n,03955489-n,False,2.49,0.04
can seat,cantle,08647616-n,02953455-n,False,2.65,0.04
cushion in the seat,seat cushion,08647616-n,04162895-n,False,2.64,0.04
mounted in the seat,seat,08647616-n,01544285-v,False,2.43,0.04
kayak seat,kayak,08647616-n,03609235-n,False,2.44,0.04
front seat,seat,08647616-n,04162433-n,False,2.43,0.04
toilet with seat,toilet seat,08647616-n,04447861-n,False,2.38,1.25
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,3.01,0.05
black seat,seat,08647616-n,04162433-n,False,2.53,0.05
grey seat,seat,08647616-n,04162433-n,False,2.57,0.04
first seat,seat,08647616-n,04162433-n,False,2.51,0.04
seats at top,seat,08647616-n,08490039-n,False,2.5,0.05
seats,seat,08647616-n,08647616-n,True,2.53,0.04
three seats,seat,08647616-n,08490039-n,False,2.46,0.04
carriage has seats,carriage,08647616-n,02968473-n,False,2.47,0.04
part of the seat,seat,08647616-n,04162433-n,False,2.45,0.04
tall seat,seat,08647616-n,04162433-n,False,2.66,0.04
table and seats,seat,08647616-n,02333979-v,False,2.52,0.04
wooden seat,seat,08647616-n,04161981-n,False,2.44,0.04
seat down,sit down,08647616-n,01984902-v,False,2.43,0.04
seat is empty.,empty,08647616-n,03284308-n,False,2.56,0.04
on the seat,seat,08647616-n,08490039-n,False,2.45,0.04
flakes on seats,flake,08647616-n,01336440-v,False,2.67,0.04
cat on a seat,cathedra,08647616-n,02983904-n,False,2.43,0.04
chair is seat,chair,08647616-n,03001627-n,False,2.47,0.04
orange seat,seat,08647616-n,04162433-n,False,2.44,0.04
seen seats,seat,08647616-n,08490039-n,False,2.44,0.04
seat is down.,seat,08647616-n,04162599-n,False,2.44,0.04
beige seat,seat,08647616-n,04162433-n,False,2.45,0.04
seat armrest,armrest,08647616-n,02741475-n,False,2.45,0.04
back seat,back,08647616-n,02767433-n,False,2.44,0.04
bike has seat,bicycle seat,08647616-n,02835915-n,False,2.44,0.04
umpire seat,umpire,08647616-n,10735984-n,False,2.49,0.04
second seat,seat,08647616-n,08490039-n,False,2.45,0.04
some empty seats,seat,08647616-n,08647616-n,True,2.45,0.04
seats are white,white,08647616-n,04579986-n,False,2.46,0.04
passenger's seat,passenger car,08647616-n,03895866-n,False,2.45,0.04
brown seats,seat,08647616-n,04162433-n,False,2.46,0.04
white seat,seat,08647616-n,04162433-n,False,2.51,0.04
seat is black,seat,08647616-n,04162433-n,False,2.44,0.04
worn seat,seat,08647616-n,04162433-n,False,2.52,0.04
empty seat,empty,08647616-n,03284308-n,False,2.45,0.04
extra seat,seat,08647616-n,04162599-n,False,2.67,0.04
last seat,seat,08647616-n,04162433-n,False,2.44,0.04
small blue seat,seat,08647616-n,04162433-n,False,2.45,0.04
rear seats,backseat,08647616-n,02770830-n,False,2.46,0.04
three empty seats,seat,08647616-n,08647616-n,True,2.47,0.04
brown seat,seat,08647616-n,04162433-n,False,2.44,0.04
some seats,seat,08647616-n,02333979-v,False,2.47,0.04
top seat,seat,08647616-n,04162433-n,False,2.46,0.04
mounted on the seat,seat,08647616-n,01616901-v,False,2.46,0.04
blue seat,seat,08647616-n,04162433-n,False,2.41,2.19
seat is colorful,seat,08647616-n,04162433-n,False,2.4,0.38
toliet seat,seat,08647616-n,04162433-n,False,3.02,0.04
empty seats,empty,08647616-n,03284308-n,False,2.43,0.04
in the seats,seat,08647616-n,08490039-n,False,2.43,0.04
there is a seat,seat,08647616-n,08490039-n,False,2.45,0.04
blue seats,seat,08647616-n,04162433-n,False,2.46,0.04
greet seat,seat,08647616-n,04162433-n,False,2.45,0.04
pillows on seats,pillow,08647616-n,03938244-n,False,2.45,0.04
back of  seat,back,08647616-n,02767433-n,False,2.46,0.04
padded seat,seat cushion,08647616-n,04162895-n,False,2.45,0.04
red seats,seat,08647616-n,04162433-n,False,2.44,0.04
seat is blue.,seat,08647616-n,04162433-n,False,2.45,0.04
juniper bush,juniper,12567490-n,11636566-n,False,2.46,0.04
juniper,juniper,12567490-n,11636566-n,False,2.5,0.04
red blinds,blind,07944408-n,02851099-n,False,2.44,0.04
venetian blinds,Venetian blind,07944408-n,04525584-n,False,2.48,0.04
mini blinds,blind,07944408-n,02851099-n,False,2.46,0.04
blinds string,string,07944408-n,04337974-n,False,2.45,0.04
blinds closed,closed,07944408-n,01655162-a,False,2.46,0.04
brown blinds,blind,07944408-n,02851099-n,False,2.64,0.04
horizontal blinds,window blind,07944408-n,04589190-n,False,2.64,0.04
black blinds,blind,07944408-n,02851099-n,False,2.51,0.04
gray blinds,greyback,07944408-n,02033208-n,False,2.54,0.04
open blinds,window blind,07944408-n,04589190-n,False,2.5,0.04
raised blinds,blind,07944408-n,02851099-n,False,2.84,0.04
drawn blinds,blind,07944408-n,02851099-n,False,2.6,0.83
roll up blinds,roller blind,07944408-n,04102285-n,False,2.41,0.05
blinds are white,blindside,07944408-n,02596730-v,False,3.02,0.05
through the blinds,blind alley,07944408-n,02851540-n,False,2.51,0.05
blinds are closed,blind,07944408-n,02851099-n,False,2.5,0.04
white blinds,window blind,07944408-n,04589190-n,False,2.45,0.04
window with blinds,window blind,07944408-n,04589190-n,False,2.67,0.04
no blinds,window blind,07944408-n,04589190-n,False,2.47,0.04
shadow of blinds,shadow,07944408-n,05155349-n,False,2.46,0.04
blinds,blind,07944408-n,02851099-n,False,2.46,0.04
room has blinds,room,07944408-n,04105893-n,False,2.45,0.04
wooden blinds,blind,07944408-n,02851099-n,False,2.47,0.04
woods,woodsman,15098161-n,10790384-n,False,2.51,0.04
flooring is wood,flooring,15098161-n,14871370-n,False,2.55,0.04
wood ash,ash,15098161-n,12303921-n,False,2.44,0.04
red wood,red beech,15098161-n,12199790-n,False,2.43,0.04
wood handle,rake handle,15098161-n,04050313-n,False,2.46,0.04
hard wood,wood,15098161-n,15098161-n,True,2.5,0.04
livingroom has wood,lumber room,15098161-n,03697109-n,False,2.47,0.04
through the woods,woodsman,15098161-n,10790384-n,False,2.48,0.04
table is medium wood,table,15098161-n,04379243-n,False,2.44,0.04
iron and wood,Wood's metal,15098161-n,15103911-n,False,2.49,0.05
two woods,woodshed,15098161-n,04598318-n,False,2.64,0.04
floors are wood,flooring,15098161-n,14871370-n,False,2.52,0.04
wood handles,rake handle,15098161-n,04050313-n,False,2.46,0.04
sheet of ply wood,ply,15098161-n,03970884-n,False,2.47,0.04
into thick wood,wood,15098161-n,15098161-n,True,2.42,0.04
bench made of wood,bench,15098161-n,02828884-n,False,2.49,0.04
panels are wood,paneling,15098161-n,03882611-n,False,2.47,0.04
woods are,woodsman,15098161-n,10790384-n,False,2.49,0.04
ramp is wood,ramp,15098161-n,04051549-n,False,2.45,0.04
desk is wood,desk,15098161-n,03179701-n,False,2.45,0.04
picnic table of wood,picnic,15098161-n,07576438-n,False,2.49,0.04
floor is wood.,floor,15098161-n,09282208-n,False,2.48,0.04
table is wood.,table,15098161-n,04379964-n,False,2.5,0.04
boat is wood.,boat,15098161-n,02858304-n,False,2.49,0.04
shelf is wood,shelf,15098161-n,04190052-n,False,2.45,0.04
exposed wood,wood,15098161-n,15098161-n,True,2.65,0.04
wood back,backboard,15098161-n,02768114-n,False,2.57,0.04
wood sticking up,wood,15098161-n,15098161-n,True,2.52,0.04
logs and wood,saw log,15098161-n,15020203-n,False,2.45,0.04
this is a wood,wood,15098161-n,15098161-n,True,2.45,0.04
wood sticks,stick,15098161-n,04317420-n,False,2.44,0.04
door is wood.,door,15098161-n,03222176-n,False,2.44,0.04
wood is dark.,blackwood,15098161-n,12524188-n,False,2.45,0.04
floor of wood,floor,15098161-n,03366301-n,False,2.46,0.04
panel is wood.,paneling,15098161-n,03882611-n,False,2.43,0.05
knotted brown wood,knot,15098161-n,15102712-n,False,2.44,0.04
ramp is white wood,ramp,15098161-n,04615728-n,False,2.44,0.04
piece of wood,woodcut,15098161-n,04597706-n,False,2.44,0.04
table of wood,table,15098161-n,04379243-n,False,2.43,0.06
broken wood,wood,15098161-n,15098161-n,True,2.45,0.04
ramp made of wood,ramp,15098161-n,04051549-n,False,2.46,0.04
wood beneath,wood,15098161-n,15098161-n,True,2.47,0.04
woods are there,woodsman,15098161-n,10790384-n,False,2.51,0.04
is brown wood,brown pine,15098161-n,11652376-n,False,2.4,0.83
building is wood,woodwork,15098161-n,04598792-n,False,3.04,0.04
scraps of wood,scrap,15098161-n,04150668-n,False,2.49,0.04
thin wood,wood,15098161-n,15098161-n,True,2.48,0.04
wood grained,graining,15098161-n,04951071-n,False,2.95,0.04
wood is very dark.,blackwood,15098161-n,12524188-n,False,2.47,0.04
made of wood,wood,15098161-n,15098161-n,True,2.46,0.04
of wood,wood,15098161-n,15098161-n,True,2.44,0.04
pile of wood,pile,15098161-n,03936269-n,False,2.45,0.04
ply wood,ply,15098161-n,03970884-n,False,2.45,0.04
gray wood,grey birch,15098161-n,12282235-n,False,2.66,0.04
handle is wood,rake handle,15098161-n,04050313-n,False,2.45,0.04
camper in the woods,camper,15098161-n,09889941-n,False,2.52,0.04
material is wood.,wood,15098161-n,15098161-n,True,2.51,0.04
these are woods,woodshed,15098161-n,04598318-n,False,2.45,0.04
wood is brown,brown pine,15098161-n,11652376-n,False,2.45,0.04
dark wood,blackwood,15098161-n,12524188-n,False,2.44,0.04
panels of wood,paneling,15098161-n,03882611-n,False,2.46,0.04
fence made of wood,fencing material,15098161-n,14859100-n,False,2.45,0.04
wood trim,trim,15098161-n,00359903-n,False,2.45,0.04
strip of wood,strip,15098161-n,04339638-n,False,2.52,0.04
top is wood,top,15098161-n,08663860-n,False,2.54,0.04
chairs are wood.,chair,15098161-n,03002096-n,False,2.54,0.04
pieces of wood,woodwork,15098161-n,04598792-n,False,2.51,0.04
dead wood,deadwood,15098161-n,13163553-n,False,2.45,0.04
wood is weathered,wood,15098161-n,15098161-n,True,2.45,0.04
planks of wood,planking,15098161-n,15102359-n,False,2.45,0.04
table is wood,table,15098161-n,04379964-n,False,2.44,0.08
chair is wood.,chair,15098161-n,03002096-n,False,2.62,0.05
floor is wood,floor,15098161-n,09282208-n,False,2.46,0.04
frames are wood,frame,15098161-n,03391301-n,False,2.43,0.04
table of wood.,table,15098161-n,04379964-n,False,2.51,0.04
white wood,white stringybark,15098161-n,12337246-n,False,2.4,2.61
wood is seen,wood,15098161-n,15098161-n,True,2.64,0.04
stain of the wood,stain,15098161-n,04695176-n,False,2.48,0.04
wood,wood,15098161-n,15098161-n,True,2.41,1.84
brown wood,brown pine,15098161-n,11652376-n,False,2.61,1.14
green wood,wood,15098161-n,15098161-n,True,3.3,0.04
trash can,garbage,14857497-n,14857151-n,False,2.55,0.04
trash can is blue,garbage,14857497-n,03416900-n,False,2.44,0.06
brown trash,brown,14857497-n,04971928-n,False,2.42,1.84
yellow trash,yellow,14857497-n,00289840-v,False,3.11,1.95
there is trash,garbage,14857497-n,14857151-n,False,2.42,2.27
red and white trash,white trash,14857497-n,09641226-n,False,2.99,0.04
can is trash,garbage,14857497-n,14857151-n,False,2.44,0.04
lots of trash,garbage heap,14857497-n,08573842-n,False,2.44,0.04
trash ca,garbage,14857497-n,14857151-n,False,2.62,0.04
public trash can,litter,14857497-n,14858292-n,False,2.66,2.71
white trash,white trash,14857497-n,09641226-n,False,2.96,0.05
on the trash,garbage,14857497-n,14857151-n,False,2.48,0.06
trash can is grey,garbage,14857497-n,03416900-n,False,2.48,0.05
blue trash,blue,14857497-n,02855925-n,False,2.51,0.04
black trash,white trash,14857497-n,09641226-n,False,2.55,0.04
with a trash can,garbage,14857497-n,03416900-n,False,2.46,0.04
lined trash can,bin liner,14857497-n,02841063-n,False,2.66,0.04
black trash can,garbage,14857497-n,14857151-n,False,2.46,0.04
piece of trash,garbage,14857497-n,14857151-n,False,2.46,0.04
trash receptical,garbage,14857497-n,03416900-n,False,2.46,0.04
trash,garbage,14857497-n,14857151-n,False,2.45,0.05
poster on trash can,wastepaper basket,14857497-n,04555700-n,False,2.46,0.04
kite has,kite,03621473-n,03621473-n,True,2.46,0.04
kite has edging,kite,03621473-n,03621473-n,True,2.45,0.04
for kite boarding,kite,03621473-n,03621473-n,True,2.47,0.04
large kite is black,black kite,03621473-n,01608814-n,False,2.47,0.04
pink kite,kite,03621473-n,03621473-n,True,2.46,0.04
crab shaped kite,box kite,03621473-n,02885785-n,False,2.47,0.04
4 kites,kite,03621473-n,01608432-n,False,2.45,0.04
tail on kite,kite tail,03621473-n,03621826-n,False,2.45,0.04
many kites,kite,03621473-n,01608432-n,False,2.45,0.04
some kites,kite,03621473-n,03621473-n,True,2.43,0.04
man holds a kite,kite,03621473-n,03621473-n,True,2.44,0.04
blue and red kite,kite,03621473-n,03621473-n,True,2.47,0.04
man flying a kite,kite,03621473-n,03621473-n,True,2.44,0.04
flying kites,kite,03621473-n,03621473-n,True,2.45,0.04
kite handle,kite,03621473-n,03621473-n,True,2.44,0.04
kite is blue,kite,03621473-n,03621473-n,True,2.45,0.11
three kites,kite,03621473-n,01608432-n,False,2.45,0.59
brown kite,black kite,03621473-n,01608814-n,False,2.42,3.04
multi colored kites,kite,03621473-n,03621473-n,True,2.78,1.5
kite flying,kite,03621473-n,03621473-n,True,3.01,0.04
large red kite,kite,03621473-n,01608432-n,False,2.45,0.04
large kite,kite,03621473-n,01608432-n,False,2.45,0.04
person flying a kite,kite,03621473-n,03621473-n,True,2.44,0.04
kite is a,kite,03621473-n,03621473-n,True,2.46,0.05
large colorful kite,kite,03621473-n,03621473-n,True,2.44,0.04
yellow and red kite,kite,03621473-n,03621473-n,True,2.46,0.04
both kites,kite,03621473-n,03621473-n,True,2.44,0.04
big kite,kite,03621473-n,01608432-n,False,2.45,0.04
kite is,kite,03621473-n,03621473-n,True,2.44,0.04
yellow kite,kite,03621473-n,03621473-n,True,2.45,0.04
arced kite,kite,03621473-n,03621473-n,True,2.58,0.04
striped kite,kite,03621473-n,03621473-n,True,2.51,0.04
kite is shaped,kite,03621473-n,03621473-n,True,2.47,0.04
multi colored kite,kite,03621473-n,03621473-n,True,2.49,0.04
top kite,kite,03621473-n,03621473-n,True,2.47,0.05
men are flying kites,kite,03621473-n,03621473-n,True,2.45,0.04
shaped kite,box kite,03621473-n,02885785-n,False,2.46,0.04
tentacles of kite,kite,03621473-n,03621473-n,True,2.45,0.04
red kite,kite,03621473-n,03621473-n,True,2.45,0.04
paragliding kite,kite,03621473-n,03621473-n,True,2.46,0.04
