query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
front of bird,front,01503061-n,03398467-n,False,2.39,0.12
three birds,bird,01503061-n,01503061-n,True,2.41,0.24
head of bird,secretary bird,01503061-n,01618503-n,False,2.56,0.15
small bird flying,hummingbird,01503061-n,01833805-n,False,2.38,0.13
bird is white,white-throated sparrow,01503061-n,01535469-n,False,2.39,0.15
birds face,birdcage mask,01503061-n,02843365-n,False,2.4,0.13
green birds,bird of paradise,01503061-n,01571126-n,False,2.58,0.15
variety of birds,rare bird,01503061-n,10507692-n,False,2.55,0.3
red angry bird,redstart,01503061-n,01561452-n,False,2.39,0.16
flying bird.,bird,01503061-n,01503061-n,True,2.4,0.22
big flying bird,elephant bird,01503061-n,01522450-n,False,2.4,0.15
birds flying.,fly,01503061-n,02190166-n,False,2.39,0.13
bird roosting,roost,01503061-n,04107984-n,False,2.42,0.13
pair of birds,rare bird,01503061-n,10507692-n,False,2.4,0.13
bird is flying above,bird,01503061-n,01503061-n,True,2.4,0.22
two young birds,young bird,01503061-n,01613615-n,False,2.39,0.12
several birds,bird of paradise,01503061-n,01571126-n,False,2.41,0.14
multiple birds,bird's nest,01503061-n,09221571-n,False,2.4,0.13
little birds,dickeybird,01503061-n,01503976-n,False,2.4,0.14
flying bird,flight,01503061-n,02484771-v,False,2.39,0.12
bird is on,game bird,01503061-n,02153203-n,False,2.56,0.32
part of bird,bird of passage,01503061-n,01515303-n,False,2.41,0.25
bird sitting,bird,01503061-n,01503061-n,True,2.4,0.31
animated bird,bird,01503061-n,01503061-n,True,2.41,0.24
no birds,nonpasserine bird,01503061-n,01524761-n,False,2.41,0.21
rear bird,rear,01503061-n,08629508-n,False,2.42,0.13
birds riding,game bird,01503061-n,02153203-n,False,2.41,0.24
there is a bird,bird,01503061-n,01503061-n,True,2.46,0.31
bird is hanging,gallows bird,01503061-n,10118208-n,False,2.41,0.23
black birds.,blackbird,01503061-n,01558594-n,False,2.62,0.15
red bird,redstart,01503061-n,01561452-n,False,2.6,0.16
bird is flying,bird,01503061-n,01503061-n,True,2.47,0.22
3 birds,bird,01503061-n,01503061-n,True,2.49,0.3
bird has,game bird,01503061-n,02153203-n,False,2.54,0.25
birds head,head,01503061-n,01318381-n,False,2.41,0.24
bird is yellow,yellowthroat,01503061-n,01570676-n,False,2.49,0.16
tiny bird,hummingbird,01503061-n,01833805-n,False,2.42,0.14
two birds,bird,01503061-n,01503061-n,True,2.42,0.23
yellow bird,yellowthroat,01503061-n,01570676-n,False,2.4,0.17
bird is looking,bird watcher,01503061-n,09856500-n,False,2.54,0.12
hungry bird,bird feed,01503061-n,07805594-n,False,2.42,0.31
yellow bananas,banana,12352287-n,07753592-n,False,2.39,0.17
stem of banana,banana,12352287-n,12352287-n,True,2.39,0.16
mark on the banana,top banana,12352287-n,10715447-n,False,2.4,0.15
bananas bright yello,banana,12352287-n,12352287-n,True,2.39,0.16
bad banana,banana,12352287-n,12352287-n,True,2.4,0.15
red banana,banana,12352287-n,12352287-n,True,2.41,0.15
between bananas,banana,12352287-n,12352287-n,True,2.39,0.17
banana is crescent,banana,12352287-n,07753592-n,False,2.43,0.16
near bananas,banana,12352287-n,12352287-n,True,2.39,0.15
bananas stems,banana,12352287-n,12352287-n,True,2.42,0.15
holding bananas,banana,12352287-n,12352287-n,True,2.42,0.15
bowl of bananas,banana,12352287-n,12352287-n,True,2.41,0.16
banana being eaten,banana,12352287-n,12352287-n,True,2.41,0.18
unripe bananas,banana,12352287-n,12352287-n,True,2.4,0.18
stuffed bananas,banana boat,12352287-n,02784124-n,False,2.39,0.17
bag of bananas,banana,12352287-n,12352287-n,True,2.49,0.19
tip of banana,banana,12352287-n,12352287-n,True,2.41,0.16
yellow banana peels,banana peel,12352287-n,07738570-n,False,2.42,0.17
of the bananas,banana,12352287-n,12352287-n,True,2.48,0.15
shadow of banana,banana,12352287-n,12352287-n,True,2.62,0.14
half banana,banana,12352287-n,07753592-n,False,2.61,0.16
closest two bananas,banana,12352287-n,12352287-n,True,2.55,0.16
other bananas,banana,12352287-n,12352287-n,True,2.42,0.15
bunch of bananas,banana,12352287-n,12352287-n,True,2.41,0.16
bananas,banana,12352287-n,12352287-n,True,2.42,0.16
peeled banana,banana peel,12352287-n,07738570-n,False,2.4,0.16
some bananas,banana,12352287-n,12352287-n,True,2.42,0.15
brown banana tree,banana,12352287-n,12352287-n,True,2.39,0.17
unripe green bananas,banana,12352287-n,12352287-n,True,2.4,0.17
ripe red banana,banana,12352287-n,12352287-n,True,2.4,0.17
black tip of banana,banana,12352287-n,12352287-n,True,2.42,0.15
apples and banana,banana,12352287-n,12352287-n,True,2.41,0.18
banana is ripe,banana,12352287-n,12352287-n,True,2.41,0.16
banana stems,banana,12352287-n,12352287-n,True,2.39,0.17
banana is standing,banana,12352287-n,12352287-n,True,2.57,0.17
bananas are green,banana,12352287-n,12352287-n,True,2.51,0.16
banana is yellow,banana,12352287-n,07753592-n,False,2.41,0.17
bananas on top,top banana,12352287-n,10715447-n,False,2.39,0.18
banana is unpeeled,banana,12352287-n,12352287-n,True,2.4,0.17
banana,banana,12352287-n,12352287-n,True,2.41,0.15
bunches of bananas,banana,12352287-n,12352287-n,True,2.4,0.15
tip of the banana,banana,12352287-n,12352287-n,True,2.39,0.17
unripened banana,banana,12352287-n,12352287-n,True,2.39,0.16
green bananas,banana,12352287-n,12352287-n,True,2.38,0.17
banana trees,banana,12352287-n,12352287-n,True,2.41,0.17
few bananas,banana,12352287-n,12352287-n,True,2.49,0.17
behind bananas,banana,12352287-n,12352287-n,True,2.39,0.14
inside of the banana,banana,12352287-n,12352287-n,True,2.45,0.16
edge of banana,banana,12352287-n,12352287-n,True,2.4,0.16
in front of a banana,banana,12352287-n,12352287-n,True,2.42,0.16
banana leaves,banana,12352287-n,12352287-n,True,2.4,0.16
three bananas,banana,12352287-n,12352287-n,True,2.39,0.15
banana tree,banana,12352287-n,12352287-n,True,2.4,0.17
"""bananas",banana,12352287-n,12352287-n,True,2.41,0.15
bunch of banana,banana,12352287-n,12352287-n,True,2.4,0.15
end of banana,banana,12352287-n,12352287-n,True,2.4,0.15
banana peels,banana peel,12352287-n,07738570-n,False,2.4,0.16
group of bananas,banana,12352287-n,12352287-n,True,2.59,0.18
green unripe banana,banana,12352287-n,12352287-n,True,2.61,0.17
hang bananas,banana,12352287-n,12352287-n,True,2.45,0.16
paper under bananas,banana bread,12352287-n,07684938-n,False,2.39,0.12
bananas hanging,banana,12352287-n,12352287-n,True,2.42,0.16
bananas not ripe yet,banana,12352287-n,12352287-n,True,2.39,0.18
man eating a banana,banana,12352287-n,07753592-n,False,2.39,0.17
ripe banana,banana,12352287-n,12352287-n,True,2.4,0.17
yellow banana,banana,12352287-n,07753592-n,False,2.6,0.18
green banana,banana,12352287-n,12352287-n,True,2.41,0.17
banana displayed,banana,12352287-n,12352287-n,True,2.4,0.17
man has vest,vest,04531873-n,04531873-n,True,2.4,0.13
black vest,vest,04531873-n,04531873-n,True,2.39,0.12
black vest.,vest,04531873-n,04531873-n,True,2.41,0.13
button up vest,vest,04531873-n,04531873-n,True,2.48,0.12
vest is maroon,vest,04531873-n,04531873-n,True,2.41,0.12
his vest,vest,04531873-n,04531873-n,True,2.39,0.12
vests,vest,04531873-n,04531873-n,True,2.39,0.13
wearing a green vest,vest,04531873-n,04531873-n,True,2.39,0.12
man in hat w/ vest,vest,04531873-n,04531873-n,True,2.4,0.14
man in a vest,vest,04531873-n,04531873-n,True,2.39,0.12
man in vest,vest,04531873-n,04531873-n,True,2.41,0.15
man with vest,vest,04531873-n,04531873-n,True,2.4,0.12
pink vest,vest,04531873-n,04531873-n,True,2.43,0.12
safty vest,vest,04531873-n,04531873-n,True,2.58,0.13
yellow vest,vest,04531873-n,02222179-v,False,2.61,0.11
men wear vests,vest,04531873-n,04531873-n,True,2.52,0.12
stripped vest,vest,04531873-n,04531873-n,True,2.4,0.12
white vest,vest,04531873-n,04531873-n,True,2.4,0.12
with yellow vests,vest,04531873-n,00052043-v,False,2.63,0.12
blue and black vest,bluecoat,04531873-n,09861287-n,False,2.49,0.12
man is wearing vest,vest,04531873-n,04531873-n,True,2.4,0.12
red vest,redcoat,04531873-n,10029985-n,False,2.41,0.12
green vest,vest,04531873-n,04531873-n,True,2.47,0.12
orange vest,navel orange,04531873-n,07749192-n,False,2.39,0.12
vest is red,vest,04531873-n,04531873-n,True,2.4,0.12
vest,vest,04531873-n,04531873-n,True,2.39,0.12
an orange vest,vest,04531873-n,04531873-n,True,2.44,0.12
sleeveless vest,vest,04531873-n,04531873-n,True,2.42,0.16
man wearing vest,vest,04531873-n,04531873-n,True,2.42,0.14
yellow vests,vestiture,04531873-n,04532022-n,False,2.4,0.12
brown vest,vest,04531873-n,04531873-n,True,2.41,0.12
reflections of vests,vesture,04531873-n,09471349-n,False,2.4,0.11
seat in front.,seat,08647616-n,08490039-n,False,2.41,0.13
seat back,back,08647616-n,02767433-n,False,2.4,0.14
four seats,seat,08647616-n,08490039-n,False,2.4,0.12
edge of seat,seat,08647616-n,08490039-n,False,2.41,0.13
in the red seats,seat,08647616-n,08490039-n,False,2.41,0.13
green seat,seat,08647616-n,04162433-n,False,2.42,0.14
seats been removed,seat,08647616-n,08647616-n,True,2.4,0.11
red seat,seat,08647616-n,04162433-n,False,2.41,0.13
person in seat,seat,08647616-n,04162599-n,False,2.4,0.12
driver's seat,seat,08647616-n,04162599-n,False,2.52,0.13
seat,seat,08647616-n,04162433-n,False,2.44,0.14
pilot's seat,plane seat,08647616-n,03955489-n,False,2.4,0.14
can seat,cantle,08647616-n,02953455-n,False,2.39,0.12
cushion in the seat,seat cushion,08647616-n,04162895-n,False,2.41,0.13
mounted in the seat,seat,08647616-n,01544285-v,False,2.4,0.12
kayak seat,kayak,08647616-n,03609235-n,False,2.4,0.12
front seat,front bench,08647616-n,03399047-n,False,2.46,0.15
toilet with seat,potty seat,08647616-n,03993053-n,False,2.4,0.17
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,2.4,0.14
black seat,seat,08647616-n,04162599-n,False,2.4,0.14
grey seat,grey,08647616-n,03456186-n,False,2.44,0.13
first seat,seat,08647616-n,04162433-n,False,2.4,0.13
seats at top,seat,08647616-n,08490039-n,False,2.4,0.12
seats,seat,08647616-n,08647616-n,True,2.39,0.12
three seats,seat,08647616-n,08490039-n,False,2.39,0.12
carriage has seats,carriage,08647616-n,02968473-n,False,2.4,0.16
part of the seat,seat,08647616-n,04162599-n,False,2.41,0.13
tall seat,seat,08647616-n,08490039-n,False,2.4,0.14
table and seats,seat,08647616-n,02333979-v,False,2.4,0.12
wooden seat,seat,08647616-n,04161981-n,False,2.41,0.16
seat down,sit down,08647616-n,01984902-v,False,2.39,0.13
seat is empty.,empty,08647616-n,03284308-n,False,2.46,0.11
on the seat,seat,08647616-n,08490039-n,False,2.41,0.15
flakes on seats,flake,08647616-n,01336440-v,False,2.4,0.11
cat on a seat,cathedra,08647616-n,02983904-n,False,2.4,0.15
chair is seat,chair,08647616-n,03002096-n,False,2.4,0.16
orange seat,seat,08647616-n,04162599-n,False,2.42,0.16
seen seats,seat,08647616-n,08490039-n,False,2.61,0.14
seat is down.,seat,08647616-n,04162599-n,False,2.38,0.12
beige seat,seat,08647616-n,04162433-n,False,2.4,0.13
seat armrest,armrest,08647616-n,02741475-n,False,2.39,0.19
back seat,backseat,08647616-n,02770830-n,False,2.41,0.19
bike has seat,bicycle seat,08647616-n,02835915-n,False,2.41,0.12
umpire seat,umpire,08647616-n,10735984-n,False,2.43,0.13
second seat,seat,08647616-n,04162599-n,False,2.41,0.13
some empty seats,seat,08647616-n,08647616-n,True,2.42,0.12
seats are white,white,08647616-n,04579986-n,False,2.4,0.13
passenger's seat,passenger,08647616-n,10403876-n,False,2.4,0.12
brown seats,seat,08647616-n,08647616-n,True,2.41,0.13
white seat,seat,08647616-n,04162599-n,False,2.4,0.13
seat is black,seat,08647616-n,04162599-n,False,2.39,0.14
worn seat,seat,08647616-n,04162433-n,False,2.39,0.13
empty seat,empty,08647616-n,03284308-n,False,2.39,0.11
extra seat,seat,08647616-n,04162599-n,False,2.38,0.13
last seat,seat,08647616-n,08490039-n,False,2.4,0.13
small blue seat,seat,08647616-n,04162599-n,False,2.41,0.14
rear seats,backseat,08647616-n,02770830-n,False,2.42,0.13
three empty seats,seat,08647616-n,08647616-n,True,2.46,0.12
brown seat,seat,08647616-n,04162433-n,False,2.43,0.14
some seats,seat,08647616-n,02333979-v,False,2.43,0.11
top seat,seat,08647616-n,04162433-n,False,2.4,0.14
mounted on the seat,seat,08647616-n,01616901-v,False,2.42,0.11
blue seat,seat,08647616-n,04162599-n,False,2.41,0.13
seat is colorful,seat,08647616-n,04162599-n,False,2.54,0.13
toliet seat,seat,08647616-n,08490039-n,False,2.4,0.13
empty seats,seat,08647616-n,08647616-n,True,2.41,0.13
in the seats,seat,08647616-n,08490039-n,False,2.39,0.12
there is a seat,seat,08647616-n,04162599-n,False,2.41,0.11
blue seats,seat,08647616-n,04162433-n,False,2.41,0.13
greet seat,seat,08647616-n,04162433-n,False,2.39,0.13
pillows on seats,pillow,08647616-n,03938244-n,False,2.4,0.16
back of  seat,back,08647616-n,02767433-n,False,2.39,0.15
padded seat,seat cushion,08647616-n,04162895-n,False,2.42,0.13
red seats,seat,08647616-n,08647616-n,True,2.4,0.13
seat is blue.,seat,08647616-n,04162599-n,False,2.38,0.13
juniper bush,juniper,12567490-n,11636566-n,False,2.4,0.17
juniper,juniper,12567490-n,11636566-n,False,2.41,0.17
red blinds,blind,07944408-n,02851099-n,False,2.4,0.12
venetian blinds,Venetian blind,07944408-n,04525584-n,False,2.4,0.14
mini blinds,window blind,07944408-n,04589190-n,False,2.43,0.12
blinds string,string,07944408-n,04337974-n,False,2.42,0.14
blinds closed,closed,07944408-n,01655162-a,False,2.4,0.11
brown blinds,blind,07944408-n,02851099-n,False,2.42,0.11
horizontal blinds,window blind,07944408-n,04589190-n,False,2.4,0.13
black blinds,blind,07944408-n,02851099-n,False,2.59,0.12
gray blinds,window blind,07944408-n,04589190-n,False,2.52,0.11
open blinds,window blind,07944408-n,04589190-n,False,2.42,0.12
raised blinds,blind,07944408-n,02851099-n,False,2.42,0.13
drawn blinds,blind,07944408-n,02851099-n,False,2.41,0.12
roll up blinds,roller blind,07944408-n,04102285-n,False,2.41,0.18
blinds are white,blindside,07944408-n,02596730-v,False,2.61,0.16
through the blinds,blind alley,07944408-n,02851540-n,False,2.56,0.14
blinds are closed,blind,07944408-n,02851099-n,False,2.46,0.15
white blinds,window blind,07944408-n,04589190-n,False,2.44,0.13
window with blinds,window blind,07944408-n,04589190-n,False,2.39,0.14
no blinds,window blind,07944408-n,04589190-n,False,2.4,0.13
shadow of blinds,shadow,07944408-n,05155349-n,False,2.41,0.11
blinds,blind,07944408-n,02851099-n,False,2.41,0.12
room has blinds,window blind,07944408-n,04589190-n,False,2.41,0.16
wooden blinds,blind,07944408-n,02851099-n,False,2.4,0.14
woods,woodshed,15098161-n,04598318-n,False,2.41,0.12
flooring is wood,flooring,15098161-n,14871370-n,False,2.41,0.13
wood ash,ash,15098161-n,12303921-n,False,2.43,0.15
red wood,Philippine mahogany,15098161-n,12700560-n,False,2.41,0.13
wood handle,rake handle,15098161-n,04050313-n,False,2.41,0.37
hard wood,wood,15098161-n,15098161-n,True,2.43,0.17
livingroom has wood,lumber room,15098161-n,03697109-n,False,2.41,0.13
through the woods,woodsman,15098161-n,10790384-n,False,2.4,0.11
table is medium wood,table,15098161-n,04379243-n,False,2.41,0.15
iron and wood,Wood's metal,15098161-n,15103911-n,False,2.42,0.17
two woods,woodshed,15098161-n,04598318-n,False,2.4,0.11
floors are wood,floor,15098161-n,09282208-n,False,2.4,0.13
wood handles,rake handle,15098161-n,04050313-n,False,2.38,0.12
sheet of ply wood,ply,15098161-n,03970884-n,False,2.4,0.12
into thick wood,wood,15098161-n,15098161-n,True,2.41,0.15
bench made of wood,bench,15098161-n,02828884-n,False,2.43,0.12
panels are wood,paneling,15098161-n,03882611-n,False,2.42,0.15
woods are,woodsman,15098161-n,10790384-n,False,2.42,0.11
ramp is wood,ramp,15098161-n,04615728-n,False,2.53,0.12
desk is wood,desk,15098161-n,03179701-n,False,2.41,0.15
picnic table of wood,table,15098161-n,04379964-n,False,2.53,0.12
floor is wood.,floor,15098161-n,09282208-n,False,2.6,0.17
table is wood.,table,15098161-n,04379243-n,False,2.4,0.15
boat is wood.,boat,15098161-n,02858304-n,False,2.42,0.12
shelf is wood,shelf,15098161-n,04190052-n,False,2.41,0.17
exposed wood,wood,15098161-n,15098161-n,True,2.4,0.16
wood back,backboard,15098161-n,02768114-n,False,2.41,0.16
wood sticking up,wood,15098161-n,15098161-n,True,2.44,0.16
logs and wood,saw log,15098161-n,15020203-n,False,2.45,0.16
this is a wood,wood,15098161-n,15098161-n,True,2.6,0.17
wood sticks,stick,15098161-n,13165646-n,False,2.41,0.13
door is wood.,door,15098161-n,03222318-n,False,2.46,0.18
wood is dark.,blackwood,15098161-n,12524395-n,False,2.42,0.22
floor of wood,floor,15098161-n,09282208-n,False,2.42,0.18
panel is wood.,paneling,15098161-n,03882611-n,False,2.4,0.16
knotted brown wood,knot,15098161-n,15102712-n,False,2.39,0.12
ramp is white wood,ramp,15098161-n,04615728-n,False,2.42,0.12
piece of wood,matchwood,15098161-n,14949075-n,False,2.4,0.11
table of wood,table,15098161-n,04379243-n,False,2.41,0.15
broken wood,wood,15098161-n,15098161-n,True,2.41,0.17
ramp made of wood,ramp,15098161-n,04615728-n,False,2.51,0.13
wood beneath,wood,15098161-n,15098161-n,True,2.49,0.17
woods are there,woodshed,15098161-n,04598318-n,False,2.42,0.14
is brown wood,logwood,15098161-n,12497322-n,False,2.42,0.19
building is wood,woodwork,15098161-n,04598792-n,False,2.41,0.12
scraps of wood,scrap,15098161-n,04150668-n,False,2.42,0.18
thin wood,wood,15098161-n,15098161-n,True,2.43,0.17
wood grained,graining,15098161-n,04951071-n,False,2.39,0.12
wood is very dark.,blackwood,15098161-n,12524395-n,False,2.41,0.17
made of wood,wood,15098161-n,15098161-n,True,2.39,0.16
of wood,wood,15098161-n,15098161-n,True,2.39,0.2
pile of wood,pile,15098161-n,03936269-n,False,2.4,0.12
ply wood,ply,15098161-n,03970884-n,False,2.4,0.12
gray wood,grey birch,15098161-n,12282235-n,False,2.4,0.18
handle is wood,handle,15098161-n,03485997-n,False,2.42,0.37
camper in the woods,camper,15098161-n,09889941-n,False,2.42,0.14
material is wood.,wood,15098161-n,15098161-n,True,2.41,0.15
these are woods,woodshed,15098161-n,04598318-n,False,2.42,0.11
wood is brown,logwood,15098161-n,12497322-n,False,2.39,0.18
dark wood,blackwood,15098161-n,12524395-n,False,2.4,0.18
panels of wood,paneling,15098161-n,03882611-n,False,2.38,0.15
fence made of wood,fence,15098161-n,03327234-n,False,2.41,0.12
wood trim,trim,15098161-n,00359903-n,False,2.43,0.11
strip of wood,strip,15098161-n,04339638-n,False,2.4,0.12
top is wood,top,15098161-n,08663354-n,False,2.41,0.11
chairs are wood.,chair,15098161-n,03001627-n,False,2.39,0.17
pieces of wood,woodwork,15098161-n,04598792-n,False,2.4,0.12
dead wood,deadwood,15098161-n,13163553-n,False,2.38,0.16
wood is weathered,wood,15098161-n,15098161-n,True,2.4,0.16
planks of wood,planking,15098161-n,15102359-n,False,2.41,0.12
table is wood,table,15098161-n,04379243-n,False,2.42,0.15
chair is wood.,chair,15098161-n,03002096-n,False,2.41,0.15
floor is wood,floor,15098161-n,09282208-n,False,2.39,0.14
frames are wood,frame,15098161-n,03391301-n,False,2.4,0.13
table of wood.,table,15098161-n,04379243-n,False,2.43,0.14
white wood,white pine,15098161-n,11612923-n,False,2.39,0.14
wood is seen,wood,15098161-n,15098161-n,True,2.41,0.15
stain of the wood,stain,15098161-n,04695176-n,False,2.4,0.11
wood,wood,15098161-n,15098161-n,True,2.41,0.15
brown wood,logwood,15098161-n,12497322-n,False,2.4,0.18
green wood,wood,15098161-n,15098161-n,True,2.4,0.2
trash can,garbage,14857497-n,03416900-n,False,2.41,0.11
trash can is blue,garbage,14857497-n,03416900-n,False,2.41,0.15
brown trash,brown,14857497-n,04971928-n,False,2.41,0.11
yellow trash,yellow,14857497-n,00289840-v,False,2.39,0.11
there is trash,garbage,14857497-n,14857151-n,False,2.41,0.11
red and white trash,white trash,14857497-n,09641226-n,False,2.5,0.12
can is trash,garbage,14857497-n,14857151-n,False,2.43,0.11
lots of trash,garbage,14857497-n,14857151-n,False,2.43,0.11
trash ca,garbage,14857497-n,14857151-n,False,2.42,0.11
public trash can,litter,14857497-n,14858292-n,False,2.39,0.11
white trash,white trash,14857497-n,09641226-n,False,2.41,0.12
on the trash,litter,14857497-n,14858292-n,False,2.42,0.11
trash can is grey,garbage,14857497-n,03416900-n,False,2.42,0.11
blue trash,blue,14857497-n,02855925-n,False,2.39,0.11
black trash,white trash,14857497-n,09641226-n,False,2.4,0.11
with a trash can,garbage,14857497-n,03416900-n,False,2.43,0.11
lined trash can,bin liner,14857497-n,02841063-n,False,2.44,0.12
black trash can,garbage,14857497-n,14857151-n,False,2.4,0.11
piece of trash,debris,14857497-n,14857897-n,False,2.6,0.12
trash receptical,garbage,14857497-n,03416900-n,False,2.49,0.11
trash,garbage,14857497-n,14857151-n,False,2.43,0.11
poster on trash can,wastepaper basket,14857497-n,04555700-n,False,2.41,0.12
kite has,kite,03621473-n,01608432-n,False,2.4,0.13
kite has edging,kite,03621473-n,03621473-n,True,2.39,0.12
for kite boarding,kite,03621473-n,01608432-n,False,2.41,0.13
large kite is black,black kite,03621473-n,01608814-n,False,2.4,0.13
pink kite,kite,03621473-n,03621473-n,True,2.4,0.14
crab shaped kite,kite,03621473-n,01608432-n,False,2.41,0.13
4 kites,kite,03621473-n,01608432-n,False,2.39,0.13
tail on kite,kite tail,03621473-n,03621826-n,False,2.43,0.16
many kites,kite,03621473-n,01608432-n,False,2.42,0.14
some kites,kite,03621473-n,03621473-n,True,2.41,0.14
man holds a kite,kite,03621473-n,03621473-n,True,2.4,0.14
blue and red kite,kite,03621473-n,03621473-n,True,2.42,0.14
man flying a kite,kite,03621473-n,03621473-n,True,2.53,0.15
flying kites,kite,03621473-n,01608432-n,False,2.53,0.14
kite handle,kite,03621473-n,01608432-n,False,2.4,0.14
kite is blue,kite,03621473-n,03621473-n,True,2.4,0.13
three kites,kite,03621473-n,01608432-n,False,2.41,0.14
brown kite,kite,03621473-n,01608432-n,False,2.41,0.14
multi colored kites,kite,03621473-n,03621473-n,True,2.54,0.16
kite flying,kite,03621473-n,03621473-n,True,2.43,0.14
large red kite,kite,03621473-n,03621473-n,True,2.43,0.15
large kite,kite,03621473-n,01608432-n,False,2.41,0.14
person flying a kite,kite,03621473-n,03621473-n,True,2.4,0.14
kite is a,kite,03621473-n,01608432-n,False,2.41,0.16
large colorful kite,kite,03621473-n,03621473-n,True,2.42,0.14
yellow and red kite,kite,03621473-n,03621473-n,True,2.39,0.16
both kites,kite,03621473-n,01608432-n,False,2.41,0.17
big kite,kite,03621473-n,01608432-n,False,2.41,0.14
kite is,kite,03621473-n,03621473-n,True,2.39,0.13
yellow kite,kite,03621473-n,03621473-n,True,2.43,0.13
arced kite,kite balloon,03621473-n,03621694-n,False,2.44,0.14
striped kite,kite,03621473-n,03621473-n,True,2.4,0.13
kite is shaped,kite,03621473-n,03621473-n,True,2.45,0.16
multi colored kite,kite,03621473-n,03621473-n,True,2.58,0.14
top kite,kite,03621473-n,03621473-n,True,2.42,0.14
men are flying kites,kite,03621473-n,01608432-n,False,2.41,0.14
shaped kite,box kite,03621473-n,02885785-n,False,2.4,0.14
tentacles of kite,kite,03621473-n,01608432-n,False,2.41,0.14
red kite,kite,03621473-n,03621473-n,True,2.41,0.13
paragliding kite,kite,03621473-n,03621473-n,True,2.39,0.13
