query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
junco,junco,01534433-n,01534433-n,True,2.44,0.05
snowbird,catbird,01534433-n,01587526-n,False,2.4,0.05
indigo bunting,indigo bunting,01537544-n,01537544-n,True,2.4,0.06
indigo finch,purple finch,01537544-n,01533000-n,False,2.38,0.05
indigo bird,bastard indigo,01537544-n,12572759-n,False,2.4,0.05
Passerina cyanea,Passerina,01537544-n,01537360-n,False,2.39,0.08
robin,robin,01558993-n,01562265-n,False,2.4,0.08
American robin,robin,01558993-n,01562265-n,False,2.45,0.05
Turdus migratorius,turpentine,01558993-n,14897369-n,False,2.47,0.06
bulbul,bulbul,01560419-n,01560419-n,True,2.45,0.05
jay,jay,01580077-n,01580077-n,True,2.44,0.05
magpie,magpie,01582220-n,10281276-n,False,2.45,0.04
chickadee,chickadee,01592084-n,01592084-n,True,2.45,0.04
water ouzel,European water ouzel,01601694-n,01602080-n,False,2.5,0.05
dipper,dipper,01601694-n,03204306-n,False,2.39,0.05
kite,kite,01608432-n,03621473-n,False,2.54,0.04
bald eagle,bald eagle,01614925-n,01614925-n,True,2.45,0.06
American eagle,eagle,01614925-n,01613294-n,False,2.41,0.04
Haliaeetus leucocephalus,leucocytozoan,01614925-n,01425223-n,False,2.56,0.04
vulture,vulture,01616318-n,01616318-n,True,2.49,0.07
great grey owl,great grey owl,01622779-n,01622779-n,True,2.65,0.06
great gray owl,great grey owl,01622779-n,01622779-n,True,2.43,0.04
Strix nebulosa,neritina,01622779-n,01947139-n,False,2.56,0.06
European fire salamander,European fire salamander,01629819-n,01629819-n,True,2.39,0.05
Salamandra salamandra,salamander,01629819-n,01629276-n,False,2.6,0.06
common newt,common newt,01630670-n,01630670-n,True,2.43,0.04
Triturus vulgaris,Trilisa,01630670-n,12027864-n,False,2.48,0.04
eft,eft,01631663-n,01631663-n,True,2.37,0.04
spotted salamander,spotted salamander,01632458-n,01632458-n,True,2.41,0.05
Ambystoma maculatum,macula,01632458-n,05455690-n,False,2.39,0.04
axolotl,axolotl,01632777-n,01632777-n,True,2.4,0.06
mud puppy,mud puppy,01632777-n,01634522-n,False,2.59,0.05
Ambystoma mexicanum,amboyna,01632777-n,12565590-n,False,2.43,0.05
bullfrog,bullfrog,01641577-n,01641577-n,True,2.52,0.04
Rana catesbeiana,true toad,01641577-n,01645776-n,False,2.59,0.05
tree frog,tree frog,01644373-n,01644373-n,True,2.39,0.05
tree-frog,tree frog,01644373-n,01644373-n,True,2.4,0.04
tailed frog,tailed frog,01644900-n,01644900-n,True,2.39,0.07
bell toad,fire-bellied toad,01644900-n,01648620-n,False,2.42,0.05
ribbed toad,true toad,01644900-n,01645776-n,False,2.55,0.07
tailed toad,true toad,01644900-n,01645776-n,False,2.43,0.04
Ascaphus trui,tragus,01644900-n,05324134-n,False,2.38,0.04
loggerhead,loggerhead,01664065-n,01664065-n,True,2.37,0.04
loggerhead turtle,loggerhead,01664065-n,01664065-n,True,2.38,0.04
Caretta caretta,Caretta,01664065-n,01663939-n,False,2.41,0.04
leatherback turtle,leatherback turtle,01665541-n,01665541-n,True,2.39,0.05
leatherback,leatherette,01665541-n,03653110-n,False,2.38,0.04
leathery turtle,leatherback turtle,01665541-n,01665541-n,True,2.39,0.04
Dermochelys coriacea,Cortinarius atkinsonianus,01665541-n,13074814-n,False,2.38,0.05
mud turtle,mud turtle,01667114-n,01667114-n,True,2.38,0.04
terrapin,terrapin,01667778-n,01667778-n,True,2.4,0.04
box turtle,box turtle,01669191-n,01669191-n,True,2.4,0.04
box tortoise,tortoise,01669191-n,01670092-n,False,2.4,0.06
banded gecko,banded gecko,01675722-n,01675722-n,True,2.4,0.05
common iguana,common iguana,01677366-n,01677366-n,True,2.38,0.04
iguana,common iguana,01677366-n,01677366-n,True,2.39,0.04
Iguana iguana,common iguana,01677366-n,01677366-n,True,2.39,0.05
American chameleon,American chameleon,01682714-n,01682714-n,True,2.47,0.04
anole,atole,01682714-n,07703515-n,False,2.39,0.05
Anolis carolinensis,Anolis,01682714-n,01682588-n,False,2.4,0.04
whiptail,whiptail,01685808-n,01685808-n,True,2.4,0.05
whiptail lizard,whiptail,01685808-n,01685808-n,True,2.4,0.05
agama,agama,01687978-n,01687978-n,True,2.4,0.04
frilled lizard,frilled lizard,01688243-n,01688243-n,True,2.4,0.04
Chlamydosaurus kingi,chlamydospore,01688243-n,11548870-n,False,2.41,0.04
alligator lizard,alligator lizard,01689811-n,01689811-n,True,2.39,0.04
Gila monster,Gila monster,01692333-n,01692333-n,True,2.38,0.04
Heloderma suspectum,Heloderma,01692333-n,01692143-n,False,2.38,0.05
green lizard,green lizard,01693334-n,01693334-n,True,2.39,0.04
Lacerta viridis,Lacerta,01693334-n,01693020-n,False,2.4,0.04
African chameleon,African chameleon,01694178-n,01694178-n,True,2.38,0.05
Chamaeleo chamaeleon,chaja,01694178-n,01861330-n,False,2.38,0.04
Komodo dragon,Komodo dragon,01695060-n,01695060-n,True,2.41,0.05
Komodo lizard,Komodo dragon,01695060-n,01695060-n,True,2.4,0.04
dragon lizard,dragon,01695060-n,01688589-n,False,2.4,0.05
giant lizard,giant,01695060-n,01323781-n,False,2.4,0.05
Varanus komodoensis,Cynocephalus variegatus,01695060-n,02502807-n,False,2.39,0.05
African crocodile,African crocodile,01697457-n,01697457-n,True,2.4,0.06
Nile crocodile,African crocodile,01697457-n,01697457-n,True,2.41,0.04
Crocodylus niloticus,Crocodylus,01697457-n,01697002-n,False,2.38,0.04
American alligator,American alligator,01698640-n,01698640-n,True,2.41,0.05
Alligator mississipiensis,American alligator,01698640-n,01698640-n,True,2.39,0.04
triceratops,triceratops,01704323-n,01704323-n,True,2.4,0.04
thunder snake,thunder snake,01728572-n,01728572-n,True,2.39,0.04
worm snake,worm,01728572-n,10792028-n,False,2.4,0.07
Carphophis amoenus,Carphophis,01728572-n,01728445-n,False,2.41,0.04
ringneck snake,ringneck snake,01728920-n,01728920-n,True,2.42,0.04
ring-necked snake,ringneck snake,01728920-n,01728920-n,True,2.4,0.04
ring snake,ringneck snake,01728920-n,01728920-n,True,2.41,0.04
hognose snake,hognose snake,01729322-n,01729322-n,True,2.38,0.04
puff adder,puff adder,01729322-n,01753032-n,False,2.39,0.05
sand viper,viperine grass snake,01729322-n,01738065-n,False,2.49,0.04
green snake,green snake,01729977-n,01730563-n,False,2.51,0.05
grass snake,viperine grass snake,01729977-n,01738065-n,False,2.48,0.05
king snake,king snake,01734418-n,01734418-n,True,2.44,0.05
kingsnake,common kingsnake,01734418-n,01734637-n,False,2.43,0.05
garter snake,garter snake,01735189-n,01735189-n,True,2.42,0.05
grass snake,viperine grass snake,01735189-n,01738065-n,False,2.43,0.05
water snake,water snake,01737021-n,01737021-n,True,2.42,0.05
vine snake,vine snake,01739381-n,01739381-n,True,2.42,0.05
night snake,night snake,01740131-n,01740131-n,True,2.4,0.05
Hypsiglena torquata,hypha,01740131-n,13022538-n,False,2.41,0.05
boa constrictor,boa constrictor,01742172-n,01742172-n,True,2.41,0.05
Constrictor constrictor,constrictor,01742172-n,01741562-n,False,2.43,0.05
rock python,rock python,01744401-n,01744401-n,True,2.41,0.05
rock snake,rock python,01744401-n,01744401-n,True,2.47,0.05
Python sebae,python,01744401-n,01743605-n,False,2.53,1.66
Indian cobra,Indian cobra,01748264-n,01748264-n,True,2.49,0.05
Naja naja,Navaho,01748264-n,09662661-n,False,2.48,0.05
green mamba,green mamba,01749939-n,01749939-n,True,2.62,0.05
sea snake,sea snake,01751748-n,01751748-n,True,2.47,0.05
horned viper,horned viper,01753488-n,01753488-n,True,2.46,0.05
cerastes,ceras,01753488-n,01954004-n,False,2.6,0.06
sand viper,viperine grass snake,01753488-n,01738065-n,False,2.45,0.05
horned asp,horned chameleon,01753488-n,01694311-n,False,2.53,0.06
Cerastes cornutus,Cepheus,01753488-n,09497641-n,False,2.46,0.05
diamondback,diamondback,01755581-n,01755581-n,True,2.45,0.05
diamondback rattlesnake,diamondback,01755581-n,01755581-n,True,2.63,0.05
Crotalus adamanteus,Croesus,01755581-n,09979913-n,False,2.53,0.05
sidewinder,sidewinder,01756291-n,04215910-n,False,2.45,0.05
horned rattlesnake,rattlesnake,01756291-n,01754876-n,False,2.46,0.06
Crotalus cerastes,crotalaria,01756291-n,12519563-n,False,2.46,0.05
trilobite,trilobite,01768244-n,01768244-n,True,2.46,0.05
harvestman,harvestman,01770081-n,01770081-n,True,2.63,0.05
daddy longlegs,longwool,01770081-n,02414209-n,False,2.65,0.05
Phalangium opilio,Phalangium,01770081-n,01769930-n,False,2.52,0.05
scorpion,scorpion,01770393-n,01770393-n,True,2.54,0.05
black and gold garden spider,black and gold garden spider,01773157-n,01773157-n,True,2.47,0.05
Argiope aurantia,aura,01773157-n,04951716-n,False,2.62,0.05
barn spider,barn spider,01773549-n,01773549-n,True,2.55,0.05
Araneus cavaticus,arariba,01773549-n,11749603-n,False,2.67,0.05
garden spider,garden spider,01773797-n,01773797-n,True,2.66,0.05
Aranea diademata,arariba,01773797-n,11749603-n,False,2.67,0.05
black widow,black widow,01774384-n,01774384-n,True,2.52,0.05
Latrodectus mactans,Latrodectus,01774384-n,01774252-n,False,2.46,0.05
tarantula,tarantula,01774750-n,01774750-n,True,2.62,0.08
wolf spider,wolf spider,01775062-n,01775062-n,True,2.58,0.06
hunting spider,spider,01775062-n,01772222-n,False,2.61,0.05
tick,tick,01776313-n,04432308-n,False,2.51,0.04
centipede,centipede,01784675-n,01784675-n,True,2.52,0.06
black grouse,black grouse,01795545-n,01795545-n,True,2.46,0.05
ptarmigan,ptarmigan,01796340-n,01796340-n,True,2.69,0.05
ruffed grouse,ruffed grouse,01797886-n,01797886-n,True,2.45,0.05
partridge,Hungarian partridge,01797886-n,01807828-n,False,2.69,0.05
Bonasa umbellus,umbellifer,01797886-n,12930778-n,False,2.49,0.06
prairie chicken,greater prairie chicken,01798484-n,01798706-n,False,2.56,0.04
prairie grouse,prairie chicken,01798484-n,01798484-n,True,2.65,0.05
prairie fowl,game fowl,01798484-n,01790711-n,False,2.64,0.05
peacock,peacock,01806143-n,01806143-n,True,2.47,0.05
quail,quail,01806567-n,01806567-n,True,2.5,0.05
partridge,Hungarian partridge,01807496-n,01807828-n,False,2.45,0.04
African grey,African grey,01817953-n,01817953-n,True,2.48,0.06
African gray,African grey,01817953-n,01817953-n,True,2.46,0.05
Psittacus erithacus,Psittacus,01817953-n,01817772-n,False,2.5,0.05
macaw,macaw,01818515-n,01818515-n,True,2.45,0.06
sulphur-crested cockatoo,sulphur-crested cockatoo,01819313-n,01819313-n,True,2.49,0.05
Kakatoe galerita,Kakatoe,01819313-n,01818959-n,False,2.46,0.05
Cacatua galerita,Cacajao,01819313-n,02493109-n,False,2.47,0.05
lorikeet,lorikeet,01820546-n,01820546-n,True,2.53,0.05
coucal,coucal,01824575-n,01824575-n,True,2.48,0.05
bee eater,bee eater,01828970-n,01828970-n,True,2.48,0.05
hornbill,hornbill,01829413-n,01829413-n,True,2.46,0.05
hummingbird,hummingbird,01833805-n,01833805-n,True,2.52,0.05
jacamar,jacamar,01843065-n,01843065-n,True,2.62,0.05
toucan,toucanet,01843383-n,01843719-n,False,2.54,2.95
drake,drake,01847000-n,01847000-n,True,2.65,0.05
red-breasted merganser,red-breasted merganser,01855032-n,01855032-n,True,2.56,0.05
Mergus serrator,serratus posterior superior,01855032-n,05551142-n,False,2.69,0.05
goose,goose,01855672-n,07646821-n,False,2.5,0.07
black swan,black swan,01860187-n,01860187-n,True,2.48,0.05
Cygnus atratus,Cygnus,01860187-n,01858989-n,False,2.52,0.05
tusker,tusker,01871265-n,01871265-n,True,2.58,0.96
echidna,echidna,01872401-n,01872772-n,False,2.43,2.75
spiny anteater,anteater,01872401-n,02460009-n,False,2.93,0.06
anteater,anteater,01872401-n,02460009-n,False,2.65,0.05
platypus,platypus,01873310-n,01873310-n,True,2.57,0.05
duckbill,duck,01873310-n,03253071-n,False,2.59,0.05
duckbilled platypus,platypus,01873310-n,01873310-n,True,2.45,0.05
duck-billed platypus,platypus,01873310-n,01873310-n,True,2.48,0.05
Ornithorhynchus anatinus,ornithopod,01873310-n,01705591-n,False,2.47,0.05
wallaby,wallaby,01877812-n,01877812-n,True,2.48,0.05
brush kangaroo,jerboa kangaroo,01877812-n,01880813-n,False,2.45,0.05
koala,koala,01882714-n,01882714-n,True,2.45,0.06
koala bear,koala,01882714-n,01882714-n,True,2.68,0.04
kangaroo bear,kangaroo,01882714-n,01877134-n,False,2.9,0.04
native bear,bear,01882714-n,02131653-n,False,2.51,0.04
Phascolarctos cinereus,Phascolarctos,01882714-n,01882607-n,False,2.5,0.04
wombat,wombat,01883070-n,01883070-n,True,2.72,0.06
jellyfish,jellyfish,01910747-n,01910747-n,True,2.72,0.05
sea anemone,anemone fish,01914609-n,02607072-n,False,2.75,0.05
anemone,anemone,01914609-n,11725015-n,False,2.46,0.05
brain coral,brain coral,01917289-n,01917289-n,True,2.58,0.07
flatworm,flatworm,01924916-n,01924916-n,True,2.48,0.05
platyhelminth,platy,01924916-n,01449712-n,False,2.87,1.4
nematode,nematode,01930112-n,01930112-n,True,2.62,0.05
nematode worm,nematode,01930112-n,01930112-n,True,2.73,0.07
roundworm,common roundworm,01930112-n,01930852-n,False,2.45,0.41
conch,conch,01943899-n,01943899-n,True,3.02,0.05
snail,snail,01944390-n,01944390-n,True,2.75,0.05
slug,slug,01945685-n,01945685-n,True,2.81,0.08
sea slug,sea slug,01950731-n,01950731-n,True,2.66,2.15
nudibranch,Nudibranchia,01950731-n,01950457-n,False,4.29,4.41
chiton,chiton,01955084-n,03021121-n,False,3.99,0.09
coat-of-mail shell,mail,01955084-n,03709644-n,False,3.48,0.08
sea cradle,cradle,01955084-n,03125729-n,False,2.69,0.05
polyplacophore,Polyplacophora,01955084-n,01954729-n,False,3.39,0.06
chambered nautilus,chambered nautilus,01968897-n,01968897-n,True,2.91,0.06
pearly nautilus,nautilus,01968897-n,03811295-n,False,2.7,0.05
nautilus,nautilus,01968897-n,03811295-n,False,2.69,0.07
Dungeness crab,Dungeness crab,01978287-n,01978287-n,True,3.52,0.06
Cancer magister,Dungeness crab,01978287-n,07788609-n,False,2.73,0.05
rock crab,rock crab,01978455-n,01978455-n,True,2.7,0.07
Cancer irroratus,Cancer,01978455-n,01977832-n,False,2.71,0.05
fiddler crab,fiddler crab,01980166-n,01980166-n,True,2.66,0.05
king crab,king crab,01981276-n,01981276-n,True,2.67,0.05
Alaska crab,Alaska king crab,01981276-n,07788435-n,False,2.66,0.05
Alaskan king crab,king crab,01981276-n,01981276-n,True,2.64,0.05
Alaska king crab,Alaska king crab,01981276-n,07788435-n,False,2.67,0.05
Paralithodes camtschatica,parasol,01981276-n,03889871-n,False,2.9,0.05
American lobster,American lobster,01983481-n,01983481-n,True,2.85,0.05
Northern lobster,Norwegian lobster,01983481-n,07793521-n,False,2.63,0.05
Maine lobster,European lobster,01983481-n,01983674-n,False,2.72,0.05
Homarus americanus,Housman,01983481-n,11061734-n,False,2.73,0.06
spiny lobster,spiny lobster,01984695-n,01984695-n,True,2.63,0.06
langouste,languisher,01984695-n,10246395-n,False,2.67,0.05
rock lobster,lobster,01984695-n,07792725-n,False,2.62,0.05
crawfish,craw,01984695-n,01974055-n,False,2.58,0.06
crayfish,crayfish,01984695-n,01985128-n,False,2.6,0.05
sea crawfish,crayfish,01984695-n,01985128-n,False,2.57,0.05
crayfish,crayfish,01985128-n,01985128-n,True,2.6,0.05
crawfish,craw,01985128-n,01974055-n,False,2.58,0.05
crawdad,craw,01985128-n,01974055-n,False,2.58,0.05
crawdaddy,craw,01985128-n,01974055-n,False,2.59,0.05
hermit crab,hermit crab,01986214-n,01986214-n,True,2.83,0.06
isopod,isopod,01990800-n,01990800-n,True,2.63,2.06
white stork,white stork,02002556-n,02002556-n,True,2.58,0.05
Ciconia ciconia,cicada,02002556-n,02256656-n,False,2.63,0.06
black stork,black stork,02002724-n,02002724-n,True,2.76,0.05
Ciconia nigra,citrine,02002724-n,14813067-n,False,2.58,0.06
spoonbill,spoonbill,02006656-n,02006656-n,True,2.61,0.05
flamingo,flamingo,02007558-n,02007558-n,True,2.67,0.05
little blue heron,little blue heron,02009229-n,02009229-n,True,2.65,0.05
Egretta caerulea,cagoule,02009229-n,02937010-n,False,2.65,0.06
American egret,American egret,02009912-n,02009912-n,True,2.62,0.05
great white heron,great white heron,02009912-n,02009750-n,False,2.62,0.05
Egretta albus,American egret,02009912-n,02009912-n,True,2.65,0.06
bittern,bittern,02011460-n,02011460-n,True,2.82,0.05
crane,crane,02012849-n,02012849-n,True,3.18,0.05
limpkin,limpkin,02013706-n,02013706-n,True,2.63,0.05
Aramus pictus,Aramus,02013706-n,02013362-n,False,2.56,0.05
European gallinule,European gallinule,02017213-n,02017213-n,True,2.63,0.07
Porphyrio porphyrio,porphyry,02017213-n,14996395-n,False,2.66,0.06
American coot,American coot,02018207-n,02018207-n,True,2.55,0.05
marsh hen,marsh mallow,02018207-n,12174521-n,False,2.68,0.05
mud hen,mud,02018207-n,14956325-n,False,2.57,0.06
water hen,hen,02018207-n,01792640-n,False,2.62,0.05
Fulica americana,Formica fusca,02018207-n,02221715-n,False,2.62,0.05
bustard,bustard,02018795-n,02018795-n,True,2.56,0.05
ruddy turnstone,ruddy turnstone,02025239-n,02025239-n,True,2.58,0.07
Arenaria interpres,arena,02025239-n,08497107-n,False,2.56,0.05
red-backed sandpiper,red-backed sandpiper,02027492-n,02027492-n,True,2.57,0.06
dunlin,dunker,02027492-n,10039946-n,False,2.61,0.05
Erolia alpina,eriogonum,02027492-n,12602262-n,False,2.65,0.05
redshank,redshank,02028035-n,02028035-n,True,2.62,0.05
Tringa totanus,Tringa,02028035-n,02027730-n,False,2.66,0.05
dowitcher,dowitcher,02033041-n,02033041-n,True,2.62,0.05
oystercatcher,oystercatcher,02037110-n,02037110-n,True,2.56,0.07
oyster catcher,oystercatcher,02037110-n,02037110-n,True,2.61,0.05
pelican,pelican,02051845-n,02051845-n,True,2.59,0.05
king penguin,king penguin,02056570-n,02056570-n,True,2.63,0.06
Aptenodytes patagonica,Aptenodytes,02056570-n,02056421-n,False,2.96,0.05
albatross,albatross,02058221-n,02058221-n,True,3.27,0.05
mollymawk,mollycoddle,02058221-n,10327583-n,False,2.74,0.04
grey whale,grey whale,02066245-n,02066245-n,True,2.67,0.04
gray whale,grey whale,02066245-n,02066245-n,True,2.62,0.04
devilfish,scorpionfish,02066245-n,02643112-n,False,2.67,0.05
Eschrichtius gibbosus,Eschrichtius,02066245-n,02066086-n,False,2.74,0.05
Eschrichtius robustus,Eschrichtius,02066245-n,02066086-n,False,2.59,0.05
killer whale,killer whale,02071294-n,02071294-n,True,2.71,0.04
killer,killer,02071294-n,10231087-n,False,2.62,0.05
orca,theca,02071294-n,13092722-n,False,2.68,0.04
grampus,grampus,02071294-n,02071028-n,False,2.55,2.56
sea wolf,wolf,02071294-n,02114100-n,False,3.42,0.04
Orcinus orca,Orcinus,02071294-n,02071173-n,False,2.57,0.04
dugong,dugong,02074367-n,02074367-n,True,2.8,0.06
Dugong dugon,dugong,02074367-n,02074367-n,True,2.87,0.05
sea lion,sea lion,02077923-n,02077923-n,True,2.58,0.04
Chihuahua,Chihuahua,02085620-n,02085620-n,True,2.87,0.05
Japanese spaniel,Japanese spaniel,02085782-n,02085782-n,True,2.89,0.05
Maltese dog,Maltese dog,02085936-n,02085936-n,True,2.66,0.05
Maltese terrier,Maltese dog,02085936-n,02085936-n,True,2.64,0.05
Maltese,Maltese,02085936-n,09747618-n,False,2.6,0.05
Pekinese,Pekinese,02086079-n,02086079-n,True,2.63,0.06
Pekingese,chinchilla,02086079-n,02367492-n,False,2.75,0.05
Peke,pederasty,02086079-n,00857872-n,False,2.67,0.05
Shih-Tzu,Shih-Tzu,02086240-n,02086240-n,True,2.64,0.05
Blenheim spaniel,Blenheim spaniel,02086646-n,02086646-n,True,2.58,0.04
papillon,papillon,02086910-n,02086910-n,True,2.74,0.04
toy terrier,toy terrier,02087046-n,02087046-n,True,2.59,0.04
Rhodesian ridgeback,Rhodesian ridgeback,02087394-n,02087394-n,True,2.54,0.05
Afghan hound,Afghan hound,02088094-n,02088094-n,True,2.53,0.04
Afghan,Afghan,02088094-n,09689435-n,False,2.57,0.04
basset,basset,02088238-n,02088238-n,True,2.52,0.05
basset hound,basset,02088238-n,02088238-n,True,2.55,0.08
beagle,beagle,02088364-n,02088364-n,True,2.51,0.04
bloodhound,bloodhound,02088466-n,02088466-n,True,2.55,0.04
sleuthhound,sleuth,02088466-n,10611613-n,False,2.64,0.04
bluetick,bluetick,02088632-n,02088632-n,True,2.69,0.04
black-and-tan coonhound,black-and-tan coonhound,02089078-n,02089078-n,True,2.56,0.05
Walker hound,Walker hound,02089867-n,02089867-n,True,2.84,0.05
Walker foxhound,Walker hound,02089867-n,02089867-n,True,2.77,0.05
English foxhound,English foxhound,02089973-n,02089973-n,True,2.7,0.05
redbone,redbone,02090379-n,02090379-n,True,2.7,0.04
borzoi,borzoi,02090622-n,02090622-n,True,2.95,0.05
Russian wolfhound,wolfhound,02090622-n,02090475-n,False,2.78,0.05
Irish wolfhound,Irish wolfhound,02090721-n,02090721-n,True,2.76,0.04
Italian greyhound,Italian greyhound,02091032-n,02091032-n,True,3.09,0.05
whippet,whippet,02091134-n,02091134-n,True,2.83,0.04
Ibizan hound,Ibizan hound,02091244-n,02091244-n,True,2.65,0.05
Ibizan Podenco,Ibizan hound,02091244-n,02091244-n,True,2.83,0.05
Norwegian elkhound,Norwegian elkhound,02091467-n,02091467-n,True,2.63,0.05
elkhound,Norwegian elkhound,02091467-n,02091467-n,True,2.76,0.05
otterhound,otter,02091635-n,14765785-n,False,2.59,0.05
otter hound,otter,02091635-n,14765785-n,False,2.7,0.04
Saluki,Saluki,02091831-n,02091831-n,True,2.54,0.05
gazelle hound,gazelle,02091831-n,02423022-n,False,2.55,0.04
Scottish deerhound,Scottish deerhound,02092002-n,02092002-n,True,2.65,0.04
deerhound,Scottish deerhound,02092002-n,02092002-n,True,2.53,0.05
Weimaraner,Weimaraner,02092339-n,02092339-n,True,2.56,0.05
Staffordshire bullterrier,Staffordshire bullterrier,02093256-n,02093256-n,True,2.54,0.05
Staffordshire bull terrier,Staffordshire bullterrier,02093256-n,02093256-n,True,2.56,0.05
American Staffordshire terrier,American Staffordshire terrier,02093428-n,02093428-n,True,2.58,0.05
Staffordshire terrier,American Staffordshire terrier,02093428-n,02093428-n,True,2.6,0.05
American pit bull terrier,Boston bull,02093428-n,02096585-n,False,2.53,0.05
pit bull terrier,terrier,02093428-n,02092468-n,False,2.62,0.05
Bedlington terrier,Bedlington terrier,02093647-n,02093647-n,True,2.73,0.05
Border terrier,Border terrier,02093754-n,02093754-n,True,2.64,0.05
Kerry blue terrier,Kerry blue terrier,02093859-n,02093859-n,True,2.8,2.29
Irish terrier,Irish terrier,02093991-n,02093991-n,True,2.82,0.05
Norfolk terrier,Norfolk terrier,02094114-n,02094114-n,True,2.84,0.05
Norwich terrier,Norwich terrier,02094258-n,02094258-n,True,2.82,0.06
Yorkshire terrier,Yorkshire terrier,02094433-n,02094433-n,True,2.87,0.05
wire-haired fox terrier,wire-haired fox terrier,02095314-n,02095314-n,True,2.91,0.05
Lakeland terrier,Lakeland terrier,02095570-n,02095570-n,True,2.83,0.05
Sealyham terrier,Sealyham terrier,02095889-n,02095889-n,True,2.8,0.05
Sealyham,Sealyham terrier,02095889-n,02095889-n,True,2.82,0.05
Airedale,Airedale,02096051-n,02096051-n,True,2.8,0.05
Airedale terrier,Airedale,02096051-n,02096051-n,True,2.86,0.05
cairn,cairn,02096177-n,02096177-n,True,2.86,0.05
cairn terrier,cairn,02096177-n,02096177-n,True,2.69,0.05
Australian terrier,Australian terrier,02096294-n,02096294-n,True,2.6,0.04
Dandie Dinmont,Dandie Dinmont,02096437-n,02096437-n,True,2.57,0.05
Dandie Dinmont terrier,Dandie Dinmont,02096437-n,02096437-n,True,2.5,0.04
Boston bull,Boston bull,02096585-n,02096585-n,True,2.54,0.05
Boston terrier,Boston bull,02096585-n,02096585-n,True,2.53,0.05
miniature schnauzer,miniature schnauzer,02097047-n,02097047-n,True,2.54,0.05
giant schnauzer,giant schnauzer,02097130-n,02097130-n,True,2.58,0.05
standard schnauzer,standard schnauzer,02097209-n,02097209-n,True,2.69,0.05
Scotch terrier,Scotch terrier,02097298-n,02097298-n,True,2.66,0.05
Scottish terrier,Scotch terrier,02097298-n,02097298-n,True,2.83,0.05
Scottie,Scott,02097298-n,11289709-n,False,2.68,0.05
Tibetan terrier,Tibetan terrier,02097474-n,02097474-n,True,2.74,0.05
chrysanthemum dog,chrysanthemum,02097474-n,11951271-n,False,2.71,0.06
silky terrier,silky terrier,02097658-n,02097658-n,True,2.7,0.05
Sydney silky,silky terrier,02097658-n,02097658-n,True,2.67,0.05
soft-coated wheaten terrier,soft-coated wheaten terrier,02098105-n,02098105-n,True,2.72,0.05
West Highland white terrier,West Highland white terrier,02098286-n,02098286-n,True,2.72,0.05
Lhasa,Lhasa,02098413-n,02098413-n,True,2.78,0.05
Lhasa apso,Lhasa,02098413-n,02098413-n,True,2.8,0.05
flat-coated retriever,flat-coated retriever,02099267-n,02099267-n,True,2.9,0.05
curly-coated retriever,curly-coated retriever,02099429-n,02099429-n,True,2.67,0.06
golden retriever,golden retriever,02099601-n,02099601-n,True,2.77,0.05
Labrador retriever,Labrador retriever,02099712-n,02099712-n,True,2.65,0.05
Chesapeake Bay retriever,Chesapeake Bay retriever,02099849-n,02099849-n,True,2.74,0.05
German short-haired pointer,German short-haired pointer,02100236-n,02100236-n,True,2.69,0.05
