query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
bird is exotic,rare bird,01503061-n,10507692-n,False,2.5,0.08
this is a bird,bird,01503061-n,07644382-n,False,2.52,0.09
angry bird,gallows bird,01503061-n,10118208-n,False,2.47,0.09
blue bird,bluebird,01503061-n,01562014-n,False,2.48,0.08
beak of the bird,beak,01503061-n,01758510-n,False,2.48,0.08
family of birds,coastal diving bird,01503061-n,02040505-n,False,2.48,0.09
brown bird,brown thrasher,01503061-n,01588002-n,False,2.49,0.08
seven birds,seven,01503061-n,02186970-s,False,2.51,0.08
flock of birds.,flock,01503061-n,07990956-n,False,2.65,0.08
one bird,rare bird,01503061-n,10507692-n,False,2.66,0.08
colorful bird,parrot,01503061-n,01816887-n,False,2.5,0.09
bird 3,game bird,01503061-n,02153203-n,False,2.49,0.08
bird 2,game bird,01503061-n,02153203-n,False,2.47,0.09
bird in it,game bird,01503061-n,02153203-n,False,2.45,0.08
small birds perched,bird feeder,01503061-n,02843553-n,False,2.48,0.08
band like a bird,band,01503061-n,02785191-n,False,2.49,0.09
grey bird,African grey,01503061-n,01817953-n,False,2.49,0.08
bird is unusual,rare bird,01503061-n,10507692-n,False,2.47,0.09
large bird,elephant bird,01503061-n,01522450-n,False,2.48,0.08
front of bird,front,01503061-n,03398467-n,False,2.47,2.64
three birds,bird,01503061-n,01503061-n,True,3.07,0.11
head of bird,head,01503061-n,08664184-n,False,2.53,0.08
small bird flying,hummingbird,01503061-n,01833805-n,False,2.48,0.11
bird is white,white-crowned sparrow,01503061-n,01535690-n,False,2.49,0.09
birds face,birdcage mask,01503061-n,02843365-n,False,2.5,0.08
green birds,bird of paradise,01503061-n,01571126-n,False,2.48,0.08
variety of birds,rare bird,01503061-n,10507692-n,False,2.46,0.66
red angry bird,redstart,01503061-n,01561452-n,False,3.1,2.69
flying bird.,bird,01503061-n,01503061-n,True,3.28,0.08
big flying bird,elephant bird,01503061-n,01522450-n,False,2.69,0.08
birds flying.,fly,01503061-n,02190166-n,False,2.57,0.08
bird roosting,roost,01503061-n,04107984-n,False,2.46,0.08
pair of birds,rare bird,01503061-n,10507692-n,False,2.48,0.08
bird is flying above,bird,01503061-n,01503061-n,True,2.48,0.08
two young birds,young bird,01503061-n,01613615-n,False,2.51,0.08
several birds,bird of paradise,01503061-n,01571126-n,False,2.67,0.08
multiple birds,rare bird,01503061-n,10507692-n,False,2.53,0.08
little birds,dickeybird,01503061-n,01503976-n,False,2.5,0.08
flying bird,flight,01503061-n,02484771-v,False,2.82,0.56
bird is on,game bird,01503061-n,02153203-n,False,2.98,0.1
part of bird,bird of passage,01503061-n,01515303-n,False,2.49,0.1
bird sitting,bird,01503061-n,07644382-n,False,2.65,0.1
animated bird,bird,01503061-n,01503061-n,True,2.74,0.09
no birds,bird,01503061-n,07644382-n,False,2.9,0.09
rear bird,rear,01503061-n,04059701-n,False,2.72,0.08
birds riding,game bird,01503061-n,02153203-n,False,2.52,0.09
there is a bird,bird,01503061-n,01503061-n,True,2.51,0.09
bird is hanging,gallows bird,01503061-n,10118208-n,False,2.69,1.3
black birds.,crow,01503061-n,01579028-n,False,3.25,0.13
red bird,redstart,01503061-n,01561452-n,False,2.46,0.09
bird is flying,bird,01503061-n,01503061-n,True,2.61,1.04
3 birds,bird,01503061-n,07644382-n,False,2.5,0.11
bird has,game bird,01503061-n,02153203-n,False,2.63,0.09
birds head,bird shot,01503061-n,02843777-n,False,2.58,0.1
bird is yellow,yellowthroat,01503061-n,01570676-n,False,2.75,2.64
tiny bird,hummingbird,01503061-n,01833805-n,False,3.76,3.62
two birds,bird,01503061-n,01503061-n,True,5.02,0.29
yellow bird,yellowthroat,01503061-n,01570676-n,False,3.37,0.12
bird is looking,bird watcher,01503061-n,09856500-n,False,2.63,0.11
hungry bird,bird feed,01503061-n,07805594-n,False,3.45,0.13
yellow bananas,banana,12352287-n,07753592-n,False,3.04,0.13
stem of banana,banana,12352287-n,12352287-n,True,2.71,0.12
mark on the banana,top banana,12352287-n,10715447-n,False,2.86,0.13
bananas bright yello,banana,12352287-n,12352287-n,True,3.4,0.09
bad banana,banana,12352287-n,12352287-n,True,2.69,0.1
red banana,banana,12352287-n,12352287-n,True,2.73,0.09
between bananas,banana,12352287-n,12352287-n,True,2.73,0.09
banana is crescent,banana,12352287-n,07753592-n,False,2.68,0.1
near bananas,banana,12352287-n,12352287-n,True,2.66,0.09
bananas stems,banana,12352287-n,12352287-n,True,2.61,0.09
holding bananas,banana boat,12352287-n,02784124-n,False,2.69,0.09
bowl of bananas,banana,12352287-n,12352287-n,True,2.67,0.59
banana being eaten,banana,12352287-n,12352287-n,True,2.78,0.2
unripe bananas,banana,12352287-n,12352287-n,True,2.69,0.09
stuffed bananas,banana boat,12352287-n,02784124-n,False,2.63,0.09
bag of bananas,banana,12352287-n,12352287-n,True,2.76,0.12
tip of banana,banana,12352287-n,12352287-n,True,2.71,0.1
yellow banana peels,banana peel,12352287-n,07738570-n,False,2.64,0.1
of the bananas,banana,12352287-n,12352287-n,True,2.61,0.09
shadow of banana,banana,12352287-n,12352287-n,True,2.59,0.09
half banana,banana,12352287-n,07753592-n,False,2.6,0.09
closest two bananas,banana,12352287-n,12352287-n,True,2.6,0.09
other bananas,banana,12352287-n,12352287-n,True,2.6,0.09
bunch of bananas,banana,12352287-n,12352287-n,True,2.58,0.09
bananas,banana,12352287-n,12352287-n,True,2.62,0.09
peeled banana,banana peel,12352287-n,07738570-n,False,2.61,0.1
some bananas,banana,12352287-n,12352287-n,True,2.56,0.62
brown banana tree,banana,12352287-n,12352287-n,True,2.68,1.42
unripe green bananas,banana,12352287-n,12352287-n,True,3.4,0.13
ripe red banana,banana,12352287-n,12352287-n,True,2.64,0.53
black tip of banana,banana,12352287-n,12352287-n,True,2.58,0.09
apples and banana,banana,12352287-n,12352287-n,True,2.6,0.09
banana is ripe,banana,12352287-n,12352287-n,True,2.66,0.09
banana stems,banana,12352287-n,12352287-n,True,2.67,0.1
banana is standing,banana,12352287-n,12352287-n,True,2.7,0.11
bananas are green,banana,12352287-n,12352287-n,True,2.63,0.1
banana is yellow,banana,12352287-n,07753592-n,False,2.66,0.1
bananas on top,top banana,12352287-n,10715447-n,False,2.58,0.09
banana is unpeeled,banana,12352287-n,12352287-n,True,2.63,0.09
banana,banana,12352287-n,12352287-n,True,3.09,0.09
bunches of bananas,banana,12352287-n,12352287-n,True,2.96,0.09
tip of the banana,banana,12352287-n,12352287-n,True,2.57,0.09
unripened banana,banana,12352287-n,12352287-n,True,2.6,0.09
green bananas,banana,12352287-n,12352287-n,True,2.59,0.09
banana trees,banana,12352287-n,12352287-n,True,2.55,0.09
few bananas,banana,12352287-n,12352287-n,True,2.59,0.09
behind bananas,banana,12352287-n,12352287-n,True,2.74,0.09
inside of the banana,banana,12352287-n,12352287-n,True,2.6,0.09
edge of banana,banana,12352287-n,12352287-n,True,2.57,0.09
in front of a banana,banana,12352287-n,12352287-n,True,2.57,0.09
banana leaves,banana,12352287-n,12352287-n,True,2.59,0.09
three bananas,banana,12352287-n,12352287-n,True,2.6,0.09
banana tree,banana,12352287-n,12352287-n,True,2.59,0.09
"""bananas",banana,12352287-n,12352287-n,True,2.6,0.09
bunch of banana,banana,12352287-n,12352287-n,True,2.67,0.09
end of banana,banana,12352287-n,12352287-n,True,2.65,0.11
banana peels,banana peel,12352287-n,07738570-n,False,2.67,0.12
group of bananas,banana,12352287-n,12352287-n,True,2.63,0.09
green unripe banana,banana,12352287-n,12352287-n,True,2.61,0.09
hang bananas,banana,12352287-n,12352287-n,True,2.72,0.09
paper under bananas,rice paper,12352287-n,14975872-n,False,2.67,0.09
bananas hanging,banana,12352287-n,12352287-n,True,2.59,0.09
bananas not ripe yet,banana,12352287-n,12352287-n,True,2.86,0.09
man eating a banana,banana,12352287-n,12352287-n,True,3.25,0.11
ripe banana,banana,12352287-n,12352287-n,True,2.82,0.1
yellow banana,banana,12352287-n,07753592-n,False,2.62,0.12
green banana,banana,12352287-n,12352287-n,True,2.63,0.1
banana displayed,banana,12352287-n,12352287-n,True,2.6,0.09
man has vest,vest,04531873-n,04531873-n,True,2.75,0.09
black vest,vest,04531873-n,04531873-n,True,2.58,0.09
black vest.,vest,04531873-n,04531873-n,True,2.69,0.09
button up vest,vest,04531873-n,04531873-n,True,2.64,0.09
vest is maroon,vest,04531873-n,04531873-n,True,2.71,0.09
his vest,vest,04531873-n,04531873-n,True,2.63,3.22
vests,vest,04531873-n,04531873-n,True,2.6,0.09
wearing a green vest,vest,04531873-n,04531873-n,True,2.81,0.09
man in hat w/ vest,vest,04531873-n,04531873-n,True,2.79,0.1
man in a vest,vest,04531873-n,04531873-n,True,2.87,0.09
man in vest,vest,04531873-n,04531873-n,True,2.64,0.13
man with vest,vest,04531873-n,04531873-n,True,2.92,0.1
pink vest,vest,04531873-n,04531873-n,True,2.92,0.08
safty vest,vestiture,04531873-n,04532022-n,False,2.69,0.09
yellow vest,vest,04531873-n,02222179-v,False,2.6,0.08
men wear vests,vest,04531873-n,04531873-n,True,2.57,0.09
stripped vest,vest,04531873-n,04531873-n,True,2.66,0.09
white vest,vest,04531873-n,04531873-n,True,2.74,0.09
with yellow vests,vest,04531873-n,00052043-v,False,2.68,0.09
blue and black vest,blue,04531873-n,02855925-n,False,2.62,0.09
man is wearing vest,vest,04531873-n,04531873-n,True,2.57,0.09
red vest,redcoat,04531873-n,10029985-n,False,2.63,0.09
green vest,vest,04531873-n,04531873-n,True,2.56,0.08
orange vest,vest,04531873-n,04531873-n,True,2.55,0.09
vest is red,vest,04531873-n,04531873-n,True,2.57,0.09
vest,vest,04531873-n,04531873-n,True,2.57,0.11
an orange vest,vest,04531873-n,04531873-n,True,2.52,0.08
sleeveless vest,vest,04531873-n,04531873-n,True,2.59,0.09
man wearing vest,vest,04531873-n,04531873-n,True,2.56,0.09
yellow vests,vestiture,04531873-n,04532022-n,False,2.6,0.09
brown vest,vestiture,04531873-n,04532022-n,False,2.56,0.08
reflections of vests,vesture,04531873-n,09471349-n,False,2.57,0.09
seat in front.,seat,08647616-n,08490039-n,False,2.7,0.09
seat back,back,08647616-n,02767433-n,False,2.71,0.13
four seats,seat,08647616-n,08490039-n,False,2.69,0.09
edge of seat,seat,08647616-n,04162433-n,False,2.67,0.09
in the red seats,seat,08647616-n,08490039-n,False,2.65,0.59
green seat,seat,08647616-n,04162433-n,False,2.8,0.1
seats been removed,seat,08647616-n,08647616-n,True,2.74,0.09
red seat,seat,08647616-n,04162433-n,False,2.76,0.09
person in seat,seat,08647616-n,04162599-n,False,3.05,0.09
driver's seat,backseat driver,08647616-n,09831057-n,False,2.62,0.09
seat,seat,08647616-n,04162433-n,False,2.63,0.61
pilot's seat,plane seat,08647616-n,03955489-n,False,2.62,0.09
can seat,cantle,08647616-n,02953455-n,False,2.74,0.09
cushion in the seat,seat cushion,08647616-n,04162895-n,False,2.72,0.09
mounted in the seat,seat,08647616-n,01544285-v,False,2.72,0.08
kayak seat,kayak,08647616-n,03609235-n,False,2.75,0.09
front seat,seat,08647616-n,04162433-n,False,2.52,0.09
toilet with seat,toilet,08647616-n,04446276-n,False,2.57,0.08
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,2.53,0.09
black seat,seat,08647616-n,04162433-n,False,2.52,0.09
grey seat,seat,08647616-n,04162433-n,False,2.53,0.08
first seat,seat,08647616-n,04162433-n,False,2.56,0.09
seats at top,seat,08647616-n,08490039-n,False,2.54,0.09
seats,seat,08647616-n,08647616-n,True,2.54,0.08
three seats,seat,08647616-n,08490039-n,False,2.54,0.08
carriage has seats,carriage,08647616-n,02968473-n,False,2.57,0.13
part of the seat,seat,08647616-n,04162599-n,False,2.74,0.09
tall seat,seat,08647616-n,04162433-n,False,2.62,0.08
table and seats,seat,08647616-n,02333979-v,False,2.83,1.5
wooden seat,seat,08647616-n,04161981-n,False,3.78,0.09
seat down,sit down,08647616-n,01984902-v,False,3.04,0.09
seat is empty.,empty,08647616-n,03284308-n,False,3.0,0.09
on the seat,seat,08647616-n,08490039-n,False,2.87,0.12
flakes on seats,flake,08647616-n,01336440-v,False,2.93,0.09
cat on a seat,cathedra,08647616-n,02983904-n,False,2.79,0.1
chair is seat,chair,08647616-n,03002096-n,False,2.81,0.09
orange seat,seat,08647616-n,04162433-n,False,2.85,0.09
seen seats,seat,08647616-n,08490039-n,False,2.78,0.09
seat is down.,seat,08647616-n,04162599-n,False,2.76,0.09
beige seat,seat,08647616-n,04162433-n,False,2.86,0.09
seat armrest,armrest,08647616-n,02741475-n,False,2.65,0.09
back seat,back,08647616-n,02767433-n,False,2.61,0.09
bike has seat,bicycle seat,08647616-n,02835915-n,False,2.55,0.1
umpire seat,umpire,08647616-n,10735984-n,False,2.51,0.09
second seat,seat,08647616-n,04162599-n,False,2.49,0.09
some empty seats,seat,08647616-n,08647616-n,True,2.56,0.09
seats are white,white,08647616-n,04579986-n,False,2.53,0.09
passenger's seat,passenger,08647616-n,10403876-n,False,2.59,0.1
brown seats,seat,08647616-n,08647616-n,True,2.67,0.09
white seat,seat,08647616-n,04162433-n,False,2.64,0.15
seat is black,seat,08647616-n,04162433-n,False,2.77,0.09
worn seat,seat,08647616-n,04162433-n,False,2.67,0.09
empty seat,empty,08647616-n,03284308-n,False,2.65,0.08
extra seat,seat,08647616-n,04162599-n,False,2.76,0.08
last seat,seat,08647616-n,04162433-n,False,2.67,0.08
small blue seat,seat,08647616-n,04162433-n,False,2.71,0.11
rear seats,backseat,08647616-n,02770830-n,False,2.69,0.09
three empty seats,seat,08647616-n,08647616-n,True,2.76,0.12
brown seat,seat,08647616-n,04162433-n,False,2.76,0.09
some seats,seat,08647616-n,02333979-v,False,2.88,0.11
top seat,seat,08647616-n,04162433-n,False,2.69,0.08
mounted on the seat,seat,08647616-n,01616901-v,False,2.77,0.09
blue seat,seat,08647616-n,04162433-n,False,2.69,0.11
seat is colorful,seat,08647616-n,04162433-n,False,2.69,0.29
toliet seat,seat,08647616-n,04162433-n,False,2.71,0.08
empty seats,seat,08647616-n,08647616-n,True,2.63,0.09
in the seats,seat,08647616-n,08490039-n,False,2.72,0.09
there is a seat,seat,08647616-n,08490039-n,False,2.74,0.09
blue seats,seat,08647616-n,04162433-n,False,2.83,0.08
greet seat,seat,08647616-n,04162433-n,False,2.59,0.35
pillows on seats,pillow,08647616-n,03938244-n,False,2.57,0.08
back of  seat,back,08647616-n,02767433-n,False,2.54,0.08
padded seat,seat,08647616-n,08647616-n,True,2.57,0.09
red seats,seat,08647616-n,08647616-n,True,2.61,0.08
seat is blue.,seat,08647616-n,04162433-n,False,2.55,0.08
juniper bush,juniper,12567490-n,11636566-n,False,2.53,0.09
juniper,juniper,12567490-n,11636566-n,False,2.53,0.09
red blinds,blind,07944408-n,02851099-n,False,2.54,0.09
venetian blinds,Venetian blind,07944408-n,04525584-n,False,2.55,0.08
mini blinds,blind,07944408-n,02851099-n,False,2.53,0.09
blinds string,string,07944408-n,04337974-n,False,2.53,0.09
blinds closed,closed,07944408-n,01655162-a,False,2.53,0.09
brown blinds,blind,07944408-n,02851099-n,False,2.55,0.08
horizontal blinds,window blind,07944408-n,04589190-n,False,2.54,0.09
black blinds,blind,07944408-n,02851099-n,False,2.53,0.09
gray blinds,greyback,07944408-n,02033208-n,False,2.52,0.08
open blinds,blind,07944408-n,02851099-n,False,2.53,0.09
raised blinds,blind,07944408-n,02851099-n,False,2.52,0.09
drawn blinds,blind,07944408-n,02851099-n,False,2.53,0.09
roll up blinds,roller blind,07944408-n,04102285-n,False,2.54,0.09
blinds are white,blindside,07944408-n,02596730-v,False,2.54,0.09
through the blinds,blind alley,07944408-n,02851540-n,False,2.55,0.09
blinds are closed,blind,07944408-n,02851099-n,False,2.56,0.09
white blinds,window blind,07944408-n,04589190-n,False,2.52,0.09
window with blinds,window blind,07944408-n,04589190-n,False,2.53,0.09
no blinds,window blind,07944408-n,04589190-n,False,2.54,0.12
shadow of blinds,shadow,07944408-n,05155349-n,False,2.68,0.08
blinds,blind,07944408-n,02851099-n,False,2.61,0.11
room has blinds,room,07944408-n,04105893-n,False,2.93,0.09
wooden blinds,blind,07944408-n,02851099-n,False,2.63,0.09
woods,woodsman,15098161-n,10790384-n,False,2.59,2.93
flooring is wood,flooring,15098161-n,14871370-n,False,2.48,0.08
wood ash,ash,15098161-n,12303921-n,False,2.75,0.12
red wood,Philippine mahogany,15098161-n,12700560-n,False,2.74,0.1
wood handle,rake handle,15098161-n,04050313-n,False,2.6,0.09
hard wood,wood,15098161-n,15098161-n,True,2.57,2.29
livingroom has wood,lumber room,15098161-n,03697109-n,False,3.42,0.13
through the woods,woodsman,15098161-n,10790384-n,False,2.68,0.09
table is medium wood,table,15098161-n,04379243-n,False,2.72,0.13
iron and wood,Wood's metal,15098161-n,15103911-n,False,2.68,0.11
two woods,woodshed,15098161-n,04598318-n,False,2.65,0.09
floors are wood,floor,15098161-n,09282208-n,False,2.66,0.09
wood handles,rake handle,15098161-n,04050313-n,False,2.67,0.09
sheet of ply wood,ply,15098161-n,03970884-n,False,2.71,0.09
into thick wood,wood,15098161-n,15098161-n,True,2.62,0.09
bench made of wood,bench,15098161-n,02828884-n,False,2.81,0.12
panels are wood,paneling,15098161-n,03882611-n,False,2.75,0.09
woods are,woodsman,15098161-n,10790384-n,False,3.04,0.08
ramp is wood,ramp,15098161-n,04615728-n,False,2.7,0.09
desk is wood,desk,15098161-n,03179701-n,False,2.9,0.09
picnic table of wood,table,15098161-n,04379964-n,False,2.71,0.09
floor is wood.,floor,15098161-n,09282208-n,False,2.55,0.09
table is wood.,table,15098161-n,04379243-n,False,2.58,0.09
boat is wood.,boat,15098161-n,02858304-n,False,2.57,0.09
shelf is wood,shelf,15098161-n,04190052-n,False,2.55,0.09
exposed wood,wood,15098161-n,15098161-n,True,2.56,0.09
wood back,backboard,15098161-n,02768114-n,False,2.59,0.47
wood sticking up,wood,15098161-n,15098161-n,True,2.56,0.08
logs and wood,saw log,15098161-n,15020203-n,False,2.56,0.08
this is a wood,wood,15098161-n,15098161-n,True,2.55,0.08
wood sticks,stick,15098161-n,13165646-n,False,2.62,0.08
door is wood.,door,15098161-n,03222176-n,False,2.57,0.09
wood is dark.,blackwood,15098161-n,12524188-n,False,2.72,0.09
floor of wood,floor,15098161-n,03365592-n,False,2.73,0.09
panel is wood.,paneling,15098161-n,03882611-n,False,2.68,0.09
knotted brown wood,knot,15098161-n,15102712-n,False,2.55,0.09
ramp is white wood,ramp,15098161-n,04615728-n,False,2.65,0.08
piece of wood,woodcut,15098161-n,04597706-n,False,2.83,0.09
table of wood,table,15098161-n,04379243-n,False,2.6,0.09
broken wood,wood,15098161-n,15098161-n,True,2.78,0.09
ramp made of wood,ramp,15098161-n,04615728-n,False,2.8,0.11
wood beneath,wood,15098161-n,15098161-n,True,2.62,0.09
woods are there,woodsman,15098161-n,10790384-n,False,2.78,0.09
is brown wood,brown pine,15098161-n,11652376-n,False,2.74,0.1
building is wood,woodwork,15098161-n,04598792-n,False,2.75,0.09
scraps of wood,scrap,15098161-n,04150668-n,False,2.77,0.09
thin wood,wood,15098161-n,15098161-n,True,2.86,0.09
wood grained,graining,15098161-n,04951071-n,False,2.87,0.09
wood is very dark.,blackwood,15098161-n,12524188-n,False,2.68,0.14
made of wood,wood,15098161-n,15098161-n,True,2.8,0.13
of wood,wood,15098161-n,15098161-n,True,2.83,0.12
pile of wood,pile,15098161-n,03936269-n,False,2.83,0.12
ply wood,ply,15098161-n,03970884-n,False,2.68,0.1
gray wood,grey birch,15098161-n,12282235-n,False,2.73,0.1
handle is wood,rake handle,15098161-n,04050313-n,False,2.73,0.09
camper in the woods,camper,15098161-n,09889941-n,False,2.8,0.1
material is wood.,wood,15098161-n,15098161-n,True,2.8,0.1
these are woods,woodshed,15098161-n,04598318-n,False,2.83,0.09
wood is brown,brown pine,15098161-n,11652376-n,False,2.76,2.43
dark wood,blackwood,15098161-n,12524188-n,False,3.3,0.12
panels of wood,paneling,15098161-n,03882611-n,False,2.82,0.1
fence made of wood,fence,15098161-n,03327234-n,False,2.97,0.11
wood trim,trim,15098161-n,00359903-n,False,2.83,0.09
strip of wood,strip,15098161-n,04339638-n,False,2.8,0.09
top is wood,top,15098161-n,08663860-n,False,2.77,0.08
chairs are wood.,chair,15098161-n,03002096-n,False,2.89,0.09
pieces of wood,woodwork,15098161-n,04598792-n,False,2.76,0.1
dead wood,deadwood,15098161-n,13163553-n,False,2.93,0.09
wood is weathered,wood,15098161-n,15098161-n,True,2.86,0.1
planks of wood,plank-bed,15098161-n,03956531-n,False,2.87,0.1
table is wood,table,15098161-n,04379243-n,False,2.81,0.09
chair is wood.,chair,15098161-n,03002096-n,False,2.74,0.12
floor is wood,floor,15098161-n,03365592-n,False,2.57,0.09
frames are wood,frame,15098161-n,03391301-n,False,2.72,0.09
table of wood.,table,15098161-n,04379243-n,False,2.59,0.09
white wood,white pine,15098161-n,11612923-n,False,2.56,0.09
wood is seen,wood,15098161-n,15098161-n,True,2.57,0.09
stain of the wood,stain,15098161-n,04695176-n,False,2.85,0.08
wood,wood,15098161-n,15098161-n,True,2.6,0.09
brown wood,brown pine,15098161-n,11652376-n,False,2.67,0.13
green wood,wood,15098161-n,15098161-n,True,2.64,0.08
trash can,garbage,14857497-n,03416900-n,False,2.64,0.09
trash can is blue,garbage,14857497-n,03416900-n,False,2.66,0.1
brown trash,brown,14857497-n,04971928-n,False,2.8,0.09
yellow trash,yellow,14857497-n,00289840-v,False,2.63,0.08
there is trash,garbage,14857497-n,03416900-n,False,2.57,0.08
red and white trash,white trash,14857497-n,09641226-n,False,2.61,0.1
can is trash,garbage,14857497-n,14857151-n,False,2.58,0.08
lots of trash,garbage,14857497-n,14857151-n,False,2.89,0.08
trash ca,garbage,14857497-n,14857151-n,False,2.59,0.09
public trash can,garbage,14857497-n,14857151-n,False,2.57,0.09
white trash,white trash,14857497-n,09641226-n,False,2.56,0.08
on the trash,garbage,14857497-n,14857151-n,False,2.67,0.11
trash can is grey,garbage,14857497-n,03416900-n,False,2.62,0.08
blue trash,blue,14857497-n,02855925-n,False,2.58,0.08
black trash,white trash,14857497-n,09641226-n,False,2.58,0.08
with a trash can,garbage,14857497-n,03416900-n,False,2.54,0.61
lined trash can,bin liner,14857497-n,02841063-n,False,2.55,0.08
black trash can,garbage,14857497-n,03416900-n,False,2.7,0.09
piece of trash,debris,14857497-n,14857897-n,False,2.57,0.08
trash receptical,garbage,14857497-n,03416900-n,False,2.57,0.09
trash,garbage,14857497-n,14857151-n,False,2.58,0.08
poster on trash can,wastepaper basket,14857497-n,04555700-n,False,2.58,0.09
kite has,kite,03621473-n,01608432-n,False,2.55,0.09
kite has edging,kite,03621473-n,03621473-n,True,3.26,1.59
for kite boarding,kite,03621473-n,01608432-n,False,2.5,1.73
large kite is black,black kite,03621473-n,01608814-n,False,2.54,0.15
pink kite,kite,03621473-n,03621473-n,True,2.51,3.12
crab shaped kite,box kite,03621473-n,02885785-n,False,3.16,2.22
4 kites,kite,03621473-n,01608432-n,False,3.18,0.13
tail on kite,kite tail,03621473-n,03621826-n,False,3.03,2.79
many kites,kite,03621473-n,01608432-n,False,3.29,0.09
some kites,kite,03621473-n,03621473-n,True,2.55,0.09
man holds a kite,kite,03621473-n,03621473-n,True,2.58,0.09
blue and red kite,kite,03621473-n,03621473-n,True,2.58,0.09
man flying a kite,kite,03621473-n,03621473-n,True,2.58,0.09
flying kites,kite,03621473-n,01608432-n,False,2.58,0.09
kite handle,kite,03621473-n,01608432-n,False,2.57,0.09
kite is blue,kite,03621473-n,03621473-n,True,2.57,0.09
three kites,kite,03621473-n,01608432-n,False,2.59,0.1
brown kite,kite,03621473-n,03621473-n,True,2.8,0.09
multi colored kites,kite,03621473-n,03621473-n,True,2.73,0.1
kite flying,kite,03621473-n,03621473-n,True,2.55,0.1
large red kite,kite,03621473-n,03621473-n,True,2.62,0.1
large kite,kite,03621473-n,01608432-n,False,2.54,0.1
person flying a kite,kite,03621473-n,03621473-n,True,2.68,0.1
kite is a,kite,03621473-n,01608432-n,False,2.73,0.1
large colorful kite,kite,03621473-n,03621473-n,True,2.68,0.1
yellow and red kite,kite,03621473-n,03621473-n,True,2.59,0.1
both kites,kite,03621473-n,01608432-n,False,2.64,0.1
big kite,kite,03621473-n,01608432-n,False,2.82,0.11
kite is,kite,03621473-n,03621473-n,True,2.94,0.12
yellow kite,kite,03621473-n,03621473-n,True,2.67,0.1
arced kite,kite,03621473-n,03621473-n,True,2.65,0.1
striped kite,kite,03621473-n,03621473-n,True,2.73,0.1
kite is shaped,box kite,03621473-n,02885785-n,False,2.91,0.1
multi colored kite,kite,03621473-n,03621473-n,True,2.7,0.1
top kite,kite,03621473-n,01608432-n,False,3.15,0.14
men are flying kites,kite,03621473-n,01608432-n,False,2.72,0.13
shaped kite,box kite,03621473-n,02885785-n,False,2.59,0.12
tentacles of kite,kite,03621473-n,03621473-n,True,2.54,0.1
red kite,kite,03621473-n,03621473-n,True,2.52,0.1
paragliding kite,kite,03621473-n,03621473-n,True,2.76,0.13
black kite,black kite,03621473-n,01608814-n,False,2.9,0.11
