query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
closest two bananas,closest two bananas,12352287-n,N/A,False,0.0,0.0
other bananas,other bananas,12352287-n,N/A,False,0.0,0.0
bunch of bananas,bunch of bananas,12352287-n,N/A,False,0.0,0.0
bananas,http://example.org/wordnet.owl#C_12352287-n,12352287-n,12352287-n,True,0.0,0.0
peeled banana,peeled banana,12352287-n,N/A,False,0.0,0.0
some bananas,some bananas,12352287-n,N/A,False,0.0,0.0
brown banana tree,brown banana tree,12352287-n,N/A,False,0.0,0.0
unripe green bananas,unripe green bananas,12352287-n,N/A,False,0.0,0.0
ripe red banana,ripe red banana,12352287-n,N/A,False,0.0,0.0
black tip of banana,black tip of banana,12352287-n,N/A,False,0.0,0.0
apples and banana,apples and banana,12352287-n,N/A,False,0.0,0.0
banana is ripe,banana is ripe,12352287-n,N/A,False,0.0,0.0
banana stems,banana stems,12352287-n,N/A,False,0.0,0.0
banana is standing,banana is standing,12352287-n,N/A,False,0.0,0.0
bananas are green,bananas are green,12352287-n,N/A,False,0.0,0.0
banana is yellow,banana is yellow,12352287-n,N/A,False,0.0,0.0
bananas on top,bananas on top,12352287-n,N/A,False,0.0,0.0
banana is unpeeled,banana is unpeeled,12352287-n,N/A,False,0.0,0.0
banana,http://example.org/wordnet.owl#C_12352287-n,12352287-n,12352287-n,True,0.0,0.0
bunches of bananas,bunches of bananas,12352287-n,N/A,False,0.0,0.0
tip of the banana,tip of the banana,12352287-n,N/A,False,0.0,0.0
unripened banana,unripened banana,12352287-n,N/A,False,0.0,0.0
green bananas,green bananas,12352287-n,N/A,False,0.0,0.0
banana trees,http://example.org/wordnet.owl#C_12352287-n,12352287-n,12352287-n,True,0.0,0.0
few bananas,few bananas,12352287-n,N/A,False,0.0,0.0
behind bananas,behind bananas,12352287-n,N/A,False,0.0,0.0
inside of the banana,inside of the banana,12352287-n,N/A,False,0.0,0.0
edge of banana,edge of banana,12352287-n,N/A,False,0.0,0.0
in front of a banana,in front of a banana,12352287-n,N/A,False,0.0,0.0
banana leaves,banana leaves,12352287-n,N/A,False,0.0,0.0
three bananas,three bananas,12352287-n,N/A,False,0.0,0.0
banana tree,http://example.org/wordnet.owl#C_12352287-n,12352287-n,12352287-n,True,0.0,0.0
"""bananas","""bananas",12352287-n,N/A,False,0.0,0.0
bunch of banana,bunch of banana,12352287-n,N/A,False,0.0,0.0
end of banana,end of banana,12352287-n,N/A,False,0.0,0.0
banana peels,N/A,12352287-n,N/A,False,0.0,0.0
group of bananas,group of bananas,12352287-n,N/A,False,0.0,0.0
green unripe banana,green unripe banana,12352287-n,N/A,False,0.0,0.0
hang bananas,hang bananas,12352287-n,N/A,False,0.0,0.0
paper under bananas,paper under bananas,12352287-n,N/A,False,0.0,0.0
bananas hanging,bananas hanging,12352287-n,N/A,False,0.0,0.0
bananas not ripe yet,bananas not ripe yet,12352287-n,N/A,False,0.0,0.0
man eating a banana,man eating a banana,12352287-n,N/A,False,0.0,0.0
ripe banana,ripe banana,12352287-n,N/A,False,0.0,0.0
yellow banana,yellow banana,12352287-n,N/A,False,0.0,0.0
green banana,green banana,12352287-n,N/A,False,0.0,0.0
banana displayed,banana displayed,12352287-n,N/A,False,0.0,0.0
man has vest,man has vest,04531873-n,N/A,False,0.0,0.0
black vest,black vest,04531873-n,N/A,False,0.0,0.0
black vest.,black vest.,04531873-n,N/A,False,0.0,0.0
button up vest,button up vest,04531873-n,N/A,False,0.0,0.0
vest is maroon,vest is maroon,04531873-n,N/A,False,0.0,0.0
his vest,his vest,04531873-n,N/A,False,0.0,0.0
vests,N/A,04531873-n,N/A,False,0.0,0.0
wearing a green vest,wearing a green vest,04531873-n,N/A,False,0.0,0.0
man in hat w/ vest,man in hat w/ vest,04531873-n,N/A,False,0.0,0.0
man in a vest,man in a vest,04531873-n,N/A,False,0.0,0.0
man in vest,man in vest,04531873-n,N/A,False,0.0,0.0
man with vest,man with vest,04531873-n,N/A,False,0.0,0.0
pink vest,pink vest,04531873-n,N/A,False,0.0,0.0
safty vest,safty vest,04531873-n,N/A,False,0.0,0.0
yellow vest,yellow vest,04531873-n,N/A,False,0.0,0.0
men wear vests,men wear vests,04531873-n,N/A,False,0.0,0.0
stripped vest,stripped vest,04531873-n,N/A,False,0.0,0.0
white vest,white vest,04531873-n,N/A,False,0.0,0.0
with yellow vests,with yellow vests,04531873-n,N/A,False,0.0,0.0
blue and black vest,blue and black vest,04531873-n,N/A,False,0.0,0.0
man is wearing vest,man is wearing vest,04531873-n,N/A,False,0.0,0.0
red vest,red vest,04531873-n,N/A,False,0.0,0.0
green vest,green vest,04531873-n,N/A,False,0.0,0.0
orange vest,orange vest,04531873-n,N/A,False,0.0,0.0
vest is red,vest is red,04531873-n,N/A,False,0.0,0.0
vest,http://example.org/wordnet.owl#C_02222179-v,04531873-n,02222179-v,False,0.0,0.0
an orange vest,an orange vest,04531873-n,N/A,False,0.0,0.0
sleeveless vest,sleeveless vest,04531873-n,N/A,False,0.0,0.0
man wearing vest,man wearing vest,04531873-n,N/A,False,0.0,0.0
yellow vests,yellow vests,04531873-n,N/A,False,0.0,0.0
brown vest,brown vest,04531873-n,N/A,False,0.0,0.0
reflections of vests,reflections of vests,04531873-n,N/A,False,0.0,0.0
seat in front.,seat in front.,08647616-n,N/A,False,0.0,0.0
seat back,seat back,08647616-n,N/A,False,0.0,0.0
four seats,four seats,08647616-n,N/A,False,0.0,0.0
edge of seat,edge of seat,08647616-n,N/A,False,0.0,0.0
in the red seats,in the red seats,08647616-n,N/A,False,0.0,0.0
green seat,green seat,08647616-n,N/A,False,0.0,0.0
seats been removed,seats been removed,08647616-n,N/A,False,0.0,0.0
red seat,red seat,08647616-n,N/A,False,0.0,0.0
person in seat,person in seat,08647616-n,N/A,False,0.0,0.0
driver's seat,driver's seat,08647616-n,N/A,False,0.0,0.0
seat,http://example.org/wordnet.owl#C_08490039-n,08647616-n,08490039-n,False,0.0,0.0
pilot's seat,pilot's seat,08647616-n,N/A,False,0.0,0.0
can seat,can seat,08647616-n,N/A,False,0.0,0.0
cushion in the seat,cushion in the seat,08647616-n,N/A,False,0.0,0.0
mounted in the seat,mounted in the seat,08647616-n,N/A,False,0.0,0.0
kayak seat,kayak seat,08647616-n,N/A,False,0.0,0.0
front seat,front seat,08647616-n,N/A,False,0.0,0.0
toilet with seat,toilet with seat,08647616-n,N/A,False,0.0,0.0
boat's seat.,boat's seat.,08647616-n,N/A,False,0.0,0.0
black seat,black seat,08647616-n,N/A,False,0.0,0.0
grey seat,grey seat,08647616-n,N/A,False,0.0,0.0
first seat,first seat,08647616-n,N/A,False,0.0,0.0
seats at top,seats at top,08647616-n,N/A,False,0.0,0.0
seats,N/A,08647616-n,N/A,False,0.0,0.0
three seats,three seats,08647616-n,N/A,False,0.0,0.0
carriage has seats,carriage has seats,08647616-n,N/A,False,0.0,0.0
part of the seat,part of the seat,08647616-n,N/A,False,0.0,0.0
tall seat,tall seat,08647616-n,N/A,False,0.0,0.0
table and seats,table and seats,08647616-n,N/A,False,0.0,0.0
wooden seat,wooden seat,08647616-n,N/A,False,0.0,0.0
seat down,seat down,08647616-n,N/A,False,0.0,0.0
seat is empty.,seat is empty.,08647616-n,N/A,False,0.0,0.0
on the seat,on the seat,08647616-n,N/A,False,0.0,0.0
flakes on seats,flakes on seats,08647616-n,N/A,False,0.0,0.0
cat on a seat,cat on a seat,08647616-n,N/A,False,0.0,0.0
chair is seat,chair is seat,08647616-n,N/A,False,0.0,0.0
orange seat,orange seat,08647616-n,N/A,False,0.0,0.0
seen seats,seen seats,08647616-n,N/A,False,0.0,0.0
seat is down.,seat is down.,08647616-n,N/A,False,0.0,0.0
beige seat,beige seat,08647616-n,N/A,False,0.0,0.0
seat armrest,seat armrest,08647616-n,N/A,False,0.0,0.0
back seat,back seat,08647616-n,N/A,False,0.0,0.0
bike has seat,bike has seat,08647616-n,N/A,False,0.0,0.0
umpire seat,umpire seat,08647616-n,N/A,False,0.0,0.0
second seat,second seat,08647616-n,N/A,False,0.0,0.0
some empty seats,some empty seats,08647616-n,N/A,False,0.0,0.0
seats are white,seats are white,08647616-n,N/A,False,0.0,0.0
passenger's seat,passenger's seat,08647616-n,N/A,False,0.0,0.0
brown seats,brown seats,08647616-n,N/A,False,0.0,0.0
white seat,white seat,08647616-n,N/A,False,0.0,0.0
seat is black,seat is black,08647616-n,N/A,False,0.0,0.0
worn seat,worn seat,08647616-n,N/A,False,0.0,0.0
empty seat,empty seat,08647616-n,N/A,False,0.0,0.0
extra seat,extra seat,08647616-n,N/A,False,0.0,0.0
last seat,last seat,08647616-n,N/A,False,0.0,0.0
small blue seat,small blue seat,08647616-n,N/A,False,0.0,0.0
rear seats,rear seats,08647616-n,N/A,False,0.0,0.0
three empty seats,three empty seats,08647616-n,N/A,False,0.0,0.0
brown seat,brown seat,08647616-n,N/A,False,0.0,0.0
some seats,some seats,08647616-n,N/A,False,0.0,0.0
top seat,top seat,08647616-n,N/A,False,0.0,0.0
mounted on the seat,mounted on the seat,08647616-n,N/A,False,0.0,0.0
blue seat,blue seat,08647616-n,N/A,False,0.0,0.0
seat is colorful,seat is colorful,08647616-n,N/A,False,0.0,0.0
toliet seat,toliet seat,08647616-n,N/A,False,0.0,0.0
empty seats,empty seats,08647616-n,N/A,False,0.0,0.0
in the seats,in the seats,08647616-n,N/A,False,0.0,0.0
there is a seat,there is a seat,08647616-n,N/A,False,0.0,0.0
blue seats,blue seats,08647616-n,N/A,False,0.0,0.0
greet seat,greet seat,08647616-n,N/A,False,0.0,0.0
pillows on seats,pillows on seats,08647616-n,N/A,False,0.0,0.0
back of  seat,back of  seat,08647616-n,N/A,False,0.0,0.0
padded seat,padded seat,08647616-n,N/A,False,0.0,0.0
red seats,red seats,08647616-n,N/A,False,0.0,0.0
seat is blue.,seat is blue.,08647616-n,N/A,False,0.0,0.0
juniper bush,http://example.org/wordnet.owl#C_11636566-n,12567490-n,11636566-n,False,0.0,0.0
juniper,http://example.org/wordnet.owl#C_11636566-n,12567490-n,11636566-n,False,0.0,0.0
red blinds,red blinds,07944408-n,N/A,False,0.0,0.0
venetian blinds,N/A,07944408-n,N/A,False,0.0,0.0
mini blinds,mini blinds,07944408-n,N/A,False,0.0,0.0
blinds string,blinds string,07944408-n,N/A,False,0.0,0.0
blinds closed,blinds closed,07944408-n,N/A,False,0.0,0.0
brown blinds,brown blinds,07944408-n,N/A,False,0.0,0.0
horizontal blinds,horizontal blinds,07944408-n,N/A,False,0.0,0.0
black blinds,black blinds,07944408-n,N/A,False,0.0,0.0
gray blinds,gray blinds,07944408-n,N/A,False,0.0,0.0
open blinds,open blinds,07944408-n,N/A,False,0.0,0.0
raised blinds,raised blinds,07944408-n,N/A,False,0.0,0.0
drawn blinds,drawn blinds,07944408-n,N/A,False,0.0,0.0
roll up blinds,roll up blinds,07944408-n,N/A,False,0.0,0.0
blinds are white,blinds are white,07944408-n,N/A,False,0.0,0.0
through the blinds,through the blinds,07944408-n,N/A,False,0.0,0.0
blinds are closed,blinds are closed,07944408-n,N/A,False,0.0,0.0
white blinds,white blinds,07944408-n,N/A,False,0.0,0.0
window with blinds,window with blinds,07944408-n,N/A,False,0.0,0.0
no blinds,no blinds,07944408-n,N/A,False,0.0,0.0
shadow of blinds,shadow of blinds,07944408-n,N/A,False,0.0,0.0
blinds,N/A,07944408-n,N/A,False,0.0,0.0
room has blinds,room has blinds,07944408-n,N/A,False,0.0,0.0
wooden blinds,wooden blinds,07944408-n,N/A,False,0.0,0.0
woods,N/A,15098161-n,N/A,False,0.0,0.0
flooring is wood,flooring is wood,15098161-n,N/A,False,0.0,0.0
wood ash,wood ash,15098161-n,N/A,False,0.0,0.0
red wood,red wood,15098161-n,N/A,False,0.0,0.0
wood handle,wood handle,15098161-n,N/A,False,0.0,0.0
hard wood,hard wood,15098161-n,N/A,False,0.0,0.0
livingroom has wood,livingroom has wood,15098161-n,N/A,False,0.0,0.0
through the woods,through the woods,15098161-n,N/A,False,0.0,0.0
table is medium wood,table is medium wood,15098161-n,N/A,False,0.0,0.0
iron and wood,iron and wood,15098161-n,N/A,False,0.0,0.0
two woods,two woods,15098161-n,N/A,False,0.0,0.0
floors are wood,floors are wood,15098161-n,N/A,False,0.0,0.0
wood handles,wood handles,15098161-n,N/A,False,0.0,0.0
sheet of ply wood,sheet of ply wood,15098161-n,N/A,False,0.0,0.0
into thick wood,into thick wood,15098161-n,N/A,False,0.0,0.0
bench made of wood,bench made of wood,15098161-n,N/A,False,0.0,0.0
panels are wood,panels are wood,15098161-n,N/A,False,0.0,0.0
woods are,woods are,15098161-n,N/A,False,0.0,0.0
ramp is wood,ramp is wood,15098161-n,N/A,False,0.0,0.0
desk is wood,desk is wood,15098161-n,N/A,False,0.0,0.0
picnic table of wood,picnic table of wood,15098161-n,N/A,False,0.0,0.0
floor is wood.,floor is wood.,15098161-n,N/A,False,0.0,0.0
table is wood.,table is wood.,15098161-n,N/A,False,0.0,0.0
boat is wood.,boat is wood.,15098161-n,N/A,False,0.0,0.0
shelf is wood,shelf is wood,15098161-n,N/A,False,0.0,0.0
exposed wood,exposed wood,15098161-n,N/A,False,0.0,0.0
wood back,wood back,15098161-n,N/A,False,0.0,0.0
wood sticking up,wood sticking up,15098161-n,N/A,False,0.0,0.0
logs and wood,logs and wood,15098161-n,N/A,False,0.0,0.0
this is a wood,this is a wood,15098161-n,N/A,False,0.0,0.0
wood sticks,wood sticks,15098161-n,N/A,False,0.0,0.0
door is wood.,door is wood.,15098161-n,N/A,False,0.0,0.0
wood is dark.,wood is dark.,15098161-n,N/A,False,0.0,0.0
floor of wood,floor of wood,15098161-n,N/A,False,0.0,0.0
panel is wood.,panel is wood.,15098161-n,N/A,False,0.0,0.0
knotted brown wood,knotted brown wood,15098161-n,N/A,False,0.0,0.0
ramp is white wood,ramp is white wood,15098161-n,N/A,False,0.0,0.0
piece of wood,piece of wood,15098161-n,N/A,False,0.0,0.0
table of wood,table of wood,15098161-n,N/A,False,0.0,0.0
broken wood,broken wood,15098161-n,N/A,False,0.0,0.0
ramp made of wood,ramp made of wood,15098161-n,N/A,False,0.0,0.0
wood beneath,wood beneath,15098161-n,N/A,False,0.0,0.0
woods are there,woods are there,15098161-n,N/A,False,0.0,0.0
is brown wood,is brown wood,15098161-n,N/A,False,0.0,0.0
building is wood,building is wood,15098161-n,N/A,False,0.0,0.0
scraps of wood,scraps of wood,15098161-n,N/A,False,0.0,0.0
thin wood,thin wood,15098161-n,N/A,False,0.0,0.0
wood grained,wood grained,15098161-n,N/A,False,0.0,0.0
wood is very dark.,wood is very dark.,15098161-n,N/A,False,0.0,0.0
made of wood,made of wood,15098161-n,N/A,False,0.0,0.0
of wood,of wood,15098161-n,N/A,False,0.0,0.0
pile of wood,pile of wood,15098161-n,N/A,False,0.0,0.0
ply wood,ply wood,15098161-n,N/A,False,0.0,0.0
gray wood,gray wood,15098161-n,N/A,False,0.0,0.0
handle is wood,handle is wood,15098161-n,N/A,False,0.0,0.0
camper in the woods,camper in the woods,15098161-n,N/A,False,0.0,0.0
material is wood.,material is wood.,15098161-n,N/A,False,0.0,0.0
these are woods,these are woods,15098161-n,N/A,False,0.0,0.0
wood is brown,wood is brown,15098161-n,N/A,False,0.0,0.0
dark wood,dark wood,15098161-n,N/A,False,0.0,0.0
panels of wood,panels of wood,15098161-n,N/A,False,0.0,0.0
fence made of wood,fence made of wood,15098161-n,N/A,False,0.0,0.0
wood trim,wood trim,15098161-n,N/A,False,0.0,0.0
strip of wood,strip of wood,15098161-n,N/A,False,0.0,0.0
top is wood,top is wood,15098161-n,N/A,False,0.0,0.0
chairs are wood.,chairs are wood.,15098161-n,N/A,False,0.0,0.0
pieces of wood,pieces of wood,15098161-n,N/A,False,0.0,0.0
dead wood,dead wood,15098161-n,N/A,False,0.0,0.0
wood is weathered,wood is weathered,15098161-n,N/A,False,0.0,0.0
planks of wood,planks of wood,15098161-n,N/A,False,0.0,0.0
table is wood,table is wood,15098161-n,N/A,False,0.0,0.0
chair is wood.,chair is wood.,15098161-n,N/A,False,0.0,0.0
floor is wood,floor is wood,15098161-n,N/A,False,0.0,0.0
frames are wood,frames are wood,15098161-n,N/A,False,0.0,0.0
table of wood.,table of wood.,15098161-n,N/A,False,0.0,0.0
white wood,white wood,15098161-n,N/A,False,0.0,0.0
wood is seen,wood is seen,15098161-n,N/A,False,0.0,0.0
stain of the wood,stain of the wood,15098161-n,N/A,False,0.0,0.0
wood,http://example.org/wordnet.owl#C_11395466-n,15098161-n,11395466-n,False,0.0,0.0
brown wood,brown wood,15098161-n,N/A,False,0.0,0.0
green wood,green wood,15098161-n,N/A,False,0.0,0.0
trash can,http://example.org/wordnet.owl#C_02747177-n,14857497-n,02747177-n,False,0.0,0.0
trash can is blue,trash can is blue,14857497-n,N/A,False,0.0,0.0
brown trash,brown trash,14857497-n,N/A,False,0.0,0.0
yellow trash,yellow trash,14857497-n,N/A,False,0.0,0.0
there is trash,there is trash,14857497-n,N/A,False,0.0,0.0
red and white trash,red and white trash,14857497-n,N/A,False,0.0,0.0
can is trash,can is trash,14857497-n,N/A,False,0.0,0.0
lots of trash,lots of trash,14857497-n,N/A,False,0.0,0.0
trash ca,trash ca,14857497-n,N/A,False,0.0,0.0
public trash can,public trash can,14857497-n,N/A,False,0.0,0.0
white trash,http://example.org/wordnet.owl#C_09641226-n,14857497-n,09641226-n,False,0.0,0.0
on the trash,on the trash,14857497-n,N/A,False,0.0,0.0
trash can is grey,trash can is grey,14857497-n,N/A,False,0.0,0.0
blue trash,blue trash,14857497-n,N/A,False,0.0,0.0
black trash,black trash,14857497-n,N/A,False,0.0,0.0
with a trash can,with a trash can,14857497-n,N/A,False,0.0,0.0
lined trash can,lined trash can,14857497-n,N/A,False,0.0,0.0
black trash can,black trash can,14857497-n,N/A,False,0.0,0.0
piece of trash,piece of trash,14857497-n,N/A,False,0.0,0.0
trash receptical,trash receptical,14857497-n,N/A,False,0.0,0.0
trash,http://example.org/wordnet.owl#C_02223238-v,14857497-n,02223238-v,False,0.0,0.0
poster on trash can,poster on trash can,14857497-n,N/A,False,0.0,0.0
kite has,kite has,03621473-n,N/A,False,0.0,0.0
kite has edging,kite has edging,03621473-n,N/A,False,0.0,0.0
for kite boarding,for kite boarding,03621473-n,N/A,False,0.0,0.0
large kite is black,large kite is black,03621473-n,N/A,False,0.0,0.0
pink kite,pink kite,03621473-n,N/A,False,0.0,0.0
crab shaped kite,crab shaped kite,03621473-n,N/A,False,0.0,0.0
4 kites,4 kites,03621473-n,N/A,False,0.0,0.0
tail on kite,tail on kite,03621473-n,N/A,False,0.0,0.0
many kites,many kites,03621473-n,N/A,False,0.0,0.0
some kites,some kites,03621473-n,N/A,False,0.0,0.0
man holds a kite,man holds a kite,03621473-n,N/A,False,0.0,0.0
blue and red kite,blue and red kite,03621473-n,N/A,False,0.0,0.0
man flying a kite,man flying a kite,03621473-n,N/A,False,0.0,0.0
flying kites,flying kites,03621473-n,N/A,False,0.0,0.0
kite handle,kite handle,03621473-n,N/A,False,0.0,0.0
kite is blue,kite is blue,03621473-n,N/A,False,0.0,0.0
three kites,three kites,03621473-n,N/A,False,0.0,0.0
brown kite,brown kite,03621473-n,N/A,False,0.0,0.0
multi colored kites,multi colored kites,03621473-n,N/A,False,0.0,0.0
kite flying,kite flying,03621473-n,N/A,False,0.0,0.0
large red kite,large red kite,03621473-n,N/A,False,0.0,0.0
large kite,large kite,03621473-n,N/A,False,0.0,0.0
person flying a kite,person flying a kite,03621473-n,N/A,False,0.0,0.0
kite is a,kite is a,03621473-n,N/A,False,0.0,0.0
large colorful kite,large colorful kite,03621473-n,N/A,False,0.0,0.0
yellow and red kite,yellow and red kite,03621473-n,N/A,False,0.0,0.0
both kites,both kites,03621473-n,N/A,False,0.0,0.0
big kite,big kite,03621473-n,N/A,False,0.0,0.0
kite is,kite is,03621473-n,N/A,False,0.0,0.0
yellow kite,yellow kite,03621473-n,N/A,False,0.0,0.0
arced kite,arced kite,03621473-n,N/A,False,0.0,0.0
striped kite,striped kite,03621473-n,N/A,False,0.0,0.0
kite is shaped,kite is shaped,03621473-n,N/A,False,0.0,0.0
