query,closest_label,target_id,result_id,correct,time_sec_candidate_selection,time_sec_disambiguation
birds,bird,01503061-n,07644382-n,False,2.39,0.0
"bird,",bird,01503061-n,07644382-n,False,2.41,0.0
bird is lone,rare bird,01503061-n,10507692-n,False,2.4,0.0
large predatory bird,bird of prey,01503061-n,01604330-n,False,2.56,0.0
bird flying,flight,01503061-n,02484771-v,False,2.42,0.0
group of birds,flock,01503061-n,07990956-n,False,2.42,0.0
white bird,white-crowned sparrow,01503061-n,01535690-n,False,2.42,0.0
bird is exotic,rare bird,01503061-n,10507692-n,False,2.43,0.0
this is a bird,bird,01503061-n,01503061-n,True,2.4,0.0
angry bird,gallows bird,01503061-n,10118208-n,False,2.41,0.0
blue bird,bluebird,01503061-n,01562014-n,False,2.41,0.0
beak of the bird,beak,01503061-n,01758308-n,False,2.42,0.0
family of birds,coastal diving bird,01503061-n,02040505-n,False,2.41,0.0
brown bird,rifleman bird,01503061-n,01588996-n,False,2.42,0.0
seven birds,seven,01503061-n,02186970-s,False,2.4,0.0
flock of birds.,flock,01503061-n,07990956-n,False,2.54,0.0
one bird,rare bird,01503061-n,10507692-n,False,2.4,0.0
colorful bird,parrot,01503061-n,01816887-n,False,2.41,0.0
bird 3,game bird,01503061-n,02153203-n,False,2.41,0.0
bird 2,game bird,01503061-n,02153203-n,False,2.42,0.0
bird in it,game bird,01503061-n,02153203-n,False,2.4,0.0
small birds perched,bird feeder,01503061-n,02843553-n,False,2.42,0.0
band like a bird,band,01503061-n,02785191-n,False,2.41,0.0
grey bird,African grey,01503061-n,01817953-n,False,2.39,0.0
bird is unusual,rare bird,01503061-n,10507692-n,False,2.41,0.0
large bird,elephant bird,01503061-n,01522450-n,False,2.41,0.0
front of bird,front,01503061-n,03398467-n,False,2.4,0.0
three birds,rare bird,01503061-n,10507692-n,False,2.39,0.0
head of bird,head,01503061-n,08664184-n,False,2.41,0.0
small bird flying,hummingbird,01503061-n,01833805-n,False,2.42,0.0
bird is white,white-crowned sparrow,01503061-n,01535690-n,False,2.43,0.0
birds face,birdcage mask,01503061-n,02843365-n,False,2.41,0.0
green birds,bird of paradise,01503061-n,01571126-n,False,2.42,0.0
variety of birds,rare bird,01503061-n,10507692-n,False,2.41,0.0
red angry bird,redshank,01503061-n,02028035-n,False,2.41,0.0
flying bird.,bird,01503061-n,01503061-n,True,2.49,0.0
big flying bird,kingbird,01503061-n,01548301-n,False,2.43,0.0
birds flying.,fly,01503061-n,02190166-n,False,2.41,0.0
bird roosting,roost,01503061-n,04107984-n,False,2.42,0.0
pair of birds,rare bird,01503061-n,10507692-n,False,2.47,0.0
bird is flying above,bird,01503061-n,01503061-n,True,2.45,0.0
two young birds,young bird,01503061-n,01613615-n,False,2.4,0.0
several birds,rare bird,01503061-n,10507692-n,False,2.4,0.0
multiple birds,rare bird,01503061-n,10507692-n,False,2.4,0.0
little birds,dickeybird,01503061-n,01503976-n,False,2.56,0.0
flying bird,flight,01503061-n,02484771-v,False,2.54,0.0
bird is on,game bird,01503061-n,02153203-n,False,2.61,0.0
part of bird,game bird,01503061-n,02153203-n,False,2.55,0.0
bird sitting,bird,01503061-n,01503061-n,True,2.41,0.0
animated bird,bird,01503061-n,01503061-n,True,2.42,0.0
no birds,game bird,01503061-n,02153203-n,False,2.39,0.0
rear bird,rear,01503061-n,08629508-n,False,2.41,0.0
birds riding,game bird,01503061-n,02153203-n,False,2.38,0.0
there is a bird,bird,01503061-n,01503061-n,True,2.39,0.0
bird is hanging,gallows bird,01503061-n,10118208-n,False,2.4,0.0
black birds.,crow,01503061-n,01579028-n,False,2.57,0.0
red bird,redshank,01503061-n,02028035-n,False,2.4,0.0
bird is flying,bird,01503061-n,01503061-n,True,2.49,0.0
3 birds,bird,01503061-n,01503061-n,True,2.46,0.0
bird has,game bird,01503061-n,02153203-n,False,2.39,0.0
birds head,head,01503061-n,01318381-n,False,2.41,0.0
bird is yellow,yellowthroat,01503061-n,01570676-n,False,2.41,0.0
tiny bird,little owl,01503061-n,01622120-n,False,2.41,0.0
two birds,bird,01503061-n,01503061-n,True,2.41,0.0
yellow bird,yellowthroat,01503061-n,01570676-n,False,2.47,0.0
bird is looking,bird watcher,01503061-n,09856500-n,False,2.41,0.0
hungry bird,bird feed,01503061-n,07805594-n,False,2.42,0.0
yellow bananas,banana,12352287-n,07753592-n,False,2.43,0.0
stem of banana,banana,12352287-n,12352287-n,True,2.41,0.0
mark on the banana,top banana,12352287-n,10715447-n,False,2.52,0.0
bananas bright yello,banana,12352287-n,07753592-n,False,2.4,0.0
bad banana,banana,12352287-n,12352287-n,True,2.4,0.0
red banana,banana,12352287-n,07753592-n,False,2.5,0.0
between bananas,banana,12352287-n,07753592-n,False,2.6,0.0
banana is crescent,banana,12352287-n,07753592-n,False,2.6,0.0
near bananas,banana,12352287-n,12352287-n,True,2.61,0.0
bananas stems,banana,12352287-n,12352287-n,True,2.46,0.0
holding bananas,banana boat,12352287-n,02784124-n,False,2.41,0.0
bowl of bananas,banana,12352287-n,12352287-n,True,2.49,0.0
banana being eaten,edible banana,12352287-n,12353203-n,False,2.41,0.0
unripe bananas,banana,12352287-n,12352287-n,True,2.47,0.0
stuffed bananas,banana boat,12352287-n,02784124-n,False,2.6,0.0
bag of bananas,banana,12352287-n,12352287-n,True,2.38,0.0
tip of banana,banana,12352287-n,07753592-n,False,2.39,0.0
yellow banana peels,banana peel,12352287-n,07738570-n,False,2.48,0.0
of the bananas,banana,12352287-n,12352287-n,True,2.38,0.0
shadow of banana,banana,12352287-n,12352287-n,True,2.38,0.0
half banana,banana,12352287-n,07753592-n,False,2.4,0.0
closest two bananas,banana,12352287-n,12352287-n,True,2.39,0.0
other bananas,banana,12352287-n,12352287-n,True,2.4,0.0
bunch of bananas,banana,12352287-n,12352287-n,True,2.41,0.0
bananas,banana,12352287-n,12352287-n,True,2.41,0.0
peeled banana,banana peel,12352287-n,07738570-n,False,2.4,0.0
some bananas,banana,12352287-n,12352287-n,True,2.47,0.0
brown banana tree,banana,12352287-n,12352287-n,True,2.39,0.0
unripe green bananas,banana,12352287-n,12352287-n,True,2.4,0.0
ripe red banana,banana,12352287-n,07753592-n,False,2.39,0.0
black tip of banana,banana,12352287-n,07753592-n,False,2.39,0.0
apples and banana,banana,12352287-n,12352287-n,True,2.5,0.0
banana is ripe,banana,12352287-n,07753592-n,False,2.47,0.0
banana stems,banana,12352287-n,12352287-n,True,2.39,0.0
banana is standing,banana,12352287-n,12352287-n,True,2.4,0.0
bananas are green,banana,12352287-n,12352287-n,True,2.46,0.0
banana is yellow,banana,12352287-n,07753592-n,False,2.39,0.0
bananas on top,top banana,12352287-n,10715447-n,False,2.39,0.0
banana is unpeeled,banana,12352287-n,12352287-n,True,2.4,0.0
banana,banana,12352287-n,07753592-n,False,2.41,0.0
bunches of bananas,banana,12352287-n,12352287-n,True,2.41,0.0
tip of the banana,banana,12352287-n,12352287-n,True,2.49,0.0
unripened banana,banana,12352287-n,07753592-n,False,2.46,0.0
green bananas,banana,12352287-n,12352287-n,True,2.4,0.0
banana trees,banana,12352287-n,12352287-n,True,2.41,0.0
few bananas,banana,12352287-n,12352287-n,True,2.42,0.0
behind bananas,top banana,12352287-n,10715447-n,False,2.4,0.0
inside of the banana,banana,12352287-n,12352287-n,True,2.39,0.0
edge of banana,banana,12352287-n,07753592-n,False,2.42,0.0
in front of a banana,top banana,12352287-n,10715447-n,False,2.42,0.0
banana leaves,banana,12352287-n,12352287-n,True,2.42,0.0
three bananas,banana,12352287-n,12352287-n,True,2.43,0.0
banana tree,banana,12352287-n,12352287-n,True,2.61,0.0
"""bananas",banana,12352287-n,12352287-n,True,2.6,0.0
bunch of banana,banana,12352287-n,12352287-n,True,2.5,0.0
end of banana,banana quit,12352287-n,01539272-n,False,2.54,0.0
banana peels,banana peel,12352287-n,07738570-n,False,2.54,0.0
group of bananas,banana,12352287-n,12352287-n,True,2.43,0.0
green unripe banana,banana,12352287-n,12352287-n,True,2.39,0.0
hang bananas,edible banana,12352287-n,12353203-n,False,2.4,0.0
paper under bananas,banana bread,12352287-n,07684938-n,False,2.39,0.0
bananas hanging,edible banana,12352287-n,12353203-n,False,2.45,0.0
bananas not ripe yet,banana,12352287-n,07753592-n,False,2.39,0.0
man eating a banana,banana,12352287-n,07753592-n,False,2.41,0.0
ripe banana,banana,12352287-n,07753592-n,False,2.41,0.0
yellow banana,banana,12352287-n,07753592-n,False,2.41,0.0
green banana,banana,12352287-n,07753592-n,False,2.4,0.0
banana displayed,banana,12352287-n,12352287-n,True,2.41,0.0
man has vest,vest,04531873-n,04531873-n,True,2.41,0.0
black vest,vest,04531873-n,04531873-n,True,2.41,0.0
black vest.,vest,04531873-n,04531873-n,True,2.41,0.0
button up vest,vestiture,04531873-n,04532022-n,False,2.41,0.0
vest is maroon,vest,04531873-n,04531873-n,True,2.4,0.0
his vest,vest,04531873-n,04531873-n,True,2.41,0.0
vests,vest,04531873-n,04531873-n,True,2.4,0.0
wearing a green vest,vest,04531873-n,04531873-n,True,2.41,0.0
man in hat w/ vest,vest,04531873-n,04531873-n,True,2.44,0.0
man in a vest,vest,04531873-n,04531873-n,True,2.59,0.0
man in vest,vest,04531873-n,04531873-n,True,2.59,0.0
man with vest,vest,04531873-n,04531873-n,True,2.43,0.0
pink vest,vest,04531873-n,04531873-n,True,2.54,0.0
safty vest,vestiture,04531873-n,04532022-n,False,2.56,0.0
yellow vest,vest,04531873-n,02222179-v,False,2.42,0.0
men wear vests,vest,04531873-n,04531873-n,True,2.41,0.0
stripped vest,vest,04531873-n,04531873-n,True,2.42,0.0
white vest,vest,04531873-n,04531873-n,True,2.42,0.0
with yellow vests,vest,04531873-n,00052043-v,False,2.4,0.0
blue and black vest,blue,04531873-n,02855925-n,False,2.4,0.0
man is wearing vest,vest,04531873-n,04531873-n,True,2.41,0.0
red vest,redcoat,04531873-n,10029985-n,False,2.41,0.0
green vest,vest,04531873-n,04531873-n,True,2.4,0.0
orange vest,vest,04531873-n,04531873-n,True,2.41,0.0
vest is red,vest,04531873-n,04531873-n,True,2.41,0.0
vest,vest,04531873-n,04531873-n,True,2.4,0.0
an orange vest,vest,04531873-n,04531873-n,True,2.41,0.0
sleeveless vest,vest,04531873-n,04531873-n,True,2.41,0.0
man wearing vest,vest,04531873-n,04531873-n,True,2.56,0.0
yellow vests,vestiture,04531873-n,04532022-n,False,2.41,0.0
brown vest,vestiture,04531873-n,04532022-n,False,2.46,0.0
reflections of vests,vesture,04531873-n,09471349-n,False,2.42,0.0
seat in front.,seat,08647616-n,04162433-n,False,2.41,0.0
seat back,back,08647616-n,02767433-n,False,2.41,0.0
four seats,seat,08647616-n,08490039-n,False,2.45,0.0
edge of seat,seat,08647616-n,04162433-n,False,2.42,0.0
in the red seats,seat,08647616-n,08490039-n,False,2.5,0.0
green seat,seat,08647616-n,04162433-n,False,2.61,0.0
seats been removed,seat,08647616-n,08647616-n,True,2.62,0.0
red seat,seat,08647616-n,04162433-n,False,2.56,0.0
person in seat,seat,08647616-n,04162599-n,False,2.46,0.0
driver's seat,seat,08647616-n,04162599-n,False,2.56,0.0
seat,seat,08647616-n,04162433-n,False,2.48,0.0
pilot's seat,plane seat,08647616-n,03955489-n,False,2.44,0.0
can seat,cantle,08647616-n,02953455-n,False,2.4,0.0
cushion in the seat,seat cushion,08647616-n,04162895-n,False,2.43,0.0
mounted in the seat,seat,08647616-n,01544285-v,False,2.39,0.0
kayak seat,kayak,08647616-n,03609235-n,False,2.44,0.0
front seat,seat,08647616-n,04162433-n,False,2.41,0.0
toilet with seat,toilet seat,08647616-n,04447861-n,False,2.52,0.0
boat's seat.,boatswain's chair,08647616-n,02859557-n,False,2.42,0.0
black seat,seat,08647616-n,04162433-n,False,2.4,0.0
grey seat,seat,08647616-n,04162433-n,False,2.4,0.0
first seat,seat,08647616-n,04162433-n,False,2.4,0.0
seats at top,seat,08647616-n,08490039-n,False,2.37,0.0
seats,seat,08647616-n,08647616-n,True,2.42,0.0
three seats,seat,08647616-n,08490039-n,False,2.41,0.0
carriage has seats,carriage,08647616-n,02968473-n,False,2.42,0.0
part of the seat,seat,08647616-n,04162433-n,False,2.41,0.0
tall seat,seat,08647616-n,04162433-n,False,2.41,0.0
table and seats,seat,08647616-n,02333979-v,False,2.45,0.0
wooden seat,seat,08647616-n,04161981-n,False,2.41,0.0
seat down,sit down,08647616-n,01984902-v,False,2.4,0.0
seat is empty.,empty,08647616-n,03284308-n,False,2.47,0.0
on the seat,seat,08647616-n,08490039-n,False,2.49,0.0
flakes on seats,flake,08647616-n,01336440-v,False,2.42,0.0
cat on a seat,cathedra,08647616-n,02983904-n,False,2.42,0.0
chair is seat,chair,08647616-n,03001627-n,False,2.41,0.0
orange seat,seat,08647616-n,04162433-n,False,2.42,0.0
seen seats,seat,08647616-n,08490039-n,False,2.41,0.0
seat is down.,seat,08647616-n,04162599-n,False,2.41,0.0
beige seat,seat,08647616-n,04162433-n,False,2.58,0.0
seat armrest,armrest,08647616-n,02741475-n,False,2.42,0.0
back seat,back,08647616-n,02767433-n,False,2.42,0.0
bike has seat,bicycle seat,08647616-n,02835915-n,False,2.41,0.0
umpire seat,umpire,08647616-n,10735984-n,False,2.42,0.0
second seat,seat,08647616-n,08490039-n,False,2.42,0.0
some empty seats,seat,08647616-n,08647616-n,True,2.4,0.0
seats are white,white,08647616-n,04579986-n,False,2.4,0.0
passenger's seat,passenger car,08647616-n,03895866-n,False,2.42,0.0
brown seats,seat,08647616-n,04162433-n,False,2.4,0.0
white seat,seat,08647616-n,04162433-n,False,2.42,0.0
seat is black,seat,08647616-n,04162433-n,False,2.41,0.0
worn seat,seat,08647616-n,04162433-n,False,2.4,0.0
empty seat,empty,08647616-n,03284308-n,False,2.51,0.0
extra seat,seat,08647616-n,04162599-n,False,2.41,0.0
last seat,seat,08647616-n,04162433-n,False,2.4,0.0
small blue seat,seat,08647616-n,04162433-n,False,2.44,0.0
rear seats,backseat,08647616-n,02770830-n,False,2.41,0.0
three empty seats,seat,08647616-n,08647616-n,True,2.41,0.0
brown seat,seat,08647616-n,04162433-n,False,2.4,0.0
some seats,seat,08647616-n,02333979-v,False,2.39,0.0
top seat,seat,08647616-n,04162433-n,False,2.4,0.0
mounted on the seat,seat,08647616-n,01616901-v,False,2.39,0.0
blue seat,seat,08647616-n,04162433-n,False,2.43,0.0
seat is colorful,seat,08647616-n,04162433-n,False,2.41,0.0
toliet seat,seat,08647616-n,04162433-n,False,2.42,0.0
empty seats,empty,08647616-n,03284308-n,False,2.44,0.0
in the seats,seat,08647616-n,08490039-n,False,2.42,0.0
there is a seat,seat,08647616-n,08490039-n,False,2.4,0.0
blue seats,seat,08647616-n,04162433-n,False,2.42,0.0
greet seat,seat,08647616-n,04162433-n,False,2.42,0.0
pillows on seats,pillow,08647616-n,03938244-n,False,2.4,0.0
back of  seat,back,08647616-n,02767433-n,False,2.41,0.0
padded seat,seat cushion,08647616-n,04162895-n,False,2.39,0.0
red seats,seat,08647616-n,04162433-n,False,2.52,0.0
seat is blue.,seat,08647616-n,04162433-n,False,2.4,0.0
juniper bush,juniper,12567490-n,11636566-n,False,2.53,0.0
juniper,juniper,12567490-n,11636566-n,False,2.61,0.0
red blinds,blind,07944408-n,02851099-n,False,2.59,0.0
venetian blinds,Venetian blind,07944408-n,04525584-n,False,2.47,0.0
mini blinds,blind,07944408-n,02851099-n,False,2.4,0.0
blinds string,string,07944408-n,04337974-n,False,2.41,0.0
blinds closed,closed,07944408-n,01655162-a,False,2.4,0.0
brown blinds,blind,07944408-n,02851099-n,False,2.43,0.0
horizontal blinds,window blind,07944408-n,04589190-n,False,2.4,0.0
black blinds,blind,07944408-n,02851099-n,False,2.4,0.0
gray blinds,greyback,07944408-n,02033208-n,False,2.41,0.0
open blinds,window blind,07944408-n,04589190-n,False,2.4,0.0
raised blinds,blind,07944408-n,02851099-n,False,2.41,0.0
drawn blinds,blind,07944408-n,02851099-n,False,2.52,0.0
roll up blinds,roller blind,07944408-n,04102285-n,False,2.61,0.0
blinds are white,blindside,07944408-n,02596730-v,False,2.4,0.0
through the blinds,blind alley,07944408-n,02851540-n,False,2.41,0.0
blinds are closed,blind,07944408-n,02851099-n,False,2.4,0.0
white blinds,window blind,07944408-n,04589190-n,False,2.44,0.0
window with blinds,window blind,07944408-n,04589190-n,False,2.39,0.0
no blinds,window blind,07944408-n,04589190-n,False,2.42,0.0
shadow of blinds,shadow,07944408-n,05155349-n,False,2.55,0.0
blinds,blind,07944408-n,02851099-n,False,2.59,0.0
room has blinds,room,07944408-n,04105893-n,False,2.42,0.0
wooden blinds,blind,07944408-n,02851099-n,False,2.4,0.0
woods,woodsman,15098161-n,10790384-n,False,2.41,0.0
flooring is wood,flooring,15098161-n,14871370-n,False,2.41,0.0
wood ash,ash,15098161-n,12303921-n,False,2.43,0.0
red wood,red beech,15098161-n,12199790-n,False,2.44,0.0
wood handle,rake handle,15098161-n,04050313-n,False,2.4,0.0
hard wood,wood,15098161-n,15098161-n,True,2.41,0.0
livingroom has wood,lumber room,15098161-n,03697109-n,False,2.4,0.0
through the woods,woodsman,15098161-n,10790384-n,False,2.43,0.0
table is medium wood,table,15098161-n,04379243-n,False,2.42,0.0
iron and wood,Wood's metal,15098161-n,15103911-n,False,2.41,0.0
two woods,woodshed,15098161-n,04598318-n,False,2.4,0.0
floors are wood,flooring,15098161-n,14871370-n,False,2.47,0.0
wood handles,rake handle,15098161-n,04050313-n,False,2.41,0.0
sheet of ply wood,ply,15098161-n,03970884-n,False,2.41,0.0
into thick wood,wood,15098161-n,15098161-n,True,2.42,0.0
bench made of wood,bench,15098161-n,02828884-n,False,2.43,0.0
panels are wood,paneling,15098161-n,03882611-n,False,2.4,0.0
woods are,woodsman,15098161-n,10790384-n,False,2.42,0.0
ramp is wood,ramp,15098161-n,04051549-n,False,2.43,0.0
desk is wood,desk,15098161-n,03179701-n,False,2.42,0.0
picnic table of wood,picnic,15098161-n,07576438-n,False,2.42,0.0
floor is wood.,floor,15098161-n,09282208-n,False,2.57,0.0
table is wood.,table,15098161-n,04379964-n,False,2.57,0.0
boat is wood.,boat,15098161-n,02858304-n,False,2.4,0.0
shelf is wood,shelf,15098161-n,04190052-n,False,2.41,0.0
exposed wood,wood,15098161-n,15098161-n,True,2.42,0.0
wood back,backboard,15098161-n,02768114-n,False,2.51,0.0
wood sticking up,wood,15098161-n,15098161-n,True,2.55,0.0
logs and wood,saw log,15098161-n,15020203-n,False,2.61,0.0
this is a wood,wood,15098161-n,15098161-n,True,2.41,0.0
wood sticks,stick,15098161-n,04317420-n,False,2.43,0.0
door is wood.,door,15098161-n,03222176-n,False,2.41,0.0
wood is dark.,blackwood,15098161-n,12524188-n,False,2.41,0.0
floor of wood,floor,15098161-n,03366301-n,False,2.4,0.0
panel is wood.,paneling,15098161-n,03882611-n,False,2.42,0.0
knotted brown wood,knot,15098161-n,15102712-n,False,2.41,0.0
ramp is white wood,ramp,15098161-n,04615728-n,False,2.4,0.0
piece of wood,woodcut,15098161-n,04597706-n,False,2.41,0.0
table of wood,table,15098161-n,04379243-n,False,2.42,0.0
broken wood,wood,15098161-n,15098161-n,True,2.4,0.0
ramp made of wood,ramp,15098161-n,04051549-n,False,2.41,0.0
wood beneath,wood,15098161-n,15098161-n,True,2.42,0.0
woods are there,woodsman,15098161-n,10790384-n,False,2.51,0.0
is brown wood,brown pine,15098161-n,11652376-n,False,2.48,0.0
building is wood,woodwork,15098161-n,04598792-n,False,2.48,0.0
scraps of wood,scrap,15098161-n,04150668-n,False,2.42,0.0
thin wood,wood,15098161-n,15098161-n,True,2.42,0.0
wood grained,graining,15098161-n,04951071-n,False,2.41,0.0
wood is very dark.,blackwood,15098161-n,12524188-n,False,2.48,0.0
made of wood,wood,15098161-n,15098161-n,True,2.6,0.0
of wood,wood,15098161-n,15098161-n,True,2.61,0.0
pile of wood,pile,15098161-n,03936269-n,False,2.47,0.0
ply wood,ply,15098161-n,03970884-n,False,2.4,0.0
gray wood,grey birch,15098161-n,12282235-n,False,2.42,0.0
handle is wood,rake handle,15098161-n,04050313-n,False,2.41,0.0
camper in the woods,camper,15098161-n,09889941-n,False,2.41,0.0
material is wood.,wood,15098161-n,15098161-n,True,2.4,0.0
these are woods,woodshed,15098161-n,04598318-n,False,2.41,0.0
wood is brown,brown pine,15098161-n,11652376-n,False,2.56,0.0
dark wood,blackwood,15098161-n,12524188-n,False,2.41,0.0
panels of wood,paneling,15098161-n,03882611-n,False,2.41,0.0
fence made of wood,fencing material,15098161-n,14859100-n,False,2.39,0.0
wood trim,trim,15098161-n,00359903-n,False,2.41,0.0
strip of wood,strip,15098161-n,04339638-n,False,2.41,0.0
top is wood,top,15098161-n,08663860-n,False,2.42,0.0
chairs are wood.,chair,15098161-n,03002096-n,False,2.41,0.0
pieces of wood,woodwork,15098161-n,04598792-n,False,2.5,0.0
dead wood,deadwood,15098161-n,13163553-n,False,2.41,0.0
wood is weathered,wood,15098161-n,15098161-n,True,2.41,0.0
planks of wood,planking,15098161-n,15102359-n,False,2.4,0.0
table is wood,table,15098161-n,04379964-n,False,2.41,0.0
chair is wood.,chair,15098161-n,03002096-n,False,2.42,0.0
floor is wood,floor,15098161-n,09282208-n,False,2.42,0.0
frames are wood,frame,15098161-n,03391301-n,False,2.42,0.0
table of wood.,table,15098161-n,04379964-n,False,2.41,0.0
white wood,white stringybark,15098161-n,12337246-n,False,2.41,0.0
wood is seen,wood,15098161-n,15098161-n,True,2.42,0.0
stain of the wood,stain,15098161-n,04695176-n,False,2.4,0.0
wood,wood,15098161-n,15098161-n,True,2.46,0.0
brown wood,brown pine,15098161-n,11652376-n,False,2.58,0.0
green wood,wood,15098161-n,15098161-n,True,2.44,0.0
trash can,garbage,14857497-n,14857151-n,False,2.42,0.0
trash can is blue,garbage,14857497-n,03416900-n,False,2.41,0.0
brown trash,brown,14857497-n,04971928-n,False,2.4,0.0
yellow trash,yellow,14857497-n,00289840-v,False,2.4,0.0
there is trash,garbage,14857497-n,14857151-n,False,2.41,0.0
red and white trash,white trash,14857497-n,09641226-n,False,2.39,0.0
can is trash,garbage,14857497-n,14857151-n,False,2.42,0.0
lots of trash,garbage heap,14857497-n,08573842-n,False,2.42,0.0
trash ca,garbage,14857497-n,14857151-n,False,2.42,0.0
public trash can,litter,14857497-n,14858292-n,False,2.39,0.0
white trash,white trash,14857497-n,09641226-n,False,2.4,0.0
on the trash,garbage,14857497-n,14857151-n,False,2.39,0.0
trash can is grey,garbage,14857497-n,03416900-n,False,2.39,0.0
blue trash,blue,14857497-n,02855925-n,False,2.39,0.0
black trash,white trash,14857497-n,09641226-n,False,2.41,0.0
with a trash can,garbage,14857497-n,03416900-n,False,2.4,0.0
lined trash can,bin liner,14857497-n,02841063-n,False,2.41,0.0
black trash can,garbage,14857497-n,14857151-n,False,2.39,0.0
piece of trash,garbage,14857497-n,14857151-n,False,2.39,0.0
trash receptical,garbage,14857497-n,03416900-n,False,2.4,0.0
trash,garbage,14857497-n,14857151-n,False,2.41,0.0
poster on trash can,wastepaper basket,14857497-n,04555700-n,False,2.41,0.0
kite has,kite,03621473-n,03621473-n,True,2.53,0.0
kite has edging,kite,03621473-n,03621473-n,True,2.64,0.0
for kite boarding,kite,03621473-n,03621473-n,True,2.42,0.0
large kite is black,black kite,03621473-n,01608814-n,False,2.42,0.0
pink kite,kite,03621473-n,03621473-n,True,2.42,0.0
crab shaped kite,box kite,03621473-n,02885785-n,False,2.41,0.0
4 kites,kite,03621473-n,01608432-n,False,2.42,0.0
tail on kite,kite tail,03621473-n,03621826-n,False,2.4,0.0
many kites,kite,03621473-n,01608432-n,False,2.39,0.0
some kites,kite,03621473-n,03621473-n,True,2.42,0.0
man holds a kite,kite,03621473-n,03621473-n,True,2.41,0.0
blue and red kite,kite,03621473-n,03621473-n,True,2.41,0.0
man flying a kite,kite,03621473-n,03621473-n,True,2.41,0.0
flying kites,kite,03621473-n,03621473-n,True,2.42,0.0
kite handle,kite,03621473-n,03621473-n,True,2.42,0.0
kite is blue,kite,03621473-n,03621473-n,True,2.42,0.0
three kites,kite,03621473-n,01608432-n,False,2.55,0.0
brown kite,black kite,03621473-n,01608814-n,False,2.41,0.0
multi colored kites,kite,03621473-n,03621473-n,True,2.42,0.0
kite flying,kite,03621473-n,03621473-n,True,2.4,0.0
large red kite,kite,03621473-n,01608432-n,False,2.4,0.0
large kite,kite,03621473-n,01608432-n,False,2.41,0.0
person flying a kite,kite,03621473-n,03621473-n,True,2.41,0.0
kite is a,kite,03621473-n,03621473-n,True,2.42,0.0
large colorful kite,kite,03621473-n,03621473-n,True,2.39,0.0
yellow and red kite,kite,03621473-n,03621473-n,True,2.41,0.0
both kites,kite,03621473-n,03621473-n,True,2.41,0.0
big kite,kite,03621473-n,01608432-n,False,2.4,0.0
kite is,kite,03621473-n,03621473-n,True,2.41,0.0
yellow kite,kite,03621473-n,03621473-n,True,2.4,0.0
arced kite,kite,03621473-n,03621473-n,True,2.41,0.0
striped kite,kite,03621473-n,03621473-n,True,2.4,0.0
kite is shaped,kite,03621473-n,03621473-n,True,2.4,0.0
multi colored kite,kite,03621473-n,03621473-n,True,2.4,0.0
top kite,kite,03621473-n,03621473-n,True,2.41,0.0
men are flying kites,kite,03621473-n,03621473-n,True,2.42,0.0
shaped kite,box kite,03621473-n,02885785-n,False,2.45,0.0
tentacles of kite,kite,03621473-n,03621473-n,True,2.61,0.0
red kite,kite,03621473-n,03621473-n,True,2.62,0.0
paragliding kite,kite,03621473-n,03621473-n,True,2.44,0.0
